solar.time,light
2020-07-14T05:08:25Z,262.31207088398924
2020-07-14T05:23:25Z,357.13759699840466
2020-07-14T05:38:25Z,453.12287769312445
2020-07-14T05:53:25Z,549.8569518621781
2020-07-14T06:08:25Z,646.9256522442706
2020-07-14T06:23:25Z,743.9133787555699
2020-07-14T06:38:25Z,840.4048779614882
2020-07-14T06:53:25Z,935.9870208318082
2020-07-14T07:08:25Z,1030.2505716846078
2020-07-14T07:23:25Z,1122.7919402313116
2020-07-14T07:38:25Z,1213.2149096303333
2020-07-14T07:53:25Z,1301.1323328929593
2020-07-14T08:08:25Z,1386.1677903892696
2020-07-14T08:23:25Z,1467.9572015891683
2020-07-14T08:38:25Z,1546.1503838124274
2020-07-14T08:53:25Z,1620.4125515492851
2020-07-14T09:08:25Z,1690.4257499133475
2020-07-14T09:23:25Z,1755.8902159306874
2020-07-14T09:38:25Z,1816.5256619392003
2020-07-14T09:53:25Z,1872.0724757551768
2020-07-14T10:08:25Z,1922.2928321434604
2020-07-14T10:23:25Z,1966.9717111070233
2020-07-14T10:38:25Z,2005.917818471169
2020-07-14T10:53:25Z,2038.9644049603785
2020-07-14T11:08:25Z,2065.969980140276
2020-07-14T11:23:25Z,2086.8189181984853
2020-07-14T11:38:25Z,2101.421953034428
2020-07-14T11:53:25Z,2109.716560455679
2020-07-14T12:08:25Z,2111.6672258794183
2020-07-14T12:23:25Z,2107.265596405813
2020-07-14T12:38:25Z,2096.530516595755
2020-07-14T12:53:25Z,2079.5079477854056
2020-07-14T13:08:25Z,2056.27077133684
2020-07-14T13:23:25Z,2026.91847657871
2020-07-14T13:38:25Z,1991.5767348575835
2020-07-14T13:53:25Z,1950.3968615192339
2020-07-14T14:08:25Z,1903.5551679906878
2020-07-14T14:23:25Z,1851.2522069810152
2020-07-14T14:38:25Z,1793.7119137623233
2020-07-14T14:53:25Z,1731.1806474517653
2020-07-14T15:08:25Z,1663.9261361845297
2020-07-14T15:23:25Z,1592.2363308338224
2020-07-14T15:38:25Z,1516.4181721851367
2020-07-14T15:53:25Z,1436.7962767763195
2020-07-14T16:08:25Z,1353.711546987337
2020-07-14T16:23:25Z,1267.519711527288
2020-07-14T16:38:25Z,1178.5898023581783
2020-07-14T16:53:25Z,1087.3025746807043
2020-07-14T17:08:25Z,994.0488767510946
2020-07-14T17:23:25Z,899.2279763586271
2020-07-14T17:38:25Z,803.24585147573
2020-07-14T17:53:25Z,706.5134520587204
2020-07-14T18:08:25Z,609.4449404016455
2020-07-14T18:23:25Z,512.4559180694501
2020-07-14T18:38:25Z,415.961646359424
2020-07-14T18:53:25Z,320.3752684517476
2020-07-14T19:08:25Z,226.1060404450819
2020-07-14T19:23:25Z,133.5575790898077
2020-07-14T19:38:25Z,43.126133837299015
2020-07-14T19:53:25Z,0
2020-07-14T20:08:25Z,0
2020-07-14T20:23:25Z,0
2020-07-14T20:38:25Z,0
2020-07-14T20:53:25Z,0
2020-07-14T21:08:25Z,0
2020-07-14T21:23:25Z,0
2020-07-14T21:38:25Z,0
2020-07-14T21:53:25Z,0
2020-07-14T22:08:25Z,0
2020-07-14T22:23:25Z,0
2020-07-14T22:38:25Z,0
2020-07-14T22:53:25Z,0
2020-07-14T23:08:25Z,0
2020-07-14T23:23:25Z,0
2020-07-14T23:38:25Z,0
2020-07-14T23:53:25Z,0
2020-07-15T00:08:25Z,0
2020-07-15T00:23:25Z,0
2020-07-15T00:38:25Z,0
2020-07-15T00:53:25Z,0
2020-07-15T01:08:25Z,0
2020-07-15T01:23:25Z,0
2020-07-15T01:38:25Z,0
2020-07-15T01:53:25Z,0
2020-07-15T02:08:25Z,0
2020-07-15T02:23:25Z,0
2020-07-15T02:38:25Z,0
2020-07-15T02:53:25Z,0
2020-07-15T03:08:25Z,0
2020-07-15T03:23:25Z,0
2020-07-15T03:38:25Z,0
2020-07-15T03:53:25Z,0
2020-07-15T04:08:25Z,0
2020-07-15T04:23:25Z,0
2020-07-15T04:38:25Z,72.41280227710322
2020-07-15T04:53:25Z,163.78865168615516
2020-07-15T05:08:25Z,257.1344134660716
2020-07-15T05:23:25Z,352.0504233767513
2020-07-15T05:38:25Z,448.13029398937044
2020-07-15T05:53:25Z,544.9626545760585
2020-07-15T06:08:25Z,642.1329125143461
2020-07-15T06:23:25Z,739.2250283093935
2020-07-15T06:38:25Z,835.823296888339
2020-07-15T06:53:25Z,931.5141275410696
2020-07-15T07:08:25Z,1025.8878146538336
2020-07-15T07:23:25Z,1118.540291890773
2020-07-15T07:38:25Z,1209.074862325207
2020-07-15T07:53:25Z,1297.1038967747484
2020-07-15T08:08:25Z,1382.2504935613438
2020-07-15T08:23:25Z,1464.1500922148227
2020-07-15T08:38:25Z,1542.452034366245
2020-07-15T08:53:25Z,1616.8210651159945
2020-07-15T09:08:25Z,1686.938768472094
2020-07-15T09:23:25Z,1752.5049306180276
2020-07-15T09:38:25Z,1813.2388253762376
2020-07-15T09:53:25Z,1868.8804161077705
2020-07-15T10:08:25Z,1919.1914690890542
2020-07-15T10:23:25Z,1963.9565735635322
2020-07-15T10:38:25Z,2002.9840640472087
2020-07-15T10:53:25Z,2036.1068409022296
2020-07-15T11:08:25Z,2063.183085870778
2020-07-15T11:23:25Z,2084.0968692465667
2020-07-15T11:38:25Z,2098.758646256531
2020-07-15T11:53:25Z,2107.105640463701
2020-07-15T12:08:25Z,2109.102112559128
2020-07-15T12:23:25Z,2104.7395133929044
2020-07-15T12:38:25Z,2094.036520588565
2020-07-15T12:53:25Z,2077.0389585887883
2020-07-15T13:08:25Z,2053.819602456328
2020-07-15T13:23:25Z,2024.4778663118332
2020-07-15T13:38:25Z,1989.1393776720606
2020-07-15T13:53:25Z,1947.9554396092647
2020-07-15T14:08:25Z,1901.1023829099001
2020-07-15T14:23:25Z,1848.7808111415986
2020-07-15T14:38:25Z,1791.2147417566418
2020-07-15T14:53:25Z,1728.650646972388
2020-07-15T15:08:25Z,1661.3563984439309
2020-07-15T15:23:25Z,1589.6201203879789
2020-07-15T15:38:25Z,1513.7489560295908
2020-07-15T15:53:25Z,1434.067752418682
2020-07-15T16:08:25Z,1350.9176697195808
2020-07-15T16:23:25Z,1264.654720435903
2020-07-15T16:38:25Z,1175.648245142632
2020-07-15T16:53:25Z,1084.2793311092903
2020-07-15T17:08:25Z,990.9391807220288
2020-07-15T17:23:25Z,896.0274364306752
2020-07-15T17:38:25Z,799.9504697257491
2020-07-15T17:53:25Z,703.1196412325096
2020-07-15T18:08:25Z,605.949539363195
2020-07-15T18:23:25Z,508.85620533106186
2020-07-15T18:38:25Z,412.25535170751596
2020-07-15T18:53:25Z,316.56058269770176
2020-07-15T19:08:25Z,222.1816230557171
2020-07-15T19:23:25Z,129.5225640171289
2020-07-15T19:38:25Z,38.98013294804909
2020-07-15T19:53:25Z,0
2020-07-15T20:08:25Z,0
2020-07-15T20:23:25Z,0
2020-07-15T20:38:25Z,0
2020-07-15T20:53:25Z,0
2020-07-15T21:08:25Z,0
2020-07-15T21:23:25Z,0
2020-07-15T21:38:25Z,0
2020-07-15T21:53:25Z,0
2020-07-15T22:08:25Z,0
2020-07-15T22:23:25Z,0
2020-07-15T22:38:25Z,0
2020-07-15T22:53:25Z,0
2020-07-15T23:08:25Z,0
2020-07-15T23:23:25Z,0
2020-07-15T23:38:25Z,0
2020-07-15T23:53:25Z,0
2020-07-16T00:08:25Z,0
2020-07-16T00:23:25Z,0
2020-07-16T00:38:25Z,0
2020-07-16T00:53:25Z,0
2020-07-16T01:08:25Z,0
2020-07-16T01:23:25Z,0
2020-07-16T01:38:25Z,0
2020-07-16T01:53:25Z,0
2020-07-16T02:08:25Z,0
2020-07-16T02:23:25Z,0
2020-07-16T02:38:25Z,0
2020-07-16T02:53:25Z,0
2020-07-16T03:08:25Z,0
2020-07-16T03:23:25Z,0
2020-07-16T03:38:25Z,0
2020-07-16T03:53:25Z,0
2020-07-16T04:08:25Z,0
2020-07-16T04:23:25Z,0
2020-07-16T04:38:25Z,66.91455555903181
2020-07-16T04:53:25Z,158.37606384214004
2020-07-16T05:08:25Z,251.81222081500107
2020-07-16T05:23:25Z,346.82297060038553
2020-07-16T05:38:25Z,443.0015154726021
2020-07-16T05:53:25Z,539.9360576038437
2020-07-16T06:08:25Z,637.2115620604649
2020-07-16T06:23:25Z,734.4115339961804
2020-07-16T06:38:25Z,831.1198018141263
2020-07-16T06:53:25Z,926.9222990720373
2020-07-16T07:08:25Z,1021.4088373789168
2020-07-16T07:23:25Z,1114.1748625582288
2020-07-16T07:38:25Z,1204.8231869428744
2020-07-16T07:53:25Z,1292.9656899013114
2020-07-16T08:08:25Z,1378.2249795960997
2020-07-16T08:23:25Z,1460.2360088152177
2020-07-16T08:38:25Z,1538.6476380966378
2020-07-16T08:53:25Z,1613.1241390400676
2020-07-16T09:08:25Z,1683.3466317987493
2020-07-16T09:23:25Z,1749.0144504612147
2020-07-16T09:38:25Z,1809.8464303345024
2020-07-16T09:53:25Z,1865.582111795087
2020-07-16T10:08:25Z,1915.9828555296288
2020-07-16T10:23:25Z,1960.8328642564318
2020-07-16T10:38:25Z,1999.940106721481
2020-07-16T10:53:25Z,2033.1371398716738
2020-07-16T11:08:25Z,2060.281825853676
2020-07-16T11:23:25Z,2081.2579405652446
2020-07-16T11:38:25Z,2095.9756712834214
2020-07-16T11:53:25Z,2104.3720012538506
2020-07-16T12:08:25Z,2106.410979483709
2020-07-16T12:23:25Z,2102.083874698316
2020-07-16T12:38:25Z,2091.4092127277577
2020-07-16T12:53:25Z,2074.4326972148974
2020-07-16T13:08:25Z,2051.227013907571
2020-07-16T13:23:25Z,2021.8915195029601
2020-07-16T13:38:25Z,1986.5518162105275
2020-07-16T13:53:25Z,1945.359214017841
2020-07-16T14:08:25Z,1898.490082798973
2020-07-16T14:23:25Z,1846.145097257228
2020-07-16T14:38:25Z,1788.5483776393373
2020-07-16T14:53:25Z,1725.9465301798941
2020-07-16T15:08:25Z,1658.6075912916797
2020-07-16T15:23:25Z,1586.819879826387
2020-07-16T15:38:25Z,1510.8907627328558
2020-07-16T15:53:25Z,1431.1453389654848
2020-07-16T16:08:25Z,1347.9250475372974
2020-07-16T16:23:25Z,1261.5862056782858
2020-07-16T16:38:25Z,1172.498483162807
2020-07-16T16:53:25Z,1081.043319500026
2020-07-16T17:08:25Z,987.6122909285099
2020-07-16T17:23:25Z,892.605433570231
2020-07-16T17:38:25Z,796.4295309015222
2020-07-16T17:53:25Z,699.4963718610866
2020-07-16T18:08:25Z,602.220987852973
2020-07-16T18:23:25Z,505.0198756103594
2020-07-16T18:38:25Z,408.3092140670023
2020-07-16T18:53:25Z,312.5030823565249
2020-07-16T19:08:25Z,218.01168680230944
2020-07-16T19:23:25Z,125.23960471869214
2020-07-16T19:38:25Z,34.58405203141753
2020-07-16T19:53:25Z,0
2020-07-16T20:08:25Z,0
2020-07-16T20:23:25Z,0
2020-07-16T20:38:25Z,0
2020-07-16T20:53:25Z,0
2020-07-16T21:08:25Z,0
2020-07-16T21:23:25Z,0
2020-07-16T21:38:25Z,0
2020-07-16T21:53:25Z,0
2020-07-16T22:08:25Z,0
2020-07-16T22:23:25Z,0
2020-07-16T22:38:25Z,0
2020-07-16T22:53:25Z,0
2020-07-16T23:08:25Z,0
2020-07-16T23:23:25Z,0
2020-07-16T23:38:25Z,0
2020-07-16T23:53:25Z,0
2020-07-17T00:08:25Z,0
2020-07-17T00:23:25Z,0
2020-07-17T00:38:25Z,0
2020-07-17T00:53:25Z,0
2020-07-17T01:08:25Z,0
2020-07-17T01:23:25Z,0
2020-07-17T01:38:25Z,0
2020-07-17T01:53:25Z,0
2020-07-17T02:08:25Z,0
2020-07-17T02:23:25Z,0
2020-07-17T02:38:25Z,0
2020-07-17T02:53:25Z,0
2020-07-17T03:08:25Z,0
2020-07-17T03:23:25Z,0
2020-07-17T03:38:25Z,0
2020-07-17T03:53:25Z,0
2020-07-17T04:08:25Z,0
2020-07-17T04:23:25Z,0
2020-07-17T04:38:25Z,61.26570622868342
2020-07-17T04:53:25Z,152.81734210342336
2020-07-17T05:08:25Z,246.34821973631432
2020-07-17T05:23:25Z,341.4578730571328
2020-07-17T05:38:25Z,437.7390760804596
2020-07-17T05:53:25Z,534.7795865793024
2020-07-17T06:08:25Z,632.1639110842744
2020-07-17T06:23:25Z,729.4750839054715
2020-07-17T06:38:25Z,826.2964524338877
2020-07-17T06:53:25Z,922.2134611035804
2020-07-17T07:08:25Z,1016.8154263498976
2020-07-17T07:23:25Z,1109.697295117525
2020-07-17T07:38:25Z,1200.4613790318035
2020-07-17T07:53:25Z,1288.7190571723872
2020-07-17T08:08:25Z,1374.0924401588031
2020-07-17T08:23:25Z,1456.2159879826854
2020-07-17T08:38:25Z,1534.7380752230856
2020-07-17T08:53:25Z,1609.3224965889685
2020-07-17T09:08:25Z,1679.649906398478
2020-07-17T09:23:25Z,1745.4191859215496
2020-07-17T09:38:25Z,1806.3487327282808
2020-07-17T09:53:25Z,1862.1776663529797
2020-07-17T10:08:25Z,1912.6669453825732
2020-07-17T10:23:25Z,1957.6003908593439
2020-07-17T10:38:25Z,1996.7856119933863
2020-07-17T10:53:25Z,2030.0548298702015
2020-07-17T11:08:25Z,2057.2655958477735
2020-07-17T11:23:25Z,2078.3014014896426
2020-07-17T11:38:25Z,2093.072177405307
2020-07-17T11:53:25Z,2101.5146789419477
2020-07-17T12:08:25Z,2103.592756964248
2020-07-17T12:23:25Z,2099.297512646558
2020-07-17T12:38:25Z,2088.647335598679
2020-07-17T12:53:25Z,2071.687825124485
2020-07-17T13:08:25Z,2048.4915950010945
2020-07-17T13:23:25Z,2019.1579625909678
2020-07-17T13:38:25Z,1983.8125235869131
2020-07-17T13:53:25Z,1942.6066142959323
2020-07-17T14:08:25Z,1895.7166636406087
2020-07-17T14:23:25Z,1843.3434377893605
2020-07-17T14:38:25Z,1785.7111805441862
2020-07-17T14:53:25Z,1723.0666532127377
2020-07-17T15:08:25Z,1655.678078067728
2020-07-17T15:23:25Z,1583.833989916636
2020-07-17T15:38:25Z,1507.8420006999481
2020-07-17T15:53:25Z,1428.027482405542
2020-07-17T16:08:25Z,1344.7321739401277
2020-07-17T16:23:25Z,1258.3127178995874
2020-07-17T16:38:25Z,1169.1391336159872
2020-07-17T16:53:25Z,1077.593232794569
2020-07-17T17:08:25Z,984.0669847228039
2020-07-17T17:23:25Z,888.9608380628007
2020-07-17T17:38:25Z,792.6820061663494
2020-07-17T17:53:25Z,695.6427235946694
2020-07-17T18:08:25Z,598.2584810696477
2020-07-17T18:23:25Z,500.9462463718213
2020-07-17T18:38:25Z,404.1226792026347
2020-07-17T18:53:25Z,308.2023470237154
2020-07-17T19:08:25Z,213.59595001516794
2020-07-17T19:23:25Z,120.70856271254287
2020-07-17T19:38:25Z,29.937899504069613
2020-07-17T19:53:25Z,0
2020-07-17T20:08:25Z,0
2020-07-17T20:23:25Z,0
2020-07-17T20:38:25Z,0
2020-07-17T20:53:25Z,0
2020-07-17T21:08:25Z,0
2020-07-17T21:23:25Z,0
2020-07-17T21:38:25Z,0
2020-07-17T21:53:25Z,0
2020-07-17T22:08:25Z,0
2020-07-17T22:23:25Z,0
2020-07-17T22:38:25Z,0
2020-07-17T22:53:25Z,0
2020-07-17T23:08:25Z,0
2020-07-17T23:23:25Z,0
2020-07-17T23:38:25Z,0
2020-07-17T23:53:25Z,0
2020-07-18T00:08:25Z,0
2020-07-18T00:23:25Z,0
2020-07-18T00:38:25Z,0
2020-07-18T00:53:25Z,0
2020-07-18T01:08:25Z,0
2020-07-18T01:23:25Z,0
2020-07-18T01:38:25Z,0
2020-07-18T01:53:25Z,0
2020-07-18T02:08:25Z,0
2020-07-18T02:23:25Z,0
2020-07-18T02:38:25Z,0
2020-07-18T02:53:25Z,0
2020-07-18T03:08:25Z,0
2020-07-18T03:23:25Z,0
2020-07-18T03:38:25Z,0
2020-07-18T03:53:25Z,0
2020-07-18T04:08:25Z,0
2020-07-18T04:23:25Z,0
2020-07-18T04:38:25Z,55.46916493987922
2020-07-18T04:53:25Z,147.1153169975587
2020-07-18T05:08:25Z,240.74515190399097
2020-07-18T05:23:25Z,335.9577750758103
2020-07-18T05:38:25Z,432.3455147752953
2020-07-18T05:53:25Z,529.4956676631208
2020-07-18T06:08:25Z,626.9922658169938
2020-07-18T06:23:25Z,724.4178577806435
2020-07-18T06:38:25Z,821.3552960193514
2020-07-18T06:53:25Z,917.3895230465603
2020-07-18T07:08:25Z,1012.109348425492
2020-07-18T07:23:25Z,1105.109209546217
2020-07-18T07:38:25Z,1195.9909080252653
2020-07-18T07:53:25Z,1284.3653146800555
2020-07-18T08:08:25Z,1369.8540357636152
2020-07-18T08:23:25Z,1452.0910329996868
2020-07-18T08:38:25Z,1530.724190951767
2020-07-18T08:53:25Z,1605.4168246418503
2020-07-18T09:08:25Z,1675.8491212410902
2020-07-18T09:23:25Z,1741.719509230238
2020-07-18T09:38:25Z,1802.7459498579972
2020-07-18T09:53:25Z,1858.667144611678
2020-07-18T10:08:25Z,1909.2436541159173
2020-07-18T10:23:25Z,1954.2589232937146
2020-07-18T10:38:25Z,1993.5202086461895
2020-07-18T10:53:25Z,2026.8594035369808
2020-07-18T11:08:25Z,2054.1337579325796
2020-07-18T11:23:25Z,2075.226489689397
2020-07-18T11:38:25Z,2090.04728457716
2020-07-18T11:53:25Z,2098.532682965061
2020-07-18T12:08:25Z,2100.6463515814867
2020-07-18T12:23:25Z,2096.3792390775425
2020-07-18T12:38:25Z,2085.7496147993475
2020-07-18T12:53:25Z,2068.8029905706658
2020-07-18T13:08:25Z,2045.6119258559302
2020-07-18T13:23:25Z,2016.2757170576483
2020-07-18T13:38:25Z,1980.9199724180896
2020-07-18T13:53:25Z,1939.6960741494743
2020-07-18T14:08:25Z,1892.7805303182263
2020-07-18T14:23:25Z,1840.374219097931
2020-07-18T14:38:25Z,1782.7015286515216
2020-07-18T14:53:25Z,1720.0093963662634
2020-07-18T15:08:25Z,1652.566251596835
2020-07-18T15:23:25Z,1580.6608662673473
2020-07-18T15:38:25Z,1504.6011184909114
2020-07-18T15:53:25Z,1424.712674333462
2020-07-18T16:08:25Z,1341.3375933473467
2020-07-18T16:23:25Z,1254.8328640336126
2020-07-18T16:38:25Z,1165.5688752797123
2020-07-18T16:53:25Z,1073.9278305562377
2020-07-18T17:08:25Z,980.3021112891935
2020-07-18T17:23:25Z,885.0925968888469
2020-07-18T17:38:25Z,788.706948273521
2020-07-18T17:53:25Z,691.5578623793251
2020-07-18T18:08:25Z,594.0613050802187
2020-07-18T18:23:25Z,496.6347302136315
2020-07-18T18:38:25Z,399.6952920539293
2020-07-18T18:53:25Z,303.65805929708057
2020-07-18T19:08:25Z,208.93423764540867
2020-07-18T19:23:25Z,115.9294093853321
2020-07-18T19:38:25Z,25.04179661279673
2020-07-18T19:53:25Z,0
2020-07-18T20:08:25Z,0
2020-07-18T20:23:25Z,0
2020-07-18T20:38:25Z,0
2020-07-18T20:53:25Z,0
2020-07-18T21:08:25Z,0
2020-07-18T21:23:25Z,0
2020-07-18T21:38:25Z,0
2020-07-18T21:53:25Z,0
2020-07-18T22:08:25Z,0
2020-07-18T22:23:25Z,0
2020-07-18T22:38:25Z,0
2020-07-18T22:53:25Z,0
2020-07-18T23:08:25Z,0
2020-07-18T23:23:25Z,0
2020-07-18T23:38:25Z,0
2020-07-18T23:53:25Z,0
2020-07-19T00:08:25Z,0
2020-07-19T00:23:25Z,0
2020-07-19T00:38:25Z,0
2020-07-19T00:53:25Z,0
2020-07-19T01:08:25Z,0
2020-07-19T01:23:25Z,0
2020-07-19T01:38:25Z,0
2020-07-19T01:53:25Z,0
2020-07-19T02:08:25Z,0
2020-07-19T02:23:25Z,0
2020-07-19T02:38:25Z,0
2020-07-19T02:53:25Z,0
2020-07-19T03:08:25Z,0
2020-07-19T03:23:25Z,0
2020-07-19T03:38:25Z,0
2020-07-19T03:53:25Z,0
2020-07-19T04:08:25Z,0
2020-07-19T04:23:25Z,0
2020-07-19T04:38:25Z,49.527865961743125
2020-07-19T04:53:25Z,141.27283750548872
2020-07-19T05:08:25Z,235.0057723152103
2020-07-19T05:23:25Z,330.3253294583212
2020-07-19T05:38:25Z,426.8233743211005
2020-07-19T05:53:25Z,524.0867261364097
2020-07-19T06:08:25Z,621.6989272224009
2020-07-19T06:23:25Z,719.2420259728731
2020-07-19T06:38:25Z,816.2983666276893
2020-07-19T06:53:25Z,912.4523773686734
2020-07-19T07:08:25Z,1007.2923499028708
2020-07-19T07:23:25Z,1100.4122021211565
2020-07-19T07:38:25Z,1191.4132169487143
2020-07-19T07:53:25Z,1279.905749532341
2020-07-19T08:08:25Z,1365.5108956342153
2020-07-19T08:23:25Z,1447.8621139437812
2020-07-19T08:38:25Z,1526.6067956169256
2020-07-19T08:53:25Z,1601.4077739821755
2020-07-19T09:08:25Z,1671.9447682984517
2020-07-19T09:23:25Z,1737.9157550493605
2020-07-19T09:38:25Z,1799.0382612352112
2020-07-19T09:53:25Z,1855.0505737313845
2020-07-19T10:08:25Z,1905.7128600658866
2020-07-19T10:23:25Z,1950.8081951695842
2020-07-19T10:38:25Z,1990.1434903322536
2020-07-19T10:53:25Z,2023.5503198793804
2020-07-19T11:08:25Z,2050.8856424192472
2020-07-19T11:23:25Z,2072.0324132860233
2020-07-19T11:38:25Z,2086.900085700165
2020-07-19T11:53:25Z,2095.4249985156753
2020-07-19T12:08:25Z,2097.5706487834577
2020-07-19T12:23:25Z,2093.327848076848
2020-07-19T12:38:25Z,2082.71476184486
2020-07-19T12:53:25Z,2065.776831636163
2020-07-19T13:08:25Z,2042.5865805553253
2020-07-19T13:23:25Z,2013.2433027298446
2020-07-19T13:38:25Z,1977.872638191551
2020-07-19T13:53:25Z,1936.6260348961564
2020-07-19T14:08:25Z,1889.6801003061114
2020-07-19T14:23:25Z,1837.2358451513976
2020-07-19T14:38:25Z,1779.5178228476561
2020-07-19T14:53:25Z,1716.7731679444153
2020-07-19T15:08:25Z,1649.2705379472927
2020-07-19T15:23:25Z,1577.2989630819313
2020-07-19T15:38:25Z,1501.1666086972891
2020-07-19T15:53:25Z,1421.1994557124222
2020-07-19T16:08:25Z,1337.739904991014
2020-07-19T16:23:25Z,1251.145311094969
2020-07-19T16:38:25Z,1161.7864523301098
2020-07-19T16:53:25Z,1070.0459430746998
2020-07-19T17:08:25Z,976.3165955101749
2020-07-19T17:23:25Z,880.9997377645071
2020-07-19T17:38:25Z,784.5034954444862
2020-07-19T17:53:25Z,687.2410441315083
2020-07-19T18:08:25Z,589.6288403332626
2020-07-19T18:23:25Z,492.0848382329054
2020-07-19T18:38:25Z,395.02670007392777
2020-07-19T18:53:25Z,298.8700079750412
2020-07-19T19:08:25Z,204.02648434196726
2020-07-19T19:23:25Z,110.90222896071995
2020-07-19T19:38:25Z,19.895980312411123
2020-07-19T19:53:25Z,0
2020-07-19T20:08:25Z,0
2020-07-19T20:23:25Z,0
2020-07-19T20:38:25Z,0
2020-07-19T20:53:25Z,0
2020-07-19T21:08:25Z,0
2020-07-19T21:23:25Z,0
2020-07-19T21:38:25Z,0
2020-07-19T21:53:25Z,0
2020-07-19T22:08:25Z,0
2020-07-19T22:23:25Z,0
2020-07-19T22:38:25Z,0
2020-07-19T22:53:25Z,0
2020-07-19T23:08:25Z,0
2020-07-19T23:23:25Z,0
2020-07-19T23:38:25Z,0
2020-07-19T23:53:25Z,0
2020-07-20T00:08:25Z,0
2020-07-20T00:23:25Z,0
2020-07-20T00:38:25Z,0
2020-07-20T00:53:25Z,0
2020-07-20T01:08:25Z,0
2020-07-20T01:23:25Z,0
2020-07-20T01:38:25Z,0
2020-07-20T01:53:25Z,0
2020-07-20T02:08:25Z,0
2020-07-20T02:23:25Z,0
2020-07-20T02:38:25Z,0
2020-07-20T02:53:25Z,0
2020-07-20T03:08:25Z,0
2020-07-20T03:23:25Z,0
2020-07-20T03:38:25Z,0
2020-07-20T03:53:25Z,0
2020-07-20T04:08:25Z,0
2020-07-20T04:23:25Z,0
2020-07-20T04:38:25Z,43.44476550399964
2020-07-20T04:53:25Z,135.2927695185395
2020-07-20T05:08:25Z,229.13284796943273
2020-07-20T05:23:25Z,324.5631961166241
2020-07-20T05:38:25Z,421.17519983383875
2020-07-20T05:53:25Z,518.5551852617646
2020-07-20T06:08:25Z,616.286189976123
2020-07-20T06:23:25Z,713.9497484934861
2020-07-20T06:38:25Z,811.1276839588693
2020-07-20T06:53:25Z,907.4038987236778
2020-07-20T07:08:25Z,1002.3661560262204
2020-07-20T07:23:25Z,1095.6078450350358
2020-07-20T07:38:25Z,1186.7297219623933
2020-07-20T07:53:25Z,1275.341619526626
2020-07-20T08:08:25Z,1361.064117604284
2020-07-20T08:23:25Z,1443.5301677932541
2020-07-20T08:38:25Z,1522.3866650570521
2020-07-20T08:53:25Z,1597.2959597040917
2020-07-20T09:08:25Z,1667.9373031460864
2020-07-20T09:23:25Z,1734.0082212503783
2020-07-20T09:38:25Z,1795.2258095101986
2020-07-20T09:53:25Z,1851.3279443850415
2020-07-20T10:08:25Z,1902.07440572008
2020-07-20T10:23:25Z,1947.2479052885453
2020-07-20T10:38:25Z,1986.6550172080758
