OBS,solar.time,UTC,MST,battery,water.temp,DO.obs,DO.sat,Q
1,1594672740,           2020-07-13 20:39:00,           2020-07-13 14:39:00,3.13,17.52,9.586,100.262841,0.967
2,1594673340,           2020-07-13 20:49:00,           2020-07-13 14:49:00,3.13,17.283,9.747,101.447188,0.973
3,1594673940,           2020-07-13 20:59:00,           2020-07-13 14:59:00,3.13,17.258,9.762,101.550555,0.974
4,1594674540,           2020-07-13 21:09:00,           2020-07-13 15:09:00,3.13,17.292,9.778,101.788861,0.975
5,1594675140,           2020-07-13 21:19:00,           2020-07-13 15:19:00,3.13,17.343,9.778,101.896675,0.976
6,1594675740,           2020-07-13 21:29:00,           2020-07-13 15:29:00,3.13,17.41,9.782,102.080089,0.976
7,1594676340,           2020-07-13 21:39:00,           2020-07-13 15:39:00,3.13,17.436,9.781,102.124658,0.976
8,1594676940,           2020-07-13 21:49:00,           2020-07-13 15:49:00,3.13,17.444,9.767,101.995383,0.975
9,1594677540,           2020-07-13 21:59:00,           2020-07-13 15:59:00,3.13,17.469,9.758,101.954169,0.975
10,1594678140,           2020-07-13 22:09:00,           2020-07-13 16:09:00,3.13,17.512,9.752,101.982204,0.976
11,1594678740,           2020-07-13 22:19:00,           2020-07-13 16:19:00,3.13,17.495,9.707,101.47591,0.976
12,1594679340,           2020-07-13 22:29:00,           2020-07-13 16:29:00,3.13,17.528,9.646,100.907097,0.976
13,1594679940,           2020-07-13 22:39:00,           2020-07-13 16:39:00,3.12,17.604,9.633,100.929546,0.975
14,1594680540,           2020-07-13 22:49:00,           2020-07-13 16:49:00,3.12,17.68,9.66,101.371374,0.976
15,1594681140,           2020-07-13 22:59:00,           2020-07-13 16:59:00,3.12,17.79,9.703,102.053764,0.976
16,1594681740,           2020-07-13 23:09:00,           2020-07-13 17:09:00,3.13,17.883,9.689,102.101741,0.976
17,1594682340,           2020-07-13 23:19:00,           2020-07-13 17:19:00,3.13,17.942,9.634,101.645344,0.975
18,1594682940,           2020-07-13 23:29:00,           2020-07-13 17:29:00,3.13,18.009,9.533,100.718185,0.975
19,1594683540,           2020-07-13 23:39:00,           2020-07-13 17:39:00,3.13,18.051,9.43,99.715845,0.975
20,1594684140,           2020-07-13 23:49:00,           2020-07-13 17:49:00,3.13,18.11,9.379,99.296564,0.974
21,1594684740,           2020-07-13 23:59:00,           2020-07-13 17:59:00,3.13,18.136,9.411,99.688426,0.976
22,1594685340,           2020-07-14 00:09:00,           2020-07-13 18:09:00,3.13,18.169,9.343,99.035004,0.975
23,1594685940,           2020-07-14 00:19:00,           2020-07-13 18:19:00,3.13,18.169,9.205,97.572216,0.975
24,1594686540,           2020-07-14 00:29:00,           2020-07-13 18:29:00,3.13,18.136,9.104,96.43645,0.975
25,1594687140,           2020-07-14 00:39:00,           2020-07-13 18:39:00,3.13,18.119,9.119,96.561715,0.975
26,1594687740,           2020-07-14 00:49:00,           2020-07-13 18:49:00,3.13,18.102,9.2,97.385506,0.977
27,1594688340,           2020-07-14 00:59:00,           2020-07-13 18:59:00,3.13,18.094,9.21,97.47538,0.976
28,1594688940,           2020-07-14 01:09:00,           2020-07-13 19:09:00,3.13,18.043,9.207,97.3418,0.976
29,1594689540,           2020-07-14 01:19:00,           2020-07-13 19:19:00,3.13,18.009,9.18,96.988664,0.977
30,1594690140,           2020-07-14 01:29:00,           2020-07-13 19:29:00,3.13,17.959,9.13,96.36144,0.977
31,1594690740,           2020-07-14 01:39:00,           2020-07-13 19:39:00,3.13,17.9,9.089,95.812483,0.978
32,1594691340,           2020-07-14 01:49:00,           2020-07-13 19:49:00,3.12,17.841,8.988,94.632875,0.977
33,1594691940,           2020-07-14 01:59:00,           2020-07-13 19:59:00,3.12,17.765,8.888,93.433665,0.978
34,1594692540,           2020-07-14 02:09:00,           2020-07-13 20:09:00,3.12,17.731,8.767,92.097114,0.979
35,1594693140,           2020-07-14 02:19:00,           2020-07-13 20:19:00,3.12,17.664,8.665,90.899895,0.978
36,1594693740,           2020-07-14 02:29:00,           2020-07-13 20:29:00,3.13,17.596,8.589,89.976187,0.979
37,1594694340,           2020-07-14 02:39:00,           2020-07-13 20:39:00,3.13,17.554,8.458,88.526981,0.978
38,1594694940,           2020-07-14 02:49:00,           2020-07-13 20:49:00,3.13,17.503,8.395,87.774937,0.98
39,1594695540,           2020-07-14 02:59:00,           2020-07-13 20:59:00,3.13,17.427,8.359,87.261103,0.979
40,1594696140,           2020-07-14 03:09:00,           2020-07-13 21:09:00,3.13,17.376,8.343,87.002053,0.979
41,1594696740,           2020-07-14 03:19:00,           2020-07-13 21:19:00,3.13,17.326,8.324,86.713924,0.98
42,1594697340,           2020-07-14 03:29:00,           2020-07-13 21:29:00,3.13,17.266,8.28,86.148163,0.98
43,1594697940,           2020-07-14 03:39:00,           2020-07-13 21:39:00,3.13,17.224,8.21,85.34533,0.98
44,1594698540,           2020-07-14 03:49:00,           2020-07-13 21:49:00,3.13,17.148,8.14,84.483983,0.979
45,1594699140,           2020-07-14 03:59:00,           2020-07-13 21:59:00,3.13,17.08,8.086,83.804747,0.979
46,1594699740,           2020-07-14 04:09:00,           2020-07-13 22:09:00,3.13,17.029,8.017,83.001318,0.979
47,1594700340,           2020-07-14 04:19:00,           2020-07-13 22:19:00,3.13,16.962,7.947,82.161634,0.979
48,1594700940,           2020-07-14 04:29:00,           2020-07-13 22:29:00,3.13,16.885,7.896,81.503127,0.979
49,1594701540,           2020-07-14 04:39:00,           2020-07-13 22:39:00,3.13,16.8,7.849,80.874033,0.979
50,1594702140,           2020-07-14 04:49:00,           2020-07-13 22:49:00,3.13,16.75,7.79,80.182092,0.979
51,1594702740,           2020-07-14 04:59:00,           2020-07-13 22:59:00,3.13,16.682,7.745,79.605329,0.979
52,1594703340,           2020-07-14 05:09:00,           2020-07-13 23:09:00,3.13,16.605,7.707,79.086812,0.979
53,1594703940,           2020-07-14 05:19:00,           2020-07-13 23:19:00,3.13,16.537,7.66,78.492248,0.979
54,1594704540,           2020-07-14 05:29:00,           2020-07-13 23:29:00,3.13,16.469,7.64,78.175368,0.98
55,1594705140,           2020-07-14 05:39:00,           2020-07-13 23:39:00,3.13,16.41,7.601,77.679702,0.979
56,1594705740,           2020-07-14 05:49:00,           2020-07-13 23:49:00,3.13,16.359,7.558,77.157244,0.979
57,1594706340,           2020-07-14 05:59:00,           2020-07-13 23:59:00,3.13,16.291,7.536,76.82232,0.979
58,1594706940,           2020-07-14 06:09:00,           2020-07-14 00:09:00,3.13,16.248,7.509,76.477578,0.979
59,1594707540,           2020-07-14 06:19:00,           2020-07-14 00:19:00,3.13,16.197,7.493,76.232379,0.979
60,1594708140,           2020-07-14 06:29:00,           2020-07-14 00:29:00,3.13,16.154,7.473,75.959761,0.98
61,1594708740,           2020-07-14 06:39:00,           2020-07-14 00:39:00,3.13,16.112,7.44,75.557106,0.979
62,1594709340,           2020-07-14 06:49:00,           2020-07-14 00:49:00,3.13,16.06,7.424,75.311584,0.979
63,1594709940,           2020-07-14 06:59:00,           2020-07-14 00:59:00,3.13,16.035,7.41,75.129725,0.98
64,1594710540,           2020-07-14 07:09:00,           2020-07-14 01:09:00,3.13,15.984,7.395,74.896548,0.979
65,1594711140,           2020-07-14 07:19:00,           2020-07-14 01:19:00,3.13,15.941,7.378,74.656171,0.979
66,1594711740,           2020-07-14 07:29:00,           2020-07-14 01:29:00,3.13,15.864,7.367,74.42295,0.979
67,1594712340,           2020-07-14 07:39:00,           2020-07-14 01:39:00,3.13,15.821,7.373,74.415443,0.98
68,1594712940,           2020-07-14 07:49:00,           2020-07-14 01:49:00,3.13,15.779,7.355,74.167408,0.979
69,1594713540,           2020-07-14 07:59:00,           2020-07-14 01:59:00,3.13,15.727,7.35,74.0349,0.979
70,1594714140,           2020-07-14 08:09:00,           2020-07-14 02:09:00,3.13,15.65,7.353,73.943547,0.979
71,1594714740,           2020-07-14 08:19:00,           2020-07-14 02:19:00,3.13,15.599,7.354,73.873094,0.979
72,1594715340,           2020-07-14 08:29:00,           2020-07-14 02:29:00,3.13,15.539,7.347,73.708173,0.979
73,1594715940,           2020-07-14 08:39:00,           2020-07-14 02:39:00,3.13,15.471,7.342,73.550896,0.979
74,1594716540,           2020-07-14 08:49:00,           2020-07-14 02:49:00,3.13,15.419,7.349,73.539052,0.979
75,1594717140,           2020-07-14 08:59:00,           2020-07-14 02:59:00,3.13,15.342,7.35,73.4277,0.979
76,1594717740,           2020-07-14 09:09:00,           2020-07-14 03:09:00,3.13,15.273,7.358,73.398788,0.979
77,1594718340,           2020-07-14 09:19:00,           2020-07-14 03:19:00,3.13,15.222,7.358,73.318368,0.979
78,1594718940,           2020-07-14 09:29:00,           2020-07-14 03:29:00,3.13,15.144,7.359,73.205353,0.979
79,1594719540,           2020-07-14 09:39:00,           2020-07-14 03:39:00,3.13,15.076,7.369,73.197508,0.979
80,1594720140,           2020-07-14 09:49:00,           2020-07-14 03:49:00,3.13,14.998,7.37,73.084358,0.979
81,1594720740,           2020-07-14 09:59:00,           2020-07-14 03:59:00,3.13,14.947,7.378,73.083148,0.979
82,1594721340,           2020-07-14 10:09:00,           2020-07-14 04:09:00,3.13,14.886,7.379,72.99673,0.979
83,1594721940,           2020-07-14 10:19:00,           2020-07-14 04:19:00,3.13,14.826,7.382,72.931651,0.979
84,1594722540,           2020-07-14 10:29:00,           2020-07-14 04:29:00,3.13,14.757,7.387,72.872036,0.979
85,1594723140,           2020-07-14 10:39:00,           2020-07-14 04:39:00,3.13,14.697,7.402,72.92505,0.979
86,1594723740,           2020-07-14 10:49:00,           2020-07-14 04:49:00,3.13,14.662,7.398,72.830291,0.979
87,1594724340,           2020-07-14 10:59:00,           2020-07-14 04:59:00,3.13,14.576,7.418,72.890847,0.98
88,1594724940,           2020-07-14 11:09:00,           2020-07-14 05:09:00,3.13,14.515,7.423,72.843241,0.979
89,1594725540,           2020-07-14 11:19:00,           2020-07-14 05:19:00,3.13,14.489,7.413,72.703941,0.979
90,1594726140,           2020-07-14 11:29:00,           2020-07-14 05:29:00,3.13,14.42,7.42,72.66326,0.979
91,1594726740,           2020-07-14 11:39:00,           2020-07-14 05:39:00,3.13,14.325,7.444,72.747326,0.979
92,1594727340,           2020-07-14 11:49:00,           2020-07-14 05:49:00,3.13,14.282,7.449,72.727834,0.979
93,1594727940,           2020-07-14 11:59:00,           2020-07-14 05:59:00,3.13,14.23,7.458,72.732961,0.979
94,1594728540,           2020-07-14 12:09:00,           2020-07-14 06:09:00,3.13,14.143,7.477,72.779509,0.979
95,1594729140,           2020-07-14 12:19:00,           2020-07-14 06:19:00,3.13,14.074,7.489,72.786138,0.979
96,1594729740,           2020-07-14 12:29:00,           2020-07-14 06:29:00,3.13,14.013,7.508,72.873179,0.979
97,1594730340,           2020-07-14 12:39:00,           2020-07-14 06:39:00,3.13,13.969,7.531,73.025805,0.979
98,1594730940,           2020-07-14 12:49:00,           2020-07-14 06:49:00,3.13,13.908,7.562,73.228128,0.979
99,1594731540,           2020-07-14 12:59:00,           2020-07-14 06:59:00,3.13,13.882,7.591,73.466915,0.979
100,1594732140,           2020-07-14 13:09:00,           2020-07-14 07:09:00,3.13,13.83,7.638,73.837203,0.979
101,1594732740,           2020-07-14 13:19:00,           2020-07-14 07:19:00,3.13,13.804,7.664,74.046119,0.979
102,1594733340,           2020-07-14 13:29:00,           2020-07-14 07:29:00,3.13,13.769,7.718,74.510332,0.979
103,1594733940,           2020-07-14 13:39:00,           2020-07-14 07:39:00,3.13,13.752,7.76,74.887722,0.978
104,1594734540,           2020-07-14 13:49:00,           2020-07-14 07:49:00,3.13,13.752,7.814,75.408848,0.978
105,1594735140,           2020-07-14 13:59:00,           2020-07-14 07:59:00,3.13,13.734,7.88,76.015589,0.978
106,1594735740,           2020-07-14 14:09:00,           2020-07-14 08:09:00,3.13,13.752,7.939,76.615158,0.978
107,1594736340,           2020-07-14 14:19:00,           2020-07-14 08:19:00,3.13,13.778,7.991,77.161212,0.978
108,1594736940,           2020-07-14 14:29:00,           2020-07-14 08:29:00,3.13,13.787,8.07,77.939499,0.978
109,1594737540,           2020-07-14 14:39:00,           2020-07-14 08:39:00,3.13,13.804,8.142,78.664339,0.977
110,1594738140,           2020-07-14 14:49:00,           2020-07-14 08:49:00,3.13,13.848,8.201,79.311208,0.977
111,1594738740,           2020-07-14 14:59:00,           2020-07-14 08:59:00,3.13,13.891,8.277,80.122,0.977
112,1594739340,           2020-07-14 15:09:00,           2020-07-14 09:09:00,3.13,13.917,8.369,81.058917,0.977
113,1594739940,           2020-07-14 15:19:00,           2020-07-14 09:19:00,3.13,13.969,8.431,81.75283,0.976
114,1594740540,           2020-07-14 15:29:00,           2020-07-14 09:29:00,3.13,14.013,8.519,82.686017,0.976
115,1594741140,           2020-07-14 15:39:00,           2020-07-14 09:39:00,3.13,14.074,8.59,83.486837,0.976
116,1594741740,           2020-07-14 15:49:00,           2020-07-14 09:49:00,3.13,14.126,8.673,84.389675,0.976
117,1594742340,           2020-07-14 15:59:00,           2020-07-14 09:59:00,3.13,14.221,8.731,85.130928,0.975
118,1594742940,           2020-07-14 16:09:00,           2020-07-14 10:09:00,3.13,14.308,8.803,85.996368,0.975
119,1594743540,           2020-07-14 16:19:00,           2020-07-14 10:19:00,3.13,14.36,8.881,86.856915,0.974
120,1594744140,           2020-07-14 16:29:00,           2020-07-14 10:29:00,3.13,14.489,8.941,87.689995,0.974
121,1594744740,           2020-07-14 16:39:00,           2020-07-14 10:39:00,3.13,14.55,9.019,88.572512,0.974
122,1594745340,           2020-07-14 16:49:00,           2020-07-14 10:49:00,3.13,14.619,9.093,89.433305,0.973
123,1594745940,           2020-07-14 16:59:00,           2020-07-14 10:59:00,3.13,14.74,9.142,90.151707,0.973
124,1594746540,           2020-07-14 17:09:00,           2020-07-14 11:09:00,3.13,14.835,9.204,90.950111,0.972
125,1594747140,           2020-07-14 17:19:00,           2020-07-14 11:19:00,3.13,14.929,9.273,91.818443,0.972
126,1594747740,           2020-07-14 17:29:00,           2020-07-14 11:29:00,3.13,15.024,9.331,92.582487,0.972
127,1594748340,           2020-07-14 17:39:00,           2020-07-14 11:39:00,3.13,15.127,9.385,93.325282,0.971
128,1594748940,           2020-07-14 17:49:00,           2020-07-14 11:49:00,3.13,15.222,9.457,94.233732,0.972
129,1594749540,           2020-07-14 17:59:00,           2020-07-14 11:59:00,3.13,15.342,9.511,95.016443,0.972
130,1594750140,           2020-07-14 18:09:00,           2020-07-14 12:09:00,3.13,15.411,9.577,95.817492,0.971
131,1594750740,           2020-07-14 18:19:00,           2020-07-14 12:19:00,3.13,15.565,9.618,96.545457,0.972
132,1594751340,           2020-07-14 18:29:00,           2020-07-14 12:29:00,3.13,15.667,9.664,97.218794,0.972
133,1594751940,           2020-07-14 18:39:00,           2020-07-14 12:39:00,3.13,15.77,9.713,97.926571,0.972
134,1594752540,           2020-07-14 18:49:00,           2020-07-14 12:49:00,3.13,15.89,9.752,98.571198,0.972
135,1594753140,           2020-07-14 18:59:00,           2020-07-14 12:59:00,3.13,16.009,9.795,99.256393,0.972
136,1594753740,           2020-07-14 19:09:00,           2020-07-14 13:09:00,3.13,16.129,9.855,100.118739,0.973
137,1594754340,           2020-07-14 19:19:00,           2020-07-14 13:19:00,3.13,16.239,9.871,100.514928,0.972
138,1594754940,           2020-07-14 19:29:00,           2020-07-14 13:29:00,3.13,16.367,9.895,101.031988,0.972
139,1594755540,           2020-07-14 19:39:00,           2020-07-14 13:39:00,3.13,16.461,9.944,101.733628,0.973
140,1594756140,           2020-07-14 19:49:00,           2020-07-14 13:49:00,3.12,16.58,9.961,102.162975,0.972
141,1594756740,           2020-07-14 19:59:00,           2020-07-14 13:59:00,3.12,16.699,9.985,102.665295,0.972
142,1594757340,           2020-07-14 20:09:00,           2020-07-14 14:09:00,3.13,16.8,10.008,103.119801,0.973
143,1594757940,           2020-07-14 20:19:00,           2020-07-14 14:19:00,3.13,16.928,10.038,103.706179,0.973
144,1594758540,           2020-07-14 20:29:00,           2020-07-14 14:29:00,3.13,17.012,10.036,103.867515,0.972
145,1594759140,           2020-07-14 20:39:00,           2020-07-14 14:39:00,3.13,17.131,10.055,104.322585,0.973
146,1594759740,           2020-07-14 20:49:00,           2020-07-14 14:49:00,3.13,17.224,10.078,104.763731,0.974
147,1594760340,           2020-07-14 20:59:00,           2020-07-14 14:59:00,3.13,17.292,10.079,104.922267,0.973
148,1594760940,           2020-07-14 21:09:00,           2020-07-14 15:09:00,3.13,17.385,10.081,105.145798,0.973
149,1594761540,           2020-07-14 21:19:00,           2020-07-14 15:19:00,3.13,17.444,10.094,105.410198,0.973
150,1594762140,           2020-07-14 21:29:00,           2020-07-14 15:29:00,3.12,17.545,10.103,105.724954,0.974
151,1594762740,           2020-07-14 21:39:00,           2020-07-14 15:39:00,3.12,17.63,10.107,105.952754,0.974
152,1594763340,           2020-07-14 21:49:00,           2020-07-14 15:49:00,3.12,17.68,10.1,105.988704,0.974
153,1594763940,           2020-07-14 21:59:00,           2020-07-14 15:59:00,3.12,17.748,10.08,105.927258,0.973
154,1594764540,           2020-07-14 22:09:00,           2020-07-14 16:09:00,3.12,17.824,10.084,106.135302,0.974
155,1594765140,           2020-07-14 22:19:00,           2020-07-14 16:19:00,3.12,17.858,10.053,105.883079,0.973
156,1594765740,           2020-07-14 22:29:00,           2020-07-14 16:29:00,3.13,17.925,10.024,105.723179,0.974
157,1594766340,           2020-07-14 22:39:00,           2020-07-14 16:39:00,3.13,17.984,10.003,105.62962,0.974
158,1594766940,           2020-07-14 22:49:00,           2020-07-14 16:49:00,3.13,18.026,10.003,105.720706,0.974
159,1594767540,           2020-07-14 22:59:00,           2020-07-14 16:59:00,3.13,18.085,9.975,105.552399,0.974
160,1594768140,           2020-07-14 23:09:00,           2020-07-14 17:09:00,3.13,18.119,9.956,105.424765,0.973
161,1594768740,           2020-07-14 23:19:00,           2020-07-14 17:19:00,3.13,18.144,9.922,105.118543,0.973
162,1594769340,           2020-07-14 23:29:00,           2020-07-14 17:29:00,3.13,18.169,9.897,104.907357,0.973
163,1594769940,           2020-07-14 23:39:00,           2020-07-14 17:39:00,3.13,18.186,9.86,104.551527,0.973
164,1594770540,           2020-07-14 23:49:00,           2020-07-14 17:49:00,3.13,18.203,9.824,104.206033,0.973
165,1594771140,           2020-07-14 23:59:00,           2020-07-14 17:59:00,3.13,18.195,9.798,103.913236,0.973
166,1594771740,           2020-07-15 00:09:00,           2020-07-14 18:09:00,3.13,18.22,9.735,103.297895,0.972
167,1594772340,           2020-07-15 00:19:00,           2020-07-14 18:19:00,3.13,18.211,9.715,103.066702,0.974
168,1594772940,           2020-07-15 00:29:00,           2020-07-14 18:29:00,3.12,18.203,9.652,102.381579,0.973
169,1594773540,           2020-07-15 00:39:00,           2020-07-14 18:39:00,3.13,18.178,9.611,101.894548,0.974
170,1594774140,           2020-07-15 00:49:00,           2020-07-14 18:49:00,3.13,18.161,9.56,101.318594,0.974
171,1594774740,           2020-07-15 00:59:00,           2020-07-14 18:59:00,3.13,18.144,9.521,100.870152,0.975
172,1594775340,           2020-07-15 01:09:00,           2020-07-14 19:09:00,3.13,18.119,9.46,100.172587,0.975
173,1594775940,           2020-07-15 01:19:00,           2020-07-14 19:19:00,3.13,18.085,9.413,99.605487,0.975
174,1594776540,           2020-07-15 01:29:00,           2020-07-14 19:29:00,3.13,18.035,9.353,98.869173,0.976
175,1594777140,           2020-07-15 01:39:00,           2020-07-14 19:39:00,3.13,17.992,9.282,98.032106,0.976
176,1594777740,           2020-07-15 01:49:00,           2020-07-14 19:49:00,3.13,17.95,9.206,97.145613,0.976
177,1594778340,           2020-07-15 01:59:00,           2020-07-14 19:59:00,3.12,17.874,9.146,96.361823,0.977
178,1594778940,           2020-07-15 02:09:00,           2020-07-14 20:09:00,3.12,17.832,9.061,95.383809,0.978
179,1594779540,           2020-07-15 02:19:00,           2020-07-14 20:19:00,3.12,17.79,8.965,94.291662,0.977
180,1594780140,           2020-07-15 02:29:00,           2020-07-14 20:29:00,3.12,17.739,8.881,93.310068,0.977
181,1594780740,           2020-07-15 02:39:00,           2020-07-14 20:39:00,3.12,17.689,8.809,92.458205,0.978
182,1594781340,           2020-07-15 02:49:00,           2020-07-14 20:49:00,3.12,17.664,8.724,91.518833,0.978
183,1594781940,           2020-07-15 02:59:00,           2020-07-14 20:59:00,3.12,17.613,8.64,90.542242,0.978
184,1594782540,           2020-07-15 03:09:00,           2020-07-14 21:09:00,3.12,17.571,8.549,89.510899,0.978
185,1594783140,           2020-07-15 03:19:00,           2020-07-14 21:19:00,3.12,17.495,8.458,88.419001,0.978
186,1594783740,           2020-07-15 03:29:00,           2020-07-14 21:29:00,3.12,17.419,8.374,87.403201,0.977
187,1594784340,           2020-07-15 03:39:00,           2020-07-14 21:39:00,3.12,17.351,8.293,86.435814,0.978
188,1594784940,           2020-07-15 03:49:00,           2020-07-14 21:49:00,3.12,17.275,8.212,85.456642,0.977
189,1594785540,           2020-07-15 03:59:00,           2020-07-14 21:59:00,3.13,17.233,8.141,84.64389,0.978
190,1594786140,           2020-07-15 04:09:00,           2020-07-14 22:09:00,3.13,17.131,8.079,83.8212,0.978
191,1594786740,           2020-07-15 04:19:00,           2020-07-14 22:19:00,3.13,17.08,8,82.913428,0.978
192,1594787340,           2020-07-15 04:29:00,           2020-07-14 22:29:00,3.13,17.004,7.94,82.161262,0.978
193,1594787940,           2020-07-15 04:39:00,           2020-07-14 22:39:00,3.13,16.945,7.878,81.419353,0.978
194,1594788540,           2020-07-15 04:49:00,           2020-07-14 22:49:00,3.13,16.877,7.823,80.73611,0.978
195,1594789140,           2020-07-15 04:59:00,           2020-07-14 22:59:00,3.12,16.834,7.769,80.106724,0.978
196,1594789740,           2020-07-15 05:09:00,           2020-07-14 23:09:00,3.12,16.775,7.713,79.431127,0.977
197,1594790340,           2020-07-15 05:19:00,           2020-07-14 23:19:00,3.12,16.707,7.672,78.896374,0.977
198,1594790940,           2020-07-15 05:29:00,           2020-07-14 23:29:00,3.12,16.665,7.641,78.508379,0.978
199,1594791540,           2020-07-15 05:39:00,           2020-07-14 23:39:00,3.12,16.597,7.592,77.893626,0.977
200,1594792140,           2020-07-15 05:49:00,           2020-07-14 23:49:00,3.12,16.554,7.55,77.392735,0.977
201,1594792740,           2020-07-15 05:59:00,           2020-07-14 23:59:00,3.12,16.503,7.527,77.074247,0.978
202,1594793340,           2020-07-15 06:09:00,           2020-07-15 00:09:00,3.12,16.452,7.502,76.735825,0.978
203,1594793940,           2020-07-15 06:19:00,           2020-07-15 00:19:00,3.12,16.393,7.478,76.395303,0.978
204,1594794540,           2020-07-15 06:29:00,           2020-07-15 00:29:00,3.12,16.342,7.442,75.945795,0.978
205,1594795140,           2020-07-15 06:39:00,           2020-07-15 00:39:00,3.13,16.282,7.425,75.676396,0.978
206,1594795740,           2020-07-15 06:49:00,           2020-07-15 00:49:00,3.13,16.222,7.405,75.376923,0.978
207,1594796340,           2020-07-15 06:59:00,           2020-07-15 00:59:00,3.13,16.163,7.389,75.120246,0.978
208,1594796940,           2020-07-15 07:09:00,           2020-07-15 01:09:00,3.13,16.12,7.376,74.919846,0.978
209,1594797540,           2020-07-15 07:19:00,           2020-07-15 01:19:00,3.13,16.043,7.364,74.676001,0.978
210,1594798140,           2020-07-15 07:29:00,           2020-07-15 01:29:00,3.13,15.984,7.349,74.43066,0.978
211,1594798740,           2020-07-15 07:39:00,           2020-07-15 01:39:00,3.13,15.924,7.346,74.305528,0.978
212,1594799340,           2020-07-15 07:49:00,           2020-07-15 01:49:00,3.13,15.89,7.336,74.15077,0.978
213,1594799940,           2020-07-15 07:59:00,           2020-07-15 01:59:00,3.13,15.838,7.325,73.957735,0.978
214,1594800540,           2020-07-15 08:09:00,           2020-07-15 02:09:00,3.13,15.787,7.323,73.857307,0.978
215,1594801140,           2020-07-15 08:19:00,           2020-07-15 02:19:00,3.13,15.753,7.312,73.692964,0.978
216,1594801740,           2020-07-15 08:29:00,           2020-07-15 02:29:00,3.12,15.702,7.31,73.592744,0.978
217,1594802340,           2020-07-15 08:39:00,           2020-07-15 02:39:00,3.12,15.642,7.305,73.448302,0.978
218,1594802940,           2020-07-15 08:49:00,           2020-07-15 02:49:00,3.12,15.608,7.299,73.334703,0.978
219,1594803540,           2020-07-15 08:59:00,           2020-07-15 02:59:00,3.12,15.539,7.31,73.336974,0.978
220,1594804140,           2020-07-15 09:09:00,           2020-07-15 03:09:00,3.12,15.488,7.31,73.256984,0.978
221,1594804740,           2020-07-15 09:19:00,           2020-07-15 03:19:00,3.12,15.428,7.311,73.172911,0.978
222,1594805340,           2020-07-15 09:29:00,           2020-07-15 03:29:00,3.12,15.402,7.309,73.112138,0.979
223,1594805940,           2020-07-15 09:39:00,           2020-07-15 03:39:00,3.12,15.351,7.3,72.942278,0.978
224,1594806540,           2020-07-15 09:49:00,           2020-07-15 03:49:00,3.13,15.299,7.307,72.930766,0.978
225,1594807140,           2020-07-15 09:59:00,           2020-07-15 03:59:00,3.13,15.248,7.313,72.910714,0.978
226,1594807740,           2020-07-15 10:09:00,           2020-07-15 04:09:00,3.13,15.213,7.31,72.825977,0.978
227,1594808340,           2020-07-15 10:19:00,           2020-07-15 04:19:00,3.13,15.144,7.319,72.807444,0.979
228,1594808940,           2020-07-15 10:29:00,           2020-07-15 04:29:00,3.13,15.084,7.317,72.693518,0.978
229,1594809540,           2020-07-15 10:39:00,           2020-07-15 04:39:00,3.13,15.033,7.324,72.68308,0.979
230,1594810140,           2020-07-15 10:49:00,           2020-07-15 04:49:00,3.13,14.964,7.332,72.65417,0.979
231,1594810740,           2020-07-15 10:59:00,           2020-07-15 04:59:00,3.13,14.904,7.338,72.619401,0.979
232,1594811340,           2020-07-15 11:09:00,           2020-07-15 05:09:00,3.13,14.835,7.343,72.560481,0.978
233,1594811940,           2020-07-15 11:19:00,           2020-07-15 05:19:00,3.13,14.783,7.352,72.567643,0.979
234,1594812540,           2020-07-15 11:29:00,           2020-07-15 05:29:00,3.13,14.697,7.357,72.481707,0.978
235,1594813140,           2020-07-15 11:39:00,           2020-07-15 05:39:00,3.13,14.628,7.362,72.422386,0.978
236,1594813740,           2020-07-15 11:49:00,           2020-07-15 05:49:00,3.12,14.576,7.374,72.458493,0.979
237,1594814340,           2020-07-15 11:59:00,           2020-07-15 05:59:00,3.12,14.524,7.377,72.406017,0.978
238,1594814940,           2020-07-15 12:09:00,           2020-07-15 06:09:00,3.12,14.463,7.384,72.378517,0.978
239,1594815540,           2020-07-15 12:19:00,           2020-07-15 06:19:00,3.12,14.394,7.401,72.436111,0.978
240,1594816140,           2020-07-15 12:29:00,           2020-07-15 06:29:00,3.12,14.334,7.43,72.624781,0.978
241,1594816740,           2020-07-15 12:39:00,           2020-07-15 06:39:00,3.13,14.273,7.451,72.733052,0.978
242,1594817340,           2020-07-15 12:49:00,           2020-07-15 06:49:00,3.13,14.221,7.482,72.952652,0.978
243,1594817940,           2020-07-15 12:59:00,           2020-07-15 06:59:00,3.13,14.186,7.51,73.169595,0.978
244,1594818540,           2020-07-15 13:09:00,           2020-07-15 07:09:00,3.13,14.143,7.546,73.45114,0.978
245,1594819140,           2020-07-15 13:19:00,           2020-07-15 07:19:00,3.13,14.108,7.595,73.871413,0.978
246,1594819740,           2020-07-15 13:29:00,           2020-07-15 07:29:00,3.13,14.074,7.648,74.33147,0.978
247,1594820340,           2020-07-15 13:39:00,           2020-07-15 07:39:00,3.13,14.047,7.704,74.831398,0.978
248,1594820940,           2020-07-15 13:49:00,           2020-07-15 07:49:00,3.13,14.039,7.766,75.420381,0.978
249,1594821540,           2020-07-15 13:59:00,           2020-07-15 07:59:00,3.13,14.03,7.833,76.056033,0.978
