OBS,solar.time,UTC,MST,battery,water.temp,DO.obs,DO.sat,Q
6163,1598373420,           2020-08-25 16:37:00,           2020-08-25 10:37:00,3,14.195,9.225,89.896473,0.971
6164,1598374020,           2020-08-25 16:47:00,           2020-08-25 10:47:00,3,14.221,9.288,90.561912,0.971
6165,1598374620,           2020-08-25 16:57:00,           2020-08-25 10:57:00,3,14.264,9.299,90.754475,0.972
6166,1598375220,           2020-08-25 17:07:00,           2020-08-25 11:07:00,2.99,14.299,9.37,91.517385,0.972
6167,1598375820,           2020-08-25 17:17:00,           2020-08-25 11:17:00,2.99,14.342,9.432,92.209502,0.972
6168,1598376420,           2020-08-25 17:27:00,           2020-08-25 11:27:00,2.99,14.403,9.485,92.851155,0.971
6169,1598377020,           2020-08-25 17:37:00,           2020-08-25 11:37:00,2.99,14.463,9.541,93.521591,0.971
6170,1598377620,           2020-08-25 17:47:00,           2020-08-25 11:47:00,2.99,14.498,9.576,93.936246,0.971
6171,1598378220,           2020-08-25 17:57:00,           2020-08-25 11:57:00,2.99,14.559,9.611,94.404822,0.97
6172,1598378820,           2020-08-25 18:07:00,           2020-08-25 12:07:00,3,14.593,9.683,95.182392,0.972
6173,1598379420,           2020-08-25 18:17:00,           2020-08-25 12:17:00,3,14.662,9.722,95.709122,0.971
6174,1598380020,           2020-08-25 18:27:00,           2020-08-25 12:27:00,3,14.731,9.81,96.720155,0.971
6175,1598380620,           2020-08-25 18:37:00,           2020-08-25 12:37:00,3,14.826,9.859,97.403569,0.97
6176,1598381220,           2020-08-25 18:47:00,           2020-08-25 12:47:00,3,14.938,9.926,98.30337,0.97
6177,1598381820,           2020-08-25 18:57:00,           2020-08-25 12:57:00,3,15.033,10.006,99.29914,0.971
6178,1598382420,           2020-08-25 19:07:00,           2020-08-25 13:07:00,3,15.084,10.065,99.994569,0.97
6179,1598383020,           2020-08-25 19:17:00,           2020-08-25 13:17:00,3,15.136,10.117,100.623859,0.971
6180,1598383620,           2020-08-25 19:27:00,           2020-08-25 13:27:00,3,15.187,10.066,100.226589,0.971
6181,1598384220,           2020-08-25 19:37:00,           2020-08-25 13:37:00,3,15.205,10.039,99.996469,0.972
6182,1598384820,           2020-08-25 19:47:00,           2020-08-25 13:47:00,3,15.256,10.053,100.245788,0.972
6183,1598385420,           2020-08-25 19:57:00,           2020-08-25 13:57:00,2.99,15.299,10.08,100.607927,0.972
6184,1598386020,           2020-08-25 20:07:00,           2020-08-25 14:07:00,2.99,15.419,10.144,101.507708,0.971
6185,1598386620,           2020-08-25 20:17:00,           2020-08-25 14:17:00,2.99,15.505,10.14,101.654742,0.97
6186,1598387220,           2020-08-25 20:27:00,           2020-08-25 14:27:00,2.99,15.539,10.036,100.685344,0.971
6187,1598387820,           2020-08-25 20:37:00,           2020-08-25 14:37:00,2.99,15.522,9.936,99.645859,0.971
6188,1598388420,           2020-08-25 20:47:00,           2020-08-25 14:47:00,2.99,15.505,9.854,98.787557,0.972
6189,1598389020,           2020-08-25 20:57:00,           2020-08-25 14:57:00,2.99,15.496,9.718,97.405376,0.972
6190,1598389620,           2020-08-25 21:07:00,           2020-08-25 15:07:00,2.99,15.522,9.743,97.710306,0.971
6191,1598390220,           2020-08-25 21:17:00,           2020-08-25 15:17:00,2.99,15.582,9.677,97.173004,0.971
6192,1598390820,           2020-08-25 21:27:00,           2020-08-25 15:27:00,2.99,15.573,9.561,95.989706,0.972
6193,1598391420,           2020-08-25 21:37:00,           2020-08-25 15:37:00,2.99,15.513,9.443,94.68344,0.972
6194,1598392020,           2020-08-25 21:47:00,           2020-08-25 15:47:00,2.99,15.496,9.347,93.686772,0.972
6195,1598392620,           2020-08-25 21:57:00,           2020-08-25 15:57:00,2.99,15.488,9.291,93.109527,0.972
6196,1598393220,           2020-08-25 22:07:00,           2020-08-25 16:07:00,2.99,15.505,9.253,92.762458,0.972
6197,1598393820,           2020-08-25 22:17:00,           2020-08-25 16:17:00,2.99,15.488,9.2,92.197573,0.972
6198,1598394420,           2020-08-25 22:27:00,           2020-08-25 16:27:00,2.99,15.488,9.145,91.646392,0.972
6199,1598395020,           2020-08-25 22:37:00,           2020-08-25 16:37:00,2.99,15.471,9.094,91.102131,0.973
6200,1598395620,           2020-08-25 22:47:00,           2020-08-25 16:47:00,2.99,15.471,9.036,90.521097,0.972
6201,1598396220,           2020-08-25 22:57:00,           2020-08-25 16:57:00,3,15.453,8.948,89.604978,0.973
6202,1598396820,           2020-08-25 23:07:00,           2020-08-25 17:07:00,2.99,15.419,8.848,88.539058,0.972
6203,1598397420,           2020-08-25 23:17:00,           2020-08-25 17:17:00,2.99,15.402,8.773,87.756572,0.972
6204,1598398020,           2020-08-25 23:27:00,           2020-08-25 17:27:00,2.99,15.393,8.686,86.869544,0.972
6205,1598398620,           2020-08-25 23:37:00,           2020-08-25 17:37:00,2.99,15.359,8.611,86.056683,0.972
6206,1598399220,           2020-08-25 23:47:00,           2020-08-25 17:47:00,2.99,15.351,8.537,85.302497,0.972
6207,1598399820,           2020-08-25 23:57:00,           2020-08-25 17:57:00,2.99,15.333,8.53,85.199634,0.973
6208,1598400420,           2020-08-26 00:07:00,           2020-08-25 18:07:00,2.99,15.436,8.675,86.839533,0.972
6209,1598401020,           2020-08-26 00:17:00,           2020-08-25 18:17:00,2.99,15.556,8.783,88.146765,0.971
6210,1598401620,           2020-08-26 00:27:00,           2020-08-25 18:27:00,2.99,15.582,8.847,88.838439,0.972
6211,1598402220,           2020-08-26 00:37:00,           2020-08-25 18:37:00,2.99,15.565,8.829,88.625477,0.971
6212,1598402820,           2020-08-26 00:47:00,           2020-08-25 18:47:00,2.99,15.573,8.869,89.042224,0.972
6213,1598403420,           2020-08-26 00:57:00,           2020-08-25 18:57:00,2.99,15.565,8.939,89.729657,0.972
6214,1598404020,           2020-08-26 01:07:00,           2020-08-25 19:07:00,2.99,15.548,8.892,89.225431,0.972
6215,1598404620,           2020-08-26 01:17:00,           2020-08-25 19:17:00,2.99,15.522,8.857,88.824816,0.972
6216,1598405220,           2020-08-26 01:27:00,           2020-08-25 19:27:00,2.99,15.488,8.81,88.289197,0.972
6217,1598405820,           2020-08-26 01:37:00,           2020-08-25 19:37:00,2.99,15.471,8.78,87.956533,0.972
6218,1598406420,           2020-08-26 01:47:00,           2020-08-25 19:47:00,2.99,15.445,8.742,87.5271,0.972
6219,1598407020,           2020-08-26 01:57:00,           2020-08-25 19:57:00,2.99,15.428,8.697,87.044837,0.973
6220,1598407620,           2020-08-26 02:07:00,           2020-08-25 20:07:00,2.99,15.402,8.626,86.286127,0.973
6221,1598408220,           2020-08-26 02:17:00,           2020-08-25 20:17:00,2.99,15.359,8.545,85.397091,0.973
6222,1598408820,           2020-08-26 02:27:00,           2020-08-25 20:27:00,2.99,15.325,8.454,84.426029,0.972
6223,1598409420,           2020-08-26 02:37:00,           2020-08-25 20:37:00,2.99,15.282,8.366,83.470102,0.973
6224,1598410020,           2020-08-26 02:47:00,           2020-08-25 20:47:00,2.99,15.222,8.28,82.505583,0.973
6225,1598410620,           2020-08-26 02:57:00,           2020-08-25 20:57:00,3,15.179,8.193,81.563192,0.973
6226,1598411220,           2020-08-26 03:07:00,           2020-08-25 21:07:00,3,15.127,8.12,80.746008,0.973
6227,1598411820,           2020-08-26 03:17:00,           2020-08-25 21:17:00,3,15.076,8.049,79.952061,0.973
6228,1598412420,           2020-08-26 03:27:00,           2020-08-25 21:27:00,3,15.041,7.982,79.226718,0.972
6229,1598413020,           2020-08-26 03:37:00,           2020-08-25 21:37:00,3,14.998,7.931,78.647496,0.973
6230,1598413620,           2020-08-26 03:47:00,           2020-08-25 21:47:00,3,14.938,7.879,78.030652,0.972
6231,1598414220,           2020-08-26 03:57:00,           2020-08-25 21:57:00,3,14.886,7.82,77.359321,0.972
6232,1598414820,           2020-08-26 04:07:00,           2020-08-25 22:07:00,3,14.861,7.759,76.714377,0.972
6233,1598415420,           2020-08-26 04:17:00,           2020-08-25 22:17:00,3,14.809,7.735,76.391044,0.974
6234,1598416020,           2020-08-26 04:27:00,           2020-08-25 22:27:00,3,14.748,7.667,75.619453,0.972
6235,1598416620,           2020-08-26 04:37:00,           2020-08-25 22:37:00,3,14.679,7.635,75.191204,0.972
6236,1598417220,           2020-08-26 04:47:00,           2020-08-25 22:47:00,3,14.628,7.606,74.822693,0.973
6237,1598417820,           2020-08-26 04:57:00,           2020-08-25 22:57:00,2.99,14.584,7.588,74.574274,0.973
6238,1598418420,           2020-08-26 05:07:00,           2020-08-25 23:07:00,2.99,14.533,7.57,74.314886,0.973
6239,1598419020,           2020-08-26 05:17:00,           2020-08-25 23:17:00,2.99,14.498,7.545,74.013051,0.972
6240,1598419620,           2020-08-26 05:27:00,           2020-08-25 23:27:00,2.99,14.446,7.533,73.811678,0.973
6241,1598420220,           2020-08-26 05:37:00,           2020-08-25 23:37:00,2.99,14.403,7.517,73.585886,0.973
6242,1598420820,           2020-08-26 05:47:00,           2020-08-25 23:47:00,2.99,14.368,7.505,73.412338,0.973
6243,1598421420,           2020-08-26 05:57:00,           2020-08-25 23:57:00,2.99,14.351,7.481,73.150428,0.973
6244,1598422020,           2020-08-26 06:07:00,           2020-08-26 00:07:00,2.99,14.299,7.471,72.969732,0.973
6245,1598422620,           2020-08-26 06:17:00,           2020-08-26 00:17:00,2.99,14.273,7.454,72.762336,0.973
6246,1598423220,           2020-08-26 06:27:00,           2020-08-26 00:27:00,3,14.204,7.451,72.623368,0.972
6247,1598423820,           2020-08-26 06:37:00,           2020-08-26 00:37:00,3,14.178,7.441,72.484635,0.973
6248,1598424420,           2020-08-26 06:47:00,           2020-08-26 00:47:00,3,14.143,7.421,72.234417,0.972
6249,1598425020,           2020-08-26 06:57:00,           2020-08-26 00:57:00,3,14.108,7.417,72.140128,0.973
6250,1598425620,           2020-08-26 07:07:00,           2020-08-26 01:07:00,3,14.074,7.416,72.076645,0.973
6251,1598426220,           2020-08-26 07:17:00,           2020-08-26 01:17:00,3,14.056,7.397,71.8636,0.973
6252,1598426820,           2020-08-26 07:27:00,           2020-08-26 01:27:00,3,14.013,7.404,71.863748,0.973
6253,1598427420,           2020-08-26 07:37:00,           2020-08-26 01:37:00,3,13.961,7.396,71.704144,0.973
6254,1598428020,           2020-08-26 07:47:00,           2020-08-26 01:47:00,3,13.952,7.387,71.602724,0.973
6255,1598428620,           2020-08-26 07:57:00,           2020-08-26 01:57:00,3,13.9,7.386,71.51121,0.973
6256,1598429220,           2020-08-26 08:07:00,           2020-08-26 02:07:00,3,13.882,7.391,71.531283,0.973
6257,1598429820,           2020-08-26 08:17:00,           2020-08-26 02:17:00,3,13.848,7.38,71.371383,0.973
6258,1598430420,           2020-08-26 08:27:00,           2020-08-26 02:27:00,3,13.821,7.377,71.299956,0.973
6259,1598431020,           2020-08-26 08:37:00,           2020-08-26 02:37:00,3,13.778,7.383,71.290355,0.973
6260,1598431620,           2020-08-26 08:47:00,           2020-08-26 02:47:00,3,13.743,7.393,71.331833,0.974
6261,1598432220,           2020-08-26 08:57:00,           2020-08-26 02:57:00,3,13.708,7.387,71.218914,0.973
6262,1598432820,           2020-08-26 09:07:00,           2020-08-26 03:07:00,3,13.699,7.378,71.118012,0.973
6263,1598433420,           2020-08-26 09:17:00,           2020-08-26 03:17:00,3,13.673,7.385,71.144627,0.973
6264,1598434020,           2020-08-26 09:27:00,           2020-08-26 03:27:00,3,13.638,7.387,71.108885,0.973
6265,1598434620,           2020-08-26 09:37:00,           2020-08-26 03:37:00,3,13.621,7.388,71.091792,0.973
6266,1598435220,           2020-08-26 09:47:00,           2020-08-26 03:47:00,3,13.577,7.389,71.032258,0.973
6267,1598435820,           2020-08-26 09:57:00,           2020-08-26 03:57:00,3,13.569,7.395,71.077355,0.973
6268,1598436420,           2020-08-26 10:07:00,           2020-08-26 04:07:00,3,13.534,7.395,71.022313,0.973
6269,1598437020,           2020-08-26 10:17:00,           2020-08-26 04:17:00,3,13.516,7.394,70.984408,0.973
6270,1598437620,           2020-08-26 10:27:00,           2020-08-26 04:27:00,3,13.481,7.403,71.015722,0.973
6271,1598438220,           2020-08-26 10:37:00,           2020-08-26 04:37:00,2.99,13.464,7.399,70.950611,0.973
6272,1598438820,           2020-08-26 10:47:00,           2020-08-26 04:47:00,2.99,13.429,7.404,70.943475,0.973
6273,1598439420,           2020-08-26 10:57:00,           2020-08-26 04:57:00,2.99,13.403,7.411,70.969596,0.973
6274,1598440020,           2020-08-26 11:07:00,           2020-08-26 05:07:00,2.99,13.368,7.411,70.914478,0.973
6275,1598440620,           2020-08-26 11:17:00,           2020-08-26 05:17:00,2.99,13.333,7.422,70.964543,0.974
6276,1598441220,           2020-08-26 11:27:00,           2020-08-26 05:27:00,2.99,13.298,7.432,71.004901,0.974
6277,1598441820,           2020-08-26 11:37:00,           2020-08-26 05:37:00,2.99,13.271,7.425,70.895443,0.973
6278,1598442420,           2020-08-26 11:47:00,           2020-08-26 05:47:00,3,13.236,7.438,70.964285,0.974
6279,1598443020,           2020-08-26 11:57:00,           2020-08-26 05:57:00,3,13.21,7.436,70.904152,0.973
6280,1598443620,           2020-08-26 12:07:00,           2020-08-26 06:07:00,3,13.175,7.441,70.896537,0.973
6281,1598444220,           2020-08-26 12:17:00,           2020-08-26 06:17:00,3,13.131,7.459,70.998375,0.974
6282,1598444820,           2020-08-26 12:27:00,           2020-08-26 06:27:00,3,13.096,7.453,70.885905,0.973
6283,1598445420,           2020-08-26 12:37:00,           2020-08-26 06:37:00,3,13.07,7.463,70.939842,0.973
6284,1598446020,           2020-08-26 12:47:00,           2020-08-26 06:47:00,3,13.035,7.479,71.036395,0.973
6285,1598446620,           2020-08-26 12:57:00,           2020-08-26 06:57:00,3,12.999,7.501,71.188072,0.973
6286,1598447220,           2020-08-26 13:07:00,           2020-08-26 07:07:00,3,12.982,7.524,71.379225,0.973
6287,1598447820,           2020-08-26 13:17:00,           2020-08-26 07:17:00,3,12.947,7.572,71.778392,0.973
6288,1598448420,           2020-08-26 13:27:00,           2020-08-26 07:27:00,3,12.92,7.622,72.208728,0.973
6289,1598449020,           2020-08-26 13:37:00,           2020-08-26 07:37:00,3,12.903,7.66,72.541121,0.972
6290,1598449620,           2020-08-26 13:47:00,           2020-08-26 07:47:00,3,12.894,7.746,73.340772,0.973
6291,1598450220,           2020-08-26 13:57:00,           2020-08-26 07:57:00,3,12.894,7.844,74.268657,0.973
6292,1598450820,           2020-08-26 14:07:00,           2020-08-26 08:07:00,3,12.885,7.937,75.134057,0.973
6293,1598451420,           2020-08-26 14:17:00,           2020-08-26 08:17:00,3,12.903,8.042,76.158707,0.973
6294,1598452020,           2020-08-26 14:27:00,           2020-08-26 08:27:00,3,12.956,8.142,77.197217,0.973
6295,1598452620,           2020-08-26 14:37:00,           2020-08-26 08:37:00,3,12.999,8.253,78.324912,0.973
6296,1598453220,           2020-08-26 14:47:00,           2020-08-26 08:47:00,3,13.043,8.37,79.51342,0.972
6297,1598453820,           2020-08-26 14:57:00,           2020-08-26 08:57:00,3,13.105,8.503,80.888754,0.972
6298,1598454420,           2020-08-26 15:07:00,           2020-08-26 09:07:00,3,13.166,8.613,82.046692,0.971
6299,1598455020,           2020-08-26 15:17:00,           2020-08-26 09:17:00,2.99,13.245,8.728,83.288566,0.971
6300,1598455620,           2020-08-26 15:27:00,           2020-08-26 09:27:00,2.99,13.324,8.86,84.696864,0.971
6301,1598456220,           2020-08-26 15:37:00,           2020-08-26 09:37:00,2.99,13.438,8.985,86.109451,0.971
6302,1598456820,           2020-08-26 15:47:00,           2020-08-26 09:47:00,3,13.56,9.078,87.236205,0.97
6303,1598457420,           2020-08-26 15:57:00,           2020-08-26 09:57:00,3,13.682,9.216,88.801521,0.97
6304,1598458020,           2020-08-26 16:07:00,           2020-08-26 10:07:00,3,13.795,9.341,90.230639,0.97
6305,1598458620,           2020-08-26 16:17:00,           2020-08-26 10:17:00,3,13.935,9.44,91.468411,0.969
6306,1598459220,           2020-08-26 16:27:00,           2020-08-26 10:27:00,3,14.074,9.539,92.710237,0.969
6307,1598459820,           2020-08-26 16:37:00,           2020-08-26 10:37:00,2.99,14.23,9.641,94.022321,0.968
6308,1598460420,           2020-08-26 16:47:00,           2020-08-26 10:47:00,2.99,14.377,9.741,95.303136,0.968
6309,1598461020,           2020-08-26 16:57:00,           2020-08-26 10:57:00,2.99,14.533,9.829,96.491548,0.968
6310,1598461620,           2020-08-26 17:07:00,           2020-08-26 11:07:00,3,14.714,9.927,97.837616,0.968
6311,1598462220,           2020-08-26 17:17:00,           2020-08-26 11:17:00,3,14.886,10.001,98.934856,0.967
6312,1598462820,           2020-08-26 17:27:00,           2020-08-26 11:27:00,3,15.05,10.071,99.980855,0.967
6313,1598463420,           2020-08-26 17:37:00,           2020-08-26 11:37:00,2.99,15.23,10.155,101.206322,0.966
6314,1598464020,           2020-08-26 17:47:00,           2020-08-26 11:47:00,2.99,15.419,10.224,102.308242,0.967
6315,1598464620,           2020-08-26 17:57:00,           2020-08-26 11:57:00,2.99,15.582,10.284,103.268283,0.966
6316,1598465220,           2020-08-26 18:07:00,           2020-08-26 12:07:00,3,15.762,10.322,104.048779,0.965
6317,1598465820,           2020-08-26 18:17:00,           2020-08-26 12:17:00,3,15.95,10.436,105.619511,0.966
6318,1598466420,           2020-08-26 18:27:00,           2020-08-26 12:27:00,2.99,16.171,10.46,106.359562,0.967
6319,1598467020,           2020-08-26 18:37:00,           2020-08-26 12:37:00,2.99,16.333,10.499,107.12221,0.967
6320,1598467620,           2020-08-26 18:47:00,           2020-08-26 12:47:00,2.99,16.546,10.536,107.98314,0.967
6321,1598468220,           2020-08-26 18:57:00,           2020-08-26 12:57:00,2.99,16.733,10.581,108.870923,0.966
6322,1598468820,           2020-08-26 19:07:00,           2020-08-26 13:07:00,3,16.911,10.622,109.700717,0.965
6323,1598469420,           2020-08-26 19:17:00,           2020-08-26 13:17:00,2.99,17.097,10.632,110.230985,0.966
6324,1598470020,           2020-08-26 19:27:00,           2020-08-26 13:27:00,2.99,17.275,10.687,111.212266,0.967
6325,1598470620,           2020-08-26 19:37:00,           2020-08-26 13:37:00,2.99,17.469,10.721,112.015849,0.966
6326,1598471220,           2020-08-26 19:47:00,           2020-08-26 13:47:00,2.99,17.655,10.738,112.62571,0.966
6327,1598471820,           2020-08-26 19:57:00,           2020-08-26 13:57:00,2.99,17.832,10.756,113.226824,0.967
6328,1598472420,           2020-08-26 20:07:00,           2020-08-26 14:07:00,2.99,18.026,10.763,113.75307,0.968
6329,1598473020,           2020-08-26 20:17:00,           2020-08-26 14:17:00,2.99,18.186,10.76,114.09477,0.967
6330,1598473620,           2020-08-26 20:27:00,           2020-08-26 14:27:00,2.99,18.304,10.714,113.881368,0.968
6331,1598474220,           2020-08-26 20:37:00,           2020-08-26 14:37:00,2.99,18.481,10.686,113.994464,0.967
6332,1598474820,           2020-08-26 20:47:00,           2020-08-26 14:47:00,2.99,18.64,10.701,114.524192,0.968
6333,1598475420,           2020-08-26 20:57:00,           2020-08-26 14:57:00,2.99,18.8,10.708,114.971628,0.968
6334,1598476020,           2020-08-26 21:07:00,           2020-08-26 15:07:00,2.99,18.942,10.695,115.162456,0.968
6335,1598476620,           2020-08-26 21:17:00,           2020-08-26 15:17:00,2.99,19.077,10.682,115.336387,0.968
6336,1598477220,           2020-08-26 21:27:00,           2020-08-26 15:27:00,2.99,19.219,10.672,115.558476,0.969
6337,1598477820,           2020-08-26 21:37:00,           2020-08-26 15:37:00,2.99,19.328,10.65,115.573217,0.968
6338,1598478420,           2020-08-26 21:47:00,           2020-08-26 15:47:00,2.99,19.446,10.635,115.684023,0.969
6339,1598479020,           2020-08-26 21:57:00,           2020-08-26 15:57:00,2.99,19.538,10.619,115.723052,0.969
6340,1598479620,           2020-08-26 22:07:00,           2020-08-26 16:07:00,2.99,19.688,10.569,115.524094,0.968
6341,1598480220,           2020-08-26 22:17:00,           2020-08-26 16:17:00,2.99,19.739,10.548,115.411983,0.97
6342,1598480820,           2020-08-26 22:27:00,           2020-08-26 16:27:00,2.99,19.705,10.455,114.316816,0.97
6343,1598481420,           2020-08-26 22:37:00,           2020-08-26 16:37:00,2.99,19.713,10.407,113.810149,0.971
6344,1598482020,           2020-08-26 22:47:00,           2020-08-26 16:47:00,2.99,19.73,10.306,112.743867,0.971
6345,1598482620,           2020-08-26 22:57:00,           2020-08-26 16:57:00,2.98,19.806,10.29,112.739581,0.97
6346,1598483220,           2020-08-26 23:07:00,           2020-08-26 17:07:00,2.99,19.973,10.265,112.840141,0.97
6347,1598483820,           2020-08-26 23:17:00,           2020-08-26 17:17:00,2.99,20.023,10.214,112.391118,0.97
6348,1598484420,           2020-08-26 23:27:00,           2020-08-26 17:27:00,2.98,19.99,10.085,110.898918,0.971
6349,1598485020,           2020-08-26 23:37:00,           2020-08-26 17:37:00,2.98,19.973,10.026,110.212884,0.971
6350,1598485620,           2020-08-26 23:47:00,           2020-08-26 17:47:00,2.98,20.006,9.903,108.932195,0.971
6351,1598486220,           2020-08-26 23:57:00,           2020-08-26 17:57:00,2.98,19.965,9.741,107.062934,0.97
6352,1598486820,           2020-08-27 00:07:00,           2020-08-26 18:07:00,2.98,19.931,9.605,105.49681,0.972
6353,1598487420,           2020-08-27 00:17:00,           2020-08-26 18:17:00,2.98,19.881,9.419,103.350992,0.971
6354,1598488020,           2020-08-27 00:27:00,           2020-08-26 18:27:00,2.98,19.822,9.234,101.202069,0.971
6355,1598488620,           2020-08-27 00:37:00,           2020-08-26 18:37:00,2.99,19.78,9.085,99.485749,0.972
6356,1598489220,           2020-08-27 00:47:00,           2020-08-26 18:47:00,2.98,19.747,8.924,97.658413,0.971
6357,1598489820,           2020-08-27 00:57:00,           2020-08-26 18:57:00,2.99,19.672,8.779,95.927902,0.972
6358,1598490420,           2020-08-27 01:07:00,           2020-08-26 19:07:00,2.99,19.605,8.625,94.119041,0.971
6359,1598491020,           2020-08-27 01:17:00,           2020-08-26 19:17:00,2.99,19.529,8.466,92.243607,0.971
6360,1598491620,           2020-08-27 01:27:00,           2020-08-26 19:27:00,2.99,19.454,8.338,90.71256,0.972
6361,1598492220,           2020-08-27 01:37:00,           2020-08-26 19:37:00,2.99,19.395,8.195,89.05138,0.972
6362,1598492820,           2020-08-27 01:47:00,           2020-08-26 19:47:00,2.99,19.303,8.04,87.205833,0.971
6363,1598493420,           2020-08-27 01:57:00,           2020-08-26 19:57:00,2.99,19.202,7.912,85.643361,0.971
6364,1598494020,           2020-08-27 02:07:00,           2020-08-26 20:07:00,2.99,19.144,7.807,84.408158,0.972
6365,1598494620,           2020-08-27 02:17:00,           2020-08-26 20:17:00,2.99,19.077,7.691,83.041766,0.972
6366,1598495220,           2020-08-27 02:27:00,           2020-08-26 20:27:00,2.99,19.018,7.587,81.821394,0.972
6367,1598495820,           2020-08-27 02:37:00,           2020-08-26 20:37:00,2.99,18.968,7.49,80.693789,0.972
6368,1598496420,           2020-08-27 02:47:00,           2020-08-26 20:47:00,2.98,18.884,7.391,79.492107,0.971
6369,1598497020,           2020-08-27 02:57:00,           2020-08-26 20:57:00,2.98,18.817,7.313,78.546607,0.972
6370,1598497620,           2020-08-27 03:07:00,           2020-08-26 21:07:00,2.99,18.741,7.224,77.471283,0.971
6371,1598498220,           2020-08-27 03:17:00,           2020-08-26 21:17:00,2.99,18.657,7.155,76.600647,0.972
6372,1598498820,           2020-08-27 03:27:00,           2020-08-26 21:27:00,2.99,18.573,7.091,75.786013,0.972
6373,1598499420,           2020-08-27 03:37:00,           2020-08-26 21:37:00,2.99,18.472,7.038,75.065133,0.971
6374,1598500020,           2020-08-27 03:47:00,           2020-08-26 21:47:00,2.99,18.396,6.979,74.320663,0.971
6375,1598500620,           2020-08-27 03:57:00,           2020-08-26 21:57:00,2.99,18.304,6.941,73.777354,0.971
6376,1598501220,           2020-08-27 04:07:00,           2020-08-26 22:07:00,2.99,18.228,6.912,73.355096,0.972
6377,1598501820,           2020-08-27 04:17:00,           2020-08-26 22:17:00,2.99,18.144,6.875,72.837128,0.972
6378,1598502420,           2020-08-27 04:27:00,           2020-08-26 22:27:00,2.99,18.085,6.826,72.230644,0.972
6379,1598503020,           2020-08-27 04:37:00,           2020-08-26 22:37:00,2.99,18.009,6.79,71.737803,0.972
6380,1598503620,           2020-08-27 04:47:00,           2020-08-26 22:47:00,2.99,17.959,6.756,71.305355,0.972
6381,1598504220,           2020-08-27 04:57:00,           2020-08-26 22:57:00,2.99,17.891,6.721,70.836897,0.971
6382,1598504820,           2020-08-27 05:07:00,           2020-08-26 23:07:00,2.99,17.841,6.702,70.564033,0.972
6383,1598505420,           2020-08-27 05:17:00,           2020-08-26 23:17:00,2.99,17.748,6.676,70.155791,0.972
6384,1598506020,           2020-08-27 05:27:00,           2020-08-26 23:27:00,2.99,17.706,6.656,69.885077,0.972
6385,1598506620,           2020-08-27 05:37:00,           2020-08-26 23:37:00,2.99,17.647,6.634,69.569341,0.971
6386,1598507220,           2020-08-27 05:47:00,           2020-08-26 23:47:00,2.99,17.588,6.627,69.411297,0.972
6387,1598507820,           2020-08-27 05:57:00,           2020-08-26 23:57:00,2.99,17.52,6.622,69.261479,0.972
6388,1598508420,           2020-08-27 06:07:00,           2020-08-27 00:07:00,2.99,17.452,6.601,68.944722,0.972
6389,1598509020,           2020-08-27 06:17:00,           2020-08-27 00:17:00,2.99,17.385,6.596,68.796914,0.972
6390,1598509620,           2020-08-27 06:27:00,           2020-08-27 00:27:00,2.99,17.309,6.584,68.563557,0.972
6391,1598510220,           2020-08-27 06:37:00,           2020-08-27 00:37:00,2.99,17.266,6.579,68.450334,0.972
6392,1598510820,           2020-08-27 06:47:00,           2020-08-27 00:47:00,2.99,17.19,6.578,68.331885,0.972
6393,1598511420,           2020-08-27 06:57:00,           2020-08-27 00:57:00,2.99,17.131,6.565,68.113155,0.972
6394,1598512020,           2020-08-27 07:07:00,           2020-08-27 01:07:00,2.99,17.055,6.578,68.140048,0.972
6395,1598512620,           2020-08-27 07:17:00,           2020-08-27 01:17:00,2.99,16.987,6.577,68.033116,0.972
6396,1598513220,           2020-08-27 07:27:00,           2020-08-27 01:27:00,2.99,16.919,6.58,67.967558,0.972
6397,1598513820,           2020-08-27 07:37:00,           2020-08-27 01:37:00,2.99,16.868,6.583,67.926088,0.972
6398,1598514420,           2020-08-27 07:47:00,           2020-08-27 01:47:00,2.99,16.817,6.576,67.781494,0.972
6399,1598515020,           2020-08-27 07:57:00,           2020-08-27 01:57:00,2.99,16.741,6.581,67.725139,0.972
6400,1598515620,           2020-08-27 08:07:00,           2020-08-27 02:07:00,2.99,16.673,6.59,67.72112,0.972
6401,1598516220,           2020-08-27 08:17:00,           2020-08-27 02:17:00,2.99,16.605,6.591,67.634771,0.972
6402,1598516820,           2020-08-27 08:27:00,           2020-08-27 02:27:00,2.99,16.529,6.598,67.598528,0.973
6403,1598517420,           2020-08-27 08:37:00,           2020-08-27 02:37:00,2.99,16.495,6.598,67.55019,0.972
6404,1598518020,           2020-08-27 08:47:00,           2020-08-27 02:47:00,2.99,16.427,6.61,67.576214,0.972
6405,1598518620,           2020-08-27 08:57:00,           2020-08-27 02:57:00,2.99,16.359,6.625,67.632541,0.972
6406,1598519220,           2020-08-27 09:07:00,           2020-08-27 03:07:00,2.99,16.291,6.635,67.637486,0.972
6407,1598519820,           2020-08-27 09:17:00,           2020-08-27 03:17:00,2.99,16.231,6.636,67.561977,0.972
6408,1598520420,           2020-08-27 09:27:00,           2020-08-27 03:27:00,2.99,16.163,6.65,67.607204,0.972
6409,1598521020,           2020-08-27 09:37:00,           2020-08-27 03:37:00,2.99,16.112,6.66,67.635797,0.973
