site,date,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600.lower,K600.upper,GPP_Rhat,ER_Rhat,K600_Rhat,msgs.fit,warnings,errors,DO_fit
DL,2021-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
DL,2021-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
DL,2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
DL,2021-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
DL,2021-08-03,9.136438309911311,7.761042798514096,10.587142674190549,-8.875527184441431,-10.447088680241231,-7.332383391779359,9.559527663573979,8.05651609802047,11.176223653676,1.0096986594482096,1.0080180661804978,1.0090821515177488,w      ,,,NA
DL,2021-08-04,6.917519858750493,5.647030566061952,8.232439448279889,-5.971282499059809,-7.3316567932901755,-4.618424234769302,8.85855195064965,7.258442524779627,10.565383015798394,1.01037936888599,1.0113876490537284,1.0091389999395113,w      ,,,NA
DL,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
DL,2021-08-06,8.316871406375114,6.64631651379551,9.896569503978379,-7.855263260755342,-9.547991756289518,-6.115672612783577,11.422141641844085,9.078265182076544,13.63445865758311,1.0409366475796924,1.0348199667372509,1.036058815104698,w      ,,,NA
DL,2021-08-07,7.486252079989249,6.392390248457465,8.676114444427533,-6.505697248238667,-7.752093271740025,-5.297022741421586,8.550092866386992,7.170659462391001,10.004921264302146,1.0157116052546014,1.0147486650920632,1.0118683910462494,w      ,,,NA
DL,2021-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
DL,2021-08-09,7.2091042679657695,6.140595882106607,8.35450679744028,-6.243358709744459,-7.448490041076982,-5.0438103096819455,8.536772225306542,7.186284930753844,10.041790767181364,1.0194614750873787,1.016066727479104,1.01232574577076,w      ,,,NA
DL,2021-08-10,7.691025886749782,6.546327394483913,8.877128940573233,-6.263032454477488,-7.517465157682271,-5.037832190749264,8.659319804036517,7.3250033950970765,10.040020673428298,1.0098818055713072,1.0119890267375427,1.0059959511244971,w      ,,,NA
DL,2021-08-11,9.063964593985848,7.697178744850499,10.39737499864424,-7.510190974936863,-8.822870325497389,-6.083653210669849,9.037064776430672,7.655394361870632,10.400538082019224,1.0103078420887641,1.0092207725625566,1.0099024922433957,w      ,,,NA
DL,2021-08-12,9.7235877918812,8.358569262965496,10.996626090461218,-7.52989065291481,-8.850438428063242,-6.183018678182405,8.966541404820966,7.63719691077632,10.242348719543907,1.0418124326005516,1.0294085234348813,1.0350351509455833,w      ,,,NA
DL,2021-08-13,9.494401637989121,8.290355466382872,10.724199396048755,-7.492840045008162,-8.743631431503465,-6.262891784457927,8.667801069786613,7.474804144676994,9.868202460134281,1.0126349112829813,1.0137071998834064,1.0104605607067823,w      ,,,NA
DL,2021-08-14,8.93825108346734,7.765920378814592,10.15237723786411,-7.369208953138644,-8.635697450949793,-6.094648507749877,8.596758357105188,7.377056486416525,9.896411039021785,1.0090659632828416,1.007286319656294,1.007347892261567,w      ,,,NA
DL,2021-08-15,8.430248441331422,7.283747932267459,9.485684498018715,-7.134378161793318,-8.299787924095835,-5.9124320901205945,8.030691189039699,6.925821673105808,9.149327393563137,1.0021101516548625,1.002499008730799,1.001750786938719,w      ,,,NA
DL,2021-08-16,8.13248395608567,7.08186885668842,9.167493676496386,-6.9634277693222835,-8.13506669805599,-5.844192002950886,7.714043146585514,6.611302562823074,8.791736818964534,1.0012049039931854,1.0010620987366472,1.001410291219119,w      ,,,NA
DL,2021-08-17,8.157487206437246,6.866700732141803,9.542818418546432,-9.062884423684464,-10.839757471796704,-7.375777369672306,11.282250986516368,9.38690081264307,13.279308026476867,1.0268237706172214,1.0236995153056276,1.0310294115765153,w      ,,,NA
