date,q.cms,site
2020-08-04,6.71197960917587,DL
2020-08-05,6.457094307561597,DL
2020-08-06,6.683659020107617,DL
2020-08-07,6.853582554517134,DL
2020-08-08,6.5420560747663545,DL
2020-08-09,6.032285471537808,DL
2020-08-10,5.777400169923534,DL
2020-08-11,5.749079580855281,DL
2020-08-12,5.437553101104503,DL
2020-08-13,5.295950155763239,DL
2020-08-14,5.324270744831492,DL
2020-08-15,5.352591333899745,DL
2020-08-16,5.154347210421976,DL
2020-08-17,5.0127442650807135,DL
2020-08-18,4.842820730671198,DL
2020-08-19,4.927782497875955,DL
2020-08-20,5.267629566694987,DL
2020-08-21,5.380911922967997,DL
2020-08-22,5.210988388558482,DL
2020-08-23,5.154347210421976,DL
2020-08-24,5.154347210421976,DL
2020-08-25,5.295950155763239,DL
2020-08-26,5.579156046445766,DL
2020-08-27,5.777400169923534,DL
2020-08-28,5.890682526196544,DL
2020-08-29,5.607476635514018,DL
2020-08-30,5.352591333899745,DL
2020-08-31,5.324270744831492,DL
2020-09-01,5.607476635514018,DL
2020-09-02,5.40923251203625,DL
2020-09-03,5.324270744831492,DL
2020-09-04,5.267629566694987,DL
2020-09-05,5.154347210421976,DL
2020-09-06,4.871141319739451,DL
2020-09-07,5.041064854148966,DL
2020-09-08,5.437553101104503,DL
2020-09-09,5.7207589917870285,DL
2020-09-10,5.890682526196544,DL
2020-09-11,5.7207589917870285,DL
2020-09-12,5.607476635514018,DL
2020-09-13,5.550835457377513,DL
2020-09-14,5.635797224582271,DL
2020-09-15,5.664117813650524,DL
2020-09-16,5.664117813650524,DL
2020-09-17,5.749079580855281,DL
2020-09-18,5.805720758991787,DL
2020-09-19,6.032285471537808,DL
2020-09-20,6.513735485698102,DL
2020-09-21,6.513735485698102,DL
2020-09-22,6.3154913622203335,DL
2020-09-23,6.683659020107617,DL
2020-09-24,6.627017841971113,DL
2020-09-25,6.59869725290286,DL
2020-09-26,6.881903143585387,DL
2020-09-27,7.193429623336165,DL
2020-09-28,7.589917870291702,DL
2020-09-29,7.929764939110733,DL
2020-09-30,8.09968847352025,DL
2020-10-01,8.071367884451996,DL
2020-10-02,8.32625318606627,DL
2020-10-03,8.212970829793258,DL
2020-10-04,8.241291418861511,DL
2020-10-05,8.241291418861511,DL
2020-10-06,8.09968847352025,DL
2020-10-07,8.269612007929764,DL
2020-10-08,8.241291418861511,DL
2020-10-09,8.184650240725006,DL
2020-10-10,8.496176720475786,DL
2020-10-11,9.232512036250354,DL
2020-10-12,9.713962050410649,DL
2020-10-13,9.770603228547154,DL
2020-10-14,10.988388558482015,DL
2020-10-15,12.092891532143868,DL
2020-10-16,12.885868026054942,DL
2020-10-17,13.338997451146984,DL
2020-10-18,13.990370999716793,DL
2020-10-19,14.783347493627867,DL
2020-07-15,16.482582837723022,GR
2020-07-16,14.839988671764372,GR
2020-07-17,14.301897479467572,GR
2020-07-18,14.018691588785046,GR
2020-07-19,13.169073916737467,GR
2020-07-20,12.347776833758141,GR
2020-07-21,11.696403285188332,GR
2020-07-22,11.214953271028037,GR
2020-07-23,11.24327386009629,GR
2020-07-24,11.8946474086661,GR
2020-07-25,11.24327386009629,GR
2020-07-26,10.252053242707447,GR
2020-07-27,9.51571792693288,GR
2020-07-28,8.694420843953553,GR
2020-07-29,8.496176720475786,GR
2020-07-30,8.128009062588502,GR
2020-07-31,7.986406117247238,GR
2020-08-01,7.7315208156329644,GR
2020-08-02,7.533276692155196,GR
2020-08-03,6.995185499858397,GR
2020-08-04,6.4287737184933444,GR
2020-08-05,6.117247238742565,GR
2020-08-06,6.117247238742565,GR
2020-08-07,6.230529595015576,GR
2020-08-08,6.173888416879071,GR
2020-08-09,5.975644293401302,GR
2020-08-10,5.4941942792410075,GR
2020-08-11,5.465873690172756,GR
2020-08-12,5.324270744831492,GR
2020-08-13,5.1260266213537236,GR
2020-08-14,5.182667799490229,GR
2020-08-15,5.182667799490229,GR
2020-08-16,5.041064854148966,GR
2020-08-17,4.956103086944208,GR
2020-08-18,4.814500141602945,GR
2020-08-19,4.842820730671198,GR
2020-08-20,4.984423676012461,GR
2020-08-21,5.097706032285471,GR
2020-08-22,4.984423676012461,GR
2020-08-23,4.927782497875955,GR
2020-08-24,4.927782497875955,GR
2020-08-25,5.041064854148966,GR
2020-08-26,5.295950155763239,GR
2020-08-27,5.607476635514018,GR
2020-08-28,5.7207589917870285,GR
2020-08-29,5.4941942792410075,GR
2020-08-30,5.1260266213537236,GR
2020-08-31,5.069385443217219,GR
2020-09-01,5.352591333899745,GR
2020-09-02,5.210988388558482,GR
2020-09-03,5.041064854148966,GR
2020-09-04,4.956103086944208,GR
2020-09-05,4.8994619088077025,GR
2020-09-06,4.729538374398187,GR
2020-09-07,4.75785896346644,GR
2020-09-08,5.097706032285471,GR
2020-09-09,5.52251486830926,GR
2020-09-10,5.635797224582271,GR
2020-09-11,5.52251486830926,GR
2020-09-12,5.352591333899745,GR
2020-09-13,5.210988388558482,GR
2020-09-14,5.267629566694987,GR
2020-09-15,5.352591333899745,GR
2020-09-16,5.2393089776267345,GR
2020-09-17,5.295950155763239,GR
2020-09-18,5.324270744831492,GR
2020-09-19,5.52251486830926,GR
2020-09-20,5.975644293401302,GR
2020-09-21,5.890682526196544,GR
2020-09-22,5.749079580855281,GR
2020-09-23,5.805720758991787,GR
2020-09-24,5.862361937128292,GR
2020-09-25,5.777400169923534,GR
2020-09-26,6.145567827810818,GR
2020-09-27,6.570376663834607,GR
2020-09-28,6.825261965448881,GR
2020-09-29,7.051826677994902,GR
2020-09-30,7.108467856131407,GR
2020-10-01,7.023506088926649,GR
2020-10-02,7.1367884451996595,GR
2020-10-03,7.080147267063155,GR
2020-10-04,6.966864910790144,GR
2020-10-05,6.995185499858397,GR
2020-10-06,6.853582554517134,GR
2020-10-07,6.938544321721891,GR
2020-10-08,6.995185499858397,GR
2020-10-09,6.938544321721891,GR
2020-10-10,6.995185499858397,GR
2020-10-11,7.080147267063155,GR
2020-10-12,7.391673746813933,GR
2020-10-13,7.533276692155196,GR
2020-10-14,8.184650240725006,GR
2020-10-15,9.119229679977343,GR
2020-10-16,9.912206173888416,GR
2020-10-17,10.39365618804871,GR
2020-10-18,10.988388558482015,GR
2020-10-19,11.58312092891532,GR
2020-07-15,30.3030303030303,GC
2020-07-16,27.952421410365332,GC
2020-07-17,26.621353724157462,GC
2020-07-18,25.885018408382894,GC
2020-07-19,24.66723307844803,GC
2020-07-20,23.421127159444914,GC
2020-07-21,22.373265363919568,GC
2020-07-22,21.438685924667233,GC
2020-07-23,21.636930048145,GC
2020-07-24,21.806853582554517,GC
2020-07-25,20.900594732370433,GC
2020-07-26,19.456244689889548,GC
2020-07-27,18.323421127159445,GC
2020-07-28,17.19059756442934,GC
2020-07-29,16.76578872840555,GC
2020-07-30,16.142735768903993,GC
2020-07-31,15.37807986406117,GC
2020-08-01,14.585103370150097,GC
2020-08-02,14.18861512319456,GC
2020-08-03,13.19739450580572,GC
2020-08-04,12.00792976493911,GC
2020-08-05,11.526479750778815,GC
2020-08-06,11.46983857264231,GC
2020-08-07,11.413197394505804,GC
2020-08-08,10.931747380345511,GC
2020-08-09,10.506938544321722,GC
2020-08-10,10.082129708297932,GC
2020-08-11,10.025488530161427,GC
2020-08-12,9.770603228547154,GC
2020-08-13,9.770603228547154,GC
2020-08-14,9.742282639478901,GC
2020-08-15,9.572359105069385,GC
2020-08-16,9.28915321438686,GC
2020-08-17,8.949306145567828,GC
2020-08-18,8.581138487680542,GC
2020-08-19,8.637779665817048,GC
2020-08-20,8.86434437836307,GC
2020-08-21,8.920985556499575,GC
2020-08-22,8.694420843953553,GC
2020-08-23,8.524497309544039,GC
2020-08-24,8.496176720475786,GC
2020-08-25,9.062588501840837,GC
2020-08-26,9.175870858113848,GC
2020-08-27,9.402435570659868,GC
2020-08-28,9.459076748796374,GC
2020-08-29,9.119229679977343,GC
2020-08-30,8.6661002548853,GC
2020-08-31,8.637779665817048,GC
2020-09-01,8.836023789294817,GC
2020-09-02,8.722741433021806,GC
2020-09-03,8.43953554233928,GC
2020-09-04,8.241291418861511,GC
2020-09-05,8.184650240725006,GC
2020-09-06,8.09968847352025,GC
2020-09-07,8.241291418861511,GC
2020-09-08,8.722741433021806,GC
2020-09-09,9.147550269045595,GC
2020-09-10,9.232512036250354,GC
2020-09-11,9.034267912772584,GC
2020-09-12,8.779382611158312,GC
2020-09-13,8.694420843953553,GC
2020-09-14,8.6661002548853,GC
2020-09-15,8.779382611158312,GC
2020-09-16,8.694420843953553,GC
2020-09-17,8.751062022090059,GC
2020-09-18,8.836023789294817,GC
2020-09-19,9.119229679977343,GC
2020-09-20,9.657320872274143,GC
2020-09-21,9.770603228547154,GC
2020-09-22,9.713962050410649,GC
2020-09-23,9.85556499575191,GC
2020-09-24,9.940526762956669,GC
2020-09-25,9.940526762956669,GC
2020-09-26,10.337015009912205,GC
2020-09-27,10.8184650240725,GC
2020-09-28,10.875106202209006,GC
2020-09-29,11.04502973661852,GC
2020-09-30,11.101670914755026,GC
2020-10-01,11.016709147550268,GC
2020-10-02,11.04502973661852,GC
2020-10-03,11.073350325686773,GC
2020-10-04,10.931747380345511,GC
2020-10-05,10.960067969413764,GC
2020-10-06,10.875106202209006,GC
2020-10-07,10.903426791277258,GC
2020-10-08,10.960067969413764,GC
2020-10-09,10.931747380345511,GC
2020-10-10,11.129991503823279,GC
2020-10-11,11.384876805437552,GC
2020-10-12,11.696403285188332,GC
2020-10-13,12.036250354007363,GC
2020-10-14,12.687623902577172,GC
2020-10-15,13.905409232512035,GC
2020-10-16,14.953271028037383,GC
2020-10-17,16.7941093174738,GC
2020-10-18,17.162276975361085,GC
2020-10-19,18.210138770886434,GC
2020-07-15,42.480883602378924,BM
2020-07-16,39.93203058623619,BM
2020-07-17,37.09997167941093,BM
2020-07-18,35.117530444633246,BM
2020-07-19,33.135089209855565,BM
2020-07-20,31.435853865760407,BM
2020-07-21,29.170206740300195,BM
2020-07-22,28.603794958935143,BM
2020-07-23,29.170206740300195,BM
2020-07-24,30.3030303030303,BM
2020-07-25,29.170206740300195,BM
2020-07-26,27.555933163409797,BM
2020-07-27,25.96998017558765,BM
2020-07-28,24.610591900311526,BM
2020-07-29,23.47776833758142,BM
2020-07-30,22.854715378079863,BM
2020-07-31,21.75021240441801,BM
2020-08-01,20.730671197960916,BM
2020-08-02,20.050977060322854,BM
2020-08-03,19.003115264797508,BM
2020-08-04,17.247238742565845,BM
2020-08-05,15.80288870008496,BM
2020-08-06,15.632965165675445,BM
2020-08-07,15.859529878221466,BM
2020-08-08,15.293118096856414,BM
2020-08-09,14.471821013877088,BM
2020-08-10,14.18861512319456,BM
2020-08-11,13.877088643443782,BM
2020-08-12,13.678844519966015,BM
2020-08-13,13.338997451146984,BM
2020-08-14,13.254035683942226,BM
2020-08-15,12.687623902577172,BM
2020-08-16,12.376097422826394,BM
2020-08-17,12.149532710280374,BM
2020-08-18,11.639762107051826,BM
2020-08-19,11.724723874256584,BM
2020-08-20,12.064570943075616,BM
2020-08-21,12.4327386009629,BM
2020-08-22,12.461059190031152,BM
2020-08-23,12.262815066553383,BM
2020-08-24,12.4327386009629,BM
2020-08-25,13.508920985556498,BM
2020-08-26,14.500141602945341,BM
2020-08-27,14.698385726423108,BM
2020-08-28,14.981591617105634,BM
2020-08-29,14.61342395921835,BM
2020-08-30,13.763806287170773,BM
2020-08-31,13.593882752761257,BM
2020-09-01,14.443500424808835,BM
2020-09-02,14.471821013877088,BM
2020-09-03,13.96205041064854,BM
2020-09-04,13.395638629283487,BM
2020-09-05,13.452279807419993,BM
2020-09-06,13.310676862078731,BM
2020-09-07,13.480600396488246,BM
2020-09-08,14.641744548286603,BM
2020-09-09,15.03823279524214,BM
2020-09-10,15.066553384310392,BM
2020-09-11,14.896629849900878,BM
2020-09-12,14.330218068535824,BM
2020-09-13,13.84876805437553,BM
2020-09-14,14.018691588785046,BM
2020-09-15,14.16029453412631,BM
2020-09-16,14.358538657604077,BM
2020-09-17,14.216935712262813,BM
2020-09-18,14.528462192013594,BM
2020-09-19,15.009912206173887,BM
2020-09-20,16.709147550269044,BM
2020-09-21,16.539224015859528,BM
2020-09-22,16.029453412630982,BM
2020-09-23,15.944491645426224,BM
2020-09-24,16.34097989238176,BM
2020-09-25,17.133956386292834,BM
2020-09-26,18.549985839705464,BM
2020-09-27,19.427924100821297,BM
2020-09-28,19.71112999150382,BM
2020-09-29,19.71112999150382,BM
2020-09-30,20.079297649391105,BM
2020-10-01,20.079297649391105,BM
2020-10-02,19.937694704049843,BM
2020-10-03,19.99433588218635,BM
2020-10-04,19.56952704616256,BM
2020-10-05,19.25800056641178,BM
2020-10-06,18.918153497592748,BM
2020-10-07,18.776550552251486,BM
2020-10-08,18.918153497592748,BM
2020-10-09,18.804871141319737,BM
2020-10-10,18.889832908524497,BM
2020-10-11,19.37128292268479,BM
2020-10-12,19.59784763523081,BM
2020-10-13,20.164259416595865,BM
2020-10-14,21.240441801189462,BM
2020-10-15,22.51486830926083,BM
2020-10-16,23.36448598130841,BM
2020-10-17,26.989521382044746,BM
2020-10-18,28.263947890116114,BM
2020-10-19,28.88700084961767,BM
2020-07-15,42.480883602378924,BN
2020-07-16,39.93203058623619,BN
2020-07-17,37.09997167941093,BN
2020-07-18,35.117530444633246,BN
2020-07-19,33.135089209855565,BN
2020-07-20,31.435853865760407,BN
2020-07-21,29.170206740300195,BN
2020-07-22,28.603794958935143,BN
2020-07-23,29.170206740300195,BN
2020-07-24,30.3030303030303,BN
2020-07-25,29.170206740300195,BN
2020-07-26,27.555933163409797,BN
2020-07-27,25.96998017558765,BN
2020-07-28,24.610591900311526,BN
2020-07-29,23.47776833758142,BN
2020-07-30,22.854715378079863,BN
2020-07-31,21.75021240441801,BN
2020-08-01,20.730671197960916,BN
2020-08-02,20.050977060322854,BN
2020-08-03,19.003115264797508,BN
2020-08-04,17.247238742565845,BN
2020-08-05,15.80288870008496,BN
2020-08-06,15.632965165675445,BN
2020-08-07,15.859529878221466,BN
2020-08-08,15.293118096856414,BN
2020-08-09,14.471821013877088,BN
2020-08-10,14.18861512319456,BN
2020-08-11,13.877088643443782,BN
2020-08-12,13.678844519966015,BN
2020-08-13,13.338997451146984,BN
2020-08-14,13.254035683942226,BN
2020-08-15,12.687623902577172,BN
2020-08-16,12.376097422826394,BN
2020-08-17,12.149532710280374,BN
2020-08-18,11.639762107051826,BN
2020-08-19,11.724723874256584,BN
2020-08-20,12.064570943075616,BN
2020-08-21,12.4327386009629,BN
2020-08-22,12.461059190031152,BN
2020-08-23,12.262815066553383,BN
2020-08-24,12.4327386009629,BN
2020-08-25,13.508920985556498,BN
2020-08-26,14.500141602945341,BN
2020-08-27,14.698385726423108,BN
2020-08-28,14.981591617105634,BN
2020-08-29,14.61342395921835,BN
2020-08-30,13.763806287170773,BN
2020-08-31,13.593882752761257,BN
2020-09-01,14.443500424808835,BN
2020-09-02,14.471821013877088,BN
2020-09-03,13.96205041064854,BN
2020-09-04,13.395638629283487,BN
2020-09-05,13.452279807419993,BN
2020-09-06,13.310676862078731,BN
2020-09-07,13.480600396488246,BN
2020-09-08,14.641744548286603,BN
2020-09-09,15.03823279524214,BN
2020-09-10,15.066553384310392,BN
2020-09-11,14.896629849900878,BN
2020-09-12,14.330218068535824,BN
2020-09-13,13.84876805437553,BN
2020-09-14,14.018691588785046,BN
2020-09-15,14.16029453412631,BN
2020-09-16,14.358538657604077,BN
2020-09-17,14.216935712262813,BN
2020-09-18,14.528462192013594,BN
2020-09-19,15.009912206173887,BN
2020-09-20,16.709147550269044,BN
2020-09-21,16.539224015859528,BN
2020-09-22,16.029453412630982,BN
2020-09-23,15.944491645426224,BN
2020-09-24,16.34097989238176,BN
2020-09-25,17.133956386292834,BN
2020-09-26,18.549985839705464,BN
2020-09-27,19.427924100821297,BN
2020-09-28,19.71112999150382,BN
2020-09-29,19.71112999150382,BN
2020-09-30,20.079297649391105,BN
2020-10-01,20.079297649391105,BN
2020-10-02,19.937694704049843,BN
2020-10-03,19.99433588218635,BN
2020-10-04,19.56952704616256,BN
2020-10-05,19.25800056641178,BN
2020-10-06,18.918153497592748,BN
2020-10-07,18.776550552251486,BN
2020-10-08,18.918153497592748,BN
2020-10-09,18.804871141319737,BN
2020-10-10,18.889832908524497,BN
2020-10-11,19.37128292268479,BN
2020-10-12,19.59784763523081,BN
2020-10-13,20.164259416595865,BN
2020-10-14,21.240441801189462,BN
2020-10-15,22.51486830926083,BN
2020-10-16,23.36448598130841,BN
2020-10-17,26.989521382044746,BN
2020-10-18,28.263947890116114,BN
2020-10-19,28.88700084961767,BN
