solar.time,DO.obs,DO.sat,depth,discharge,temp.water,light
2020-08-07T12:18:16Z,6.959,6.682274690937141,0.557696850934551,6.230529595015576,27.154,2012.774631488309
2020-08-07T12:33:16Z,10.154,7.8211657566659705,0.557696850934551,6.230529595015576,19.002,2003.8602708479646
2020-08-07T12:48:16Z,10.275,7.884786490229589,0.557696850934551,6.230529595015576,18.607,1988.4204578737083
2020-08-07T13:03:16Z,10.253,7.864394281135157,0.557696850934551,6.230529595015576,18.733,1966.5213184168417
2020-08-07T13:18:16Z,10.258,7.8428083078138515,0.557696850934551,6.230529595015576,18.867,1938.2566430897068
2020-08-07T13:33:16Z,10.203,7.819671455010382,0.557696850934551,6.230529595015576,19.002,1903.7474855372795
2020-08-07T13:48:16Z,10.191,7.797126426398155,0.557696850934551,6.230529595015576,19.136,1863.1416440491125
2020-08-07T14:03:16Z,10.203,7.781243161365854,0.557696850934551,6.230529595015576,19.236,1816.6130284931146
2020-08-07T14:18:16Z,10.132,7.772118138360852,0.557696850934551,6.230529595015576,19.303,1764.3609155745226
2020-08-07T14:33:16Z,10.103,7.760013856919672,0.557696850934551,6.230529595015576,19.387,1706.609095281615
2020-08-07T14:48:16Z,10.043,7.745524396824461,0.557696850934551,6.230529595015576,19.479,1643.6049124735
2020-08-07T15:03:16Z,10.035,7.736257067196985,0.557696850934551,6.230529595015576,19.538,1575.618207523316
2020-08-07T15:18:16Z,9.946,7.725756581595658,0.557696850934551,6.230529595015576,19.605,1502.9401606470153
2020-08-07T15:33:16Z,9.87,7.728195393691999,0.557696850934551,6.230529595015576,19.58,1425.8820447352484
2020-08-07T15:48:16Z,9.872,7.723119672626482,0.557696850934551,6.230529595015576,19.605,1344.7738923458917
2020-08-07T16:03:16Z,9.728,7.720460155512569,0.557696850934551,6.230529595015576,19.622,1259.9630820720797
2020-08-07T16:18:16Z,9.668,7.716552001075823,0.557696850934551,6.230529595015576,19.647,1171.8128508369682
2020-08-07T16:33:16Z,9.581,7.727255996807343,0.557696850934551,6.230529595015576,19.588,1080.700738168917
2020-08-07T16:48:16Z,9.474,7.732114531515834,0.557696850934551,6.230529595015576,19.555,987.0169692617591
2020-08-07T17:03:16Z,9.361,7.742944315824437,0.557696850934551,6.230529595015576,19.488,891.1627836050033
2020-08-07T17:18:16Z,9.23,7.747978896546166,0.557696850934551,6.230529595015576,19.454,793.5487165844547
2020-08-07T17:33:16Z,9.105,7.762791002984972,0.557696850934551,6.230529595015576,19.362,694.5928411999776
2020-08-07T17:48:16Z,8.925,7.78247109830934,0.557696850934551,6.230529595015576,19.245,594.7189774158463
2020-08-07T18:03:16Z,8.717,7.8037674245645485,0.557696850934551,6.230529595015576,19.111,494.35487705425146
2020-08-07T18:18:16Z,8.49,7.8278877993546585,0.557696850934551,6.230529595015576,18.96,393.93039174352384
2020-08-07T18:33:16Z,8.241,7.851056895312758,0.557696850934551,6.230529595015576,18.825,293.87563192327644
2020-08-07T18:48:16Z,7.998,7.876613922455692,0.557696850934551,6.230529595015576,18.674,194.6191246605138
2020-08-07T19:03:16Z,7.742,7.890231581274236,0.557696850934551,6.230529595015576,18.59,96.58597827502541
2020-08-07T19:18:16Z,7.527,7.90392763475747,0.557696850934551,6.230529595015576,18.515,0.19606181164750486
2020-08-07T19:33:16Z,7.354,7.923099624492885,0.557696850934551,6.230529595015576,18.414,0
2020-08-07T19:48:16Z,7.186,7.93824098584628,0.557696850934551,6.230529595015576,18.338,0
2020-08-07T20:03:16Z,7.065,7.954711804419529,0.557696850934551,6.230529595015576,18.245,0
2020-08-07T20:18:16Z,6.993,7.975517821682892,0.557696850934551,6.230529595015576,18.128,0
2020-08-07T20:33:16Z,6.938,7.992115543066684,0.557696850934551,6.230529595015576,18.035,0
2020-08-07T20:48:16Z,6.895,8.011729239283255,0.557696850934551,6.230529595015576,17.917,0
2020-08-07T21:03:16Z,6.878,8.031610650208693,0.557696850934551,6.230529595015576,17.807,0
2020-08-07T21:18:16Z,6.846,8.049564885759622,0.557696850934551,6.230529595015576,17.698,0
2020-08-07T21:33:16Z,6.811,8.058272770149967,0.557696850934551,6.230529595015576,17.639,0
2020-08-07T21:48:16Z,6.813,8.086975413408727,0.557696850934551,6.230529595015576,17.478,0
2020-08-07T22:03:16Z,6.818,8.11110623505728,0.557696850934551,6.230529595015576,17.343,0
2020-08-07T22:18:16Z,6.796,8.131399647022825,0.557696850934551,6.230529595015576,17.233,0
2020-08-07T22:33:16Z,6.806,8.15867269602388,0.557696850934551,6.230529595015576,17.081,0
2020-08-07T22:48:16Z,6.799,8.17917060243026,0.557696850934551,6.230529595015576,16.962,0
2020-08-07T23:03:16Z,6.812,8.20269485046976,0.557696850934551,6.230529595015576,16.835,0
2020-08-07T23:18:16Z,6.802,8.218697617441103,0.557696850934551,6.230529595015576,16.75,0
2020-08-07T23:33:16Z,6.833,8.24085412098337,0.557696850934551,6.230529595015576,16.623,0
2020-08-07T23:48:16Z,6.829,8.258725141744256,0.557696850934551,6.230529595015576,16.521,0
2020-08-08T00:03:16Z,6.844,8.27966081005864,0.5559170917700076,6.173888416879071,16.402,0
2020-08-08T00:18:16Z,6.858,8.296264184490303,0.5559170917700076,6.173888416879071,16.308,0
2020-08-08T00:33:16Z,6.88,8.317367347095587,0.5559170917700076,6.173888416879071,16.189,0
2020-08-08T00:48:16Z,6.888,8.34177954341352,0.5559170917700076,6.173888416879071,16.052,0
2020-08-08T01:03:16Z,6.907,8.361471782443532,0.5559170917700076,6.173888416879071,15.942,0
