unix,UTC,MST,battery,water.temp,DO.obs,DO.sat,             Q
                1623707340,           2021-06-14 21:49:00,           2021-06-14 15:49:00,      3.010000,     24.918000,          6.776000,                    81.901511,      1.002000
                1623708240,           2021-06-14 22:04:00,           2021-06-14 16:04:00,      3.010000,     24.867000,          6.803000,                    82.150513,      1.002000
                1623709140,           2021-06-14 22:19:00,           2021-06-14 16:19:00,      3.010000,     20.117000,          6.843000,                    75.457539,      0.998000
                1623710040,           2021-06-14 22:34:00,           2021-06-14 16:34:00,      3.010000,     17.316000,          7.488000,                    78.008470,      1.003000
                1623710940,           2021-06-14 22:49:00,           2021-06-14 16:49:00,      3.010000,     17.603000,          7.557000,                    79.196602,      1.003000
                1623711840,           2021-06-14 23:04:00,           2021-06-14 17:04:00,      3.020000,     18.110000,          7.584000,                    80.312920,      1.003000
                1623712740,           2021-06-14 23:19:00,           2021-06-14 17:19:00,      3.010000,     18.329000,          7.556000,                    80.375577,      1.003000
                1623713640,           2021-06-14 23:34:00,           2021-06-14 17:34:00,      3.010000,     18.548000,          7.520000,                    80.350409,      1.003000
                1623714540,           2021-06-14 23:49:00,           2021-06-14 17:49:00,      3.010000,     18.775000,          7.495000,                    80.453229,      1.003000
                1623715440,           2021-06-15 00:04:00,           2021-06-14 18:04:00,      3.010000,     18.985000,          7.444000,                    80.245987,      1.002000
                1623716340,           2021-06-15 00:19:00,           2021-06-14 18:19:00,      3.010000,     19.178000,          7.425000,                    80.353285,      1.003000
                1623717240,           2021-06-15 00:34:00,           2021-06-14 18:34:00,      3.010000,     19.296000,          7.413000,                    80.414059,      1.003000
                1623718140,           2021-06-15 00:49:00,           2021-06-14 18:49:00,      3.010000,     19.438000,          7.389000,                    80.382500,      1.003000
                1623719040,           2021-06-15 01:04:00,           2021-06-14 19:04:00,      3.010000,     19.598000,          7.361000,                    80.334862,      1.002000
                1623719940,           2021-06-15 01:19:00,           2021-06-14 19:19:00,      3.010000,     19.757000,          7.343000,                    80.393312,      1.003000
                1623720840,           2021-06-15 01:34:00,           2021-06-14 19:34:00,      3.010000,     19.866000,          7.326000,                    80.381618,      1.003000
                1623721740,           2021-06-15 01:49:00,           2021-06-14 19:49:00,      3.010000,     20.025000,          7.305000,                    80.405047,      1.003000
                1623722640,           2021-06-15 02:04:00,           2021-06-14 20:04:00,      3.010000,     20.075000,          7.304000,                    80.473888,      1.003000
                1623723540,           2021-06-15 02:19:00,           2021-06-14 20:19:00,      3.010000,     20.242000,          7.270000,                    80.364844,      1.002000
                1623724440,           2021-06-15 02:34:00,           2021-06-14 20:34:00,      3.010000,     20.301000,          7.272000,                    80.480841,      1.003000
                1623725340,           2021-06-15 02:49:00,           2021-06-14 20:49:00,      3.010000,     20.443000,          7.252000,                    80.484934,      1.003000
                1623726240,           2021-06-15 03:04:00,           2021-06-14 21:04:00,      3.010000,     20.502000,          7.235000,                    80.389747,      1.002000
                1623727140,           2021-06-15 03:19:00,           2021-06-14 21:19:00,      3.010000,     20.661000,          7.208000,                    80.340845,      1.002000
                1623728040,           2021-06-15 03:34:00,           2021-06-14 21:34:00,      3.010000,     20.727000,          7.201000,                    80.366998,      1.003000
                1623728940,           2021-06-15 03:49:00,           2021-06-14 21:49:00,      3.010000,     20.786000,          7.204000,                    80.493668,      1.003000
                1623729840,           2021-06-15 04:04:00,           2021-06-14 22:04:00,      3.010000,     20.878000,          7.187000,                    80.448729,      1.003000
                1623730740,           2021-06-15 04:19:00,           2021-06-14 22:19:00,      3.010000,     20.953000,          7.173000,                    80.410042,      1.002000
                1623731640,           2021-06-15 04:34:00,           2021-06-14 22:34:00,      3.010000,     21.020000,          7.171000,                    80.493056,      1.003000
                1623732540,           2021-06-15 04:49:00,           2021-06-14 22:49:00,      3.010000,     21.104000,          7.149000,                    80.377931,      1.002000
                1623733440,           2021-06-15 05:04:00,           2021-06-14 23:04:00,      3.010000,     21.170000,          7.148000,                    80.470277,      1.003000
                1623734340,           2021-06-15 05:19:00,           2021-06-14 23:19:00,      3.010000,     21.179000,          7.140000,                    80.394327,      1.002000
                1623735240,           2021-06-15 05:34:00,           2021-06-14 23:34:00,      3.010000,     21.221000,          7.141000,                    80.471459,      1.003000
