unix,UTC,MST,battery,water.temp,DO.obs,DO.sat,             Q
                1623708240,           2021-06-14 22:04:00,           2021-06-14 16:04:00,      3.350000,     24.727000,          7.067000,85.118004,      0.982000
                1623709140,           2021-06-14 22:19:00,           2021-06-14 16:19:00,      3.360000,     18.926000,          7.445000,80.161144,      0.968000
                1623710040,           2021-06-14 22:34:00,           2021-06-14 16:34:00,      3.360000,     17.360000,          7.974000,                    83.147401,      0.980000
                1623710940,           2021-06-14 22:49:00,           2021-06-14 16:49:00,      3.360000,     17.554000,          8.037000,                    84.141698,      0.982000
                1623711840,           2021-06-14 23:04:00,           2021-06-14 17:04:00,      3.360000,     18.128000,          8.065000,                    85.438103,      0.985000
                1623712740,           2021-06-14 23:19:00,           2021-06-14 17:19:00,      3.360000,     18.346000,          7.997000,                    85.096157,      0.981000
                1623713640,           2021-06-14 23:34:00,           2021-06-14 17:34:00,      3.360000,     18.565000,          7.971000,                    85.198749,      0.982000
                1623714540,           2021-06-14 23:49:00,           2021-06-14 17:49:00,      3.360000,     18.733000,          7.960000,                    85.371936,      0.982000
                1623715440,           2021-06-15 00:04:00,           2021-06-14 18:04:00,      3.360000,     18.976000,          7.931000,                    85.480285,      0.984000
                1623716340,           2021-06-15 00:19:00,           2021-06-14 18:19:00,      3.370000,     19.136000,          7.873000,                    85.129496,      0.981000
                1623717240,           2021-06-15 00:34:00,           2021-06-14 18:34:00,      3.360000,     19.295000,          7.868000,                    85.348051,      0.983000
                1623718140,           2021-06-15 00:49:00,           2021-06-14 18:49:00,      3.360000,     19.446000,          7.846000,                    85.367744,      0.982000
                1623719040,           2021-06-15 01:04:00,           2021-06-14 19:04:00,      3.370000,     19.580000,          7.820000,                    85.313475,      0.982000
                1623719940,           2021-06-15 01:19:00,           2021-06-14 19:19:00,      3.370000,     19.730000,          7.791000,                    85.252210,      0.982000
                1623720840,           2021-06-15 01:34:00,           2021-06-14 19:34:00,      3.360000,     19.847000,          7.783000,                    85.363561,      0.983000
                1623721740,           2021-06-15 01:49:00,           2021-06-14 19:49:00,      3.370000,     19.981000,          7.771000,                    85.459496,      0.983000
                1623722640,           2021-06-15 02:04:00,           2021-06-14 20:04:00,      3.370000,     20.132000,          7.732000,                    85.285879,      0.983000
                1623723540,           2021-06-15 02:19:00,           2021-06-14 20:19:00,      3.370000,     20.224000,          7.738000,                    85.507787,      0.983000
                1623724440,           2021-06-15 02:34:00,           2021-06-14 20:34:00,      3.370000,     20.332000,          7.707000,                    85.347375,      0.983000
                1623725340,           2021-06-15 02:49:00,           2021-06-14 20:49:00,      3.370000,     20.441000,          7.701000,                    85.464702,      0.984000
                1623726240,           2021-06-15 03:04:00,           2021-06-14 21:04:00,      3.370000,     20.541000,          7.669000,                    85.277535,      0.983000
                1623727140,           2021-06-15 03:19:00,           2021-06-14 21:19:00,      3.370000,     20.616000,          7.675000,                    85.470370,      0.984000
                1623728040,           2021-06-15 03:34:00,           2021-06-14 21:34:00,      3.370000,     20.708000,          7.641000,                    85.245807,      0.983000
                1623728940,           2021-06-15 03:49:00,           2021-06-14 21:49:00,      3.370000,     20.792000,          7.634000,                    85.308303,      0.983000
                1623729840,           2021-06-15 04:04:00,           2021-06-14 22:04:00,      3.370000,     20.859000,          7.629000,                    85.364527,      0.982000
                1623730740,           2021-06-15 04:19:00,           2021-06-14 22:19:00,      3.370000,     20.942000,          7.634000,                    85.559473,      0.984000
                1623731640,           2021-06-15 04:34:00,           2021-06-14 22:34:00,      3.370000,     20.984000,          7.608000,                    85.338188,      0.983000
                1623732540,           2021-06-15 04:49:00,           2021-06-14 22:49:00,      3.370000,     21.051000,          7.588000,                    85.225429,      0.982000
