site,date,DO.obs,DO.sat,depth,discharge,temp.water,light
DL,2021-10-18,9.512974537037037,10.017015805813324,0.6423058221118161,6.202209005947323,7.708115740740741,365.9246017259718
DL,2021-10-19,9.836287037037037,10.19398750554202,0.6392124590872899,6.117247238742565,7.3311875,360.7609941309452
DL,2021-10-20,9.734925925925927,10.236794027639528,0.6453717626242413,6.287170773152081,7.106965277777777,355.62648455440456
DL,2021-10-21,9.62900925925926,10.142052037654434,0.6463877547565992,6.3154913622203335,7.579164351851852,350.52321637809587
DL,2021-10-22,9.52687962962963,10.0398230019448,0.650422368386018,6.428773718493344,7.561108796296296,345.50273603479013
DL,2021-10-23,9.183638888888888,9.867891056187576,0.6524223605830856,6.485414896629849,8.129111111111111,340.5465039857385
DL,2021-10-24,9.6825625,10.253554480332408,0.6494180752210494,6.400453129425092,6.475173611111111,335.6265272730286
DL,2021-10-25,9.160780092592592,10.151121740469339,0.6544110310881612,6.5420560747663545,6.771402777777777,330.7946697596348
DL,2021-10-26,9.78442361111111,10.31252348765873,0.6583550485165872,6.6553384310393655,6.454692129629629,326.0207143127701
DL,2021-10-27,9.9078263888888891,10.477961879328825,0.6583550485165872,6.6553384310393655,6.1534814814814816,321.28891793351465
DL,2021-10-28,9.823884259259259,10.356807343867034,0.6583550485165872,6.6553384310393655,6.779474537037037,316.6386797135237
DL,2021-10-29,9.531761574074075,10.013347065980861,0.6699314281355415,6.995185499858397,7.822856481481481,312.0675045184203
DL,2021-10-30,9.906814814814815,10.4226036087757,0.6689808807276947,6.966864910790144,6.539300925925926,307.5428480203108
DL,2021-10-31,10.36375462962963,10.970328628116334,0.6746470221104784,7.1367884451996595,4.588131944444444,303.06658114724354
DL,2021-11-01,10.645018518518519,11.253906539852766,0.6680278183805467,6.938544321721891,3.596261574074074,298.70210541553695
DL,2021-11-02,10.489296296296295,11.205041567736695,0.6661140808441913,6.881903143585387,3.8206203703703703,294.3944354640173
DL,2021-11-03,10.507787037037037,11.060314132193662,0.6670722241341692,6.910223732653638,4.319458333333333,290.14027451187184
DL,2021-11-04,9.936175925925927,10.523224714420419,0.6783758930442535,7.2500708014726705,5.7872407407407405,285.9891410102354
DL,2021-11-05,9.910569444444445,10.390087601524732,0.6746470221104784,7.1367884451996595,6.371604166666667,281.9075402678579
DL,2021-11-06,10.064087962962963,10.59890329730908,0.6699314281355415,6.995185499858397,5.497252314814815,277.88296856212673
DL,2021-11-07,10.355511574074074,11.014005787684438,0.6708794773822946,7.023506088926649,4.254787037037037,273.92504794795286
DL,2021-11-08,10.883861111111111,11.561621872416213,0.6689808807276947,6.966864910790144,2.5499976851851853,270.08397350923383
DL,2021-11-09,10.870331018518518,11.67593559707678,0.6651533711790246,6.853582554517134,1.867763888888889,266.3042431826147
DL,2021-11-10,10.936127314814815,11.629640465735662,0.6737088012679959,7.108467856131407,2.3332662037037037,262.58736633657713
DL,2021-11-11,11.157131944444444,12.031440064192536,0.6661140808441913,6.881903143585387,1.223800925925926,258.93481911961334
DL,2021-11-12,10.817342592592592,11.334300587015122,0.6718250450671113,7.051826677994902,3.351074074074074,255.3938313351191
DL,2021-11-13,10.13342361111111,10.7418431294915,0.6848113196292612,7.448314924950439,5.3285625,251.9221366794806
DL,2021-11-14,9.921159722222223,10.489306529400897,0.6820670822771955,7.36335315774568,5.996888888888889,248.5307487353557
DL,2021-11-15,9.3934043715847,10.535208111283355,0.6765162288254021,7.193429623336165,5.797273224043716,145.09549049684657
GC,2020-07-13,8.682272727272727,8.093188248090854,0.7949234338481569,33.98470688190314,17.269242424242425,722.5833179128867
GC,2020-07-14,8.579902777777777,8.345782290567152,0.7783757890969624,32.002265647125455,16.040743055555556,829.3564007926253
GC,2020-07-15,8.567798611111112,8.255384533613505,0.7636532176176448,30.3030303030303,16.55038888888889,827.1600872450758
GC,2020-07-16,8.391946895424837,7.998201374185647,0.7423741947725279,27.952421410365332,17.940661507936507,824.8643621796251
GC,2020-07-17,8.107290277777778,8.054793741282966,0.7298046270997369,26.621353724157466,17.453930555555555,822.4691907189889
GC,2020-07-18,8.476156944444444,8.12459489534859,0.7226750019428161,25.885018408382894,17.340027083333332,820.0046296979842
GC,2020-07-19,8.353855555555555,8.012800961864846,0.7105885709302153,24.66723307844803,17.985229166666667,817.4521927661483
GC,2020-07-20,8.184670138888889,7.877917737899946,0.6978125761268017,23.42112715944491,18.80806736111111,814.8012626810824
GC,2020-07-21,8.038902777777778,7.754091847060445,0.6867226087023082,22.373265363919568,19.3885875,812.0518228138498
GC,2020-07-22,7.752179997723133,7.741189691696557,0.6765430260659407,21.438685924667233,19.38528101851852,809.2038692582386
GC,2020-07-23,7.747991666666667,7.879266917658382,0.6787260831921145,21.636930048145,18.437425,806.2794640120019
GC,2020-07-24,7.935275,7.905497566202197,0.6805869503004153,21.806853582554517,18.30372361111111,803.27887999309
GC,2020-07-25,8.125729166666666,7.9535722285455295,0.6705506540030803,20.900594732370433,18.279822222222222,800.181566215009
GC,2020-07-26,8.208686111111112,8.038042774342976,0.6539532790523749,19.456244689889548,18.02498888888889,796.9875749934818
GC,2020-07-27,7.994495833333334,7.844999515700206,0.6403661428333066,18.323421127159445,19.035033333333335,793.7168049069909
GC,2020-07-28,7.636447222222222,7.687344003500461,0.6262214012818376,17.19059756442934,19.802443055555557,790.3790590212146
GC,2020-07-29,7.696473611111111,7.913903992690394,0.6207610529809644,16.76578872840555,18.57491388888889,786.9457039380385
GC,2020-07-30,8.047248611111112,7.915638176054002,0.6125874049270702,16.142735768903993,18.801123611111112,783.4168527166489
GC,2020-07-31,7.682530555555555,7.690683410836568,0.6022707950587386,15.37807986406117,20.084406944444446,779.792642449857
GC,2020-08-01,7.608152777777778,7.727131014091492,0.5912135702460146,14.585103370150096,19.748008333333335,776.1280619819604
GC,2020-08-02,7.6071252747252744,7.739074247827121,0.5855379768854734,14.18861512319456,19.63792638888889,772.3724172749562
GC,2020-08-03,8.28194025974026,7.701589042981918,0.5708827686959647,13.19739450580572,20.1768625,768.5235874389883
GC,2020-08-04,7.867251388888889,7.804403605011907,0.5523189112379793,12.00792976493911,19.315895833333332,764.5849818878823
GC,2020-08-05,7.669955936379928,7.839453434194376,0.5444649246584331,11.526479750778815,18.816281362007167,760.6049235261104
GC,2020-08-06,7.892529861111111,7.849671055523605,0.5435269989220375,11.46983857264231,18.514493055555555,756.5330814742595
GC,2020-08-07,8.328649305555556,8.080102283177919,0.5425860577065132,11.413197394505804,17.432385416666666,752.3697615654288
GC,2020-08-08,8.606718055555556,8.23458594122745,0.5344627235152835,10.931747380345511,16.65881597222222,748.1764498661403
