biomass_vars,units,parameter,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat,rmse,r2_adj
fila,chla_mgm2,phi,0.6865474524160793,6.338617509379068e-4,0.01731992036183057,0.6515428014620585,0.6749998127358577,0.6866588417049624,0.6979627071456558,0.7209623323502187,746.6252782394491,1.0047469917176468,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,intercept,1.087142520894723,0.004687003660145593,0.14796053572616483,0.8165835063373367,0.9935904539152969,1.0826093976994002,1.175373575878989,1.3880288296471195,996.5548449362587,1.0015749172793769,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,gamma_light,0.3732329243634457,3.751701854923684e-4,0.020908151351311306,0.3303295343460659,0.3591538915670936,0.37360299063090985,0.3871040870698561,0.41356343377443516,3105.8082158235907,1.001316573162431,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,gamma_fila,0.03804266246692715,2.748908985633109e-4,0.01942461583984042,-0.0010739632832748288,0.025419464457604044,0.038261940643817556,0.0507824302089493,0.07532098854368034,4993.2597102079,0.9994047035513919,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,beta1,1.4057260457167855,0.004452472068834259,0.11351791027818149,1.1879636738697694,1.3314633926835566,1.4041404688339514,1.4792513152636309,1.6343032468798615,650.0194740518925,1.0040842220734791,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,beta2,0.903186079906287,0.003496935029289436,0.09115551320661526,0.7208973803848787,0.8435571844098132,0.9020944118607301,0.9638310024655976,1.0841555473554836,679.502022961268,1.003685419347896,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,beta3,1.1473515254274078,0.004150352142693305,0.1031992395388655,0.9460834727721246,1.078392740273233,1.14628917852394,1.2167563156337482,1.3458138408775182,618.277014042542,1.004928440610034,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,beta4,1.0238262265656288,0.00409547573294659,0.10459596572570493,0.8232665029464411,0.9522971104694783,1.0237314439896306,1.0919442262959522,1.2340309331862973,652.2606130178094,1.003320766670354,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,beta5,1.0648287522168811,0.004129497313347963,0.10469513860092326,0.8629963259213623,0.9964424502584094,1.0624320339936306,1.13421424682634,1.2710541754359777,642.7745256946669,1.0042386050583383,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,beta6,0.95510684597123,0.003816866300002109,0.0961564794821411,0.7679171531270774,0.8915120669464786,0.9541039292653197,1.0188170444553741,1.1489843632016037,634.6630491922534,1.0039016554140408,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,tau,0.2563317850825603,0.003413200347852823,0.1310555175673488,0.11655835313586778,0.1743269569414288,0.22237065285765406,0.29668797493176546,0.5908716772168674,1474.304045856047,1.0004672934591454,0.25728897531326034,0.6203298409086938
fila,chla_mgm2,sigma,0.5324944514919753,1.7715294592468434e-4,0.011487856221072618,0.510143632799732,0.5245938360894549,0.532527641053912,0.540250572853192,0.5544704099422255,4205.147419021257,0.9996614617860237,0.25728897531326034,0.6203298409086938
epil,chla_mgm2,phi,0.6821567006688288,4.518057643804409e-4,0.016285645542748375,0.6506503973799714,0.6713236698230151,0.6818494332702825,0.6928160088107304,0.714705966317689,1299.2909729022338,1.002751643028155,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,intercept,0.7033548063766697,0.00480693609564049,0.15986470762409438,0.3856707395848237,0.6021686362334873,0.7070497480514962,0.803639417604282,1.0159408440337558,1106.0340528015377,1.004767310808031,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,gamma_light,0.4280379986731784,3.8062975164116826e-4,0.021819971721857012,0.38504245335474324,0.41334181224625566,0.42789386686064573,0.44317603202446254,0.46990419894162694,3286.2674383219696,0.9995325206515558,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,gamma_epil,0.11484248674067539,5.307911378113584e-4,0.020473617939991872,0.07437793743742958,0.10118816329136256,0.11447493844900672,0.12890619744640153,0.1545499590216392,1487.7907794676134,1.003982629348024,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,beta1,1.0646375427117767,0.004559392935147402,0.12080848299531316,0.8267065963222254,0.9857333400079991,1.0664083793643333,1.1445722846316122,1.3039718475212512,702.0706501485055,1.008731008358876,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,beta2,0.6117826020617462,0.0037171066273460145,0.09995119291093034,0.418646741109949,0.542792053057586,0.6124078046337996,0.6766377808155831,0.8109010747269557,723.0459952088058,1.00747537928446,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,beta3,0.7105606787572805,0.004631660922562705,0.12427234302984518,0.4659165103683819,0.6271825310621013,0.7115366544317302,0.7921749457561087,0.9536004965044219,719.9054437688627,1.008597129430905,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,beta4,0.661976058077223,0.004412927901162559,0.11815814142709546,0.43267535723731787,0.5820545728709403,0.6617673549778225,0.7402745392340515,0.8955054624279994,716.9248568660537,1.0097154503013865,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,beta5,0.6312520030699952,0.004648647411898488,0.12457338853643656,0.3837442640929153,0.5472573252646536,0.6322073382064568,0.713094674206914,0.8731019313491165,718.120527485953,1.0084341423831766,0.2522714789294837,0.6349936532394744
epil,chla_mgm2,beta6,0.5429918839972356,0.004302835135953203,0.11597429687199233,0.3169313769699339,0.4634874414148357,0.5447762444864436,0.6193539506128891,0.7694501495365897,726.4639766384122,1.0087680745395833,0.2522714789294837,0.6349936532394744
