mean,se_mean,sd,X_2.5,X_50,X_97.5,parameter,biomass_vars,model,r2_adj,rmse
0.6630355215181813,0.00311059665762946,0.02417061453842509,0.62003249780079,0.6619247018032157,0.7143997077085927,phi,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
2.152677046945801,0.02092117802415627,0.19075674784009827,1.7658400314544225,2.1571081153202862,2.5231722619255255,gamma_intercept,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
0.36475075810413976,0.00281217601846661,0.02483873526364127,0.31354882237798126,0.36585206339363663,0.4111213936499841,gamma_light,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
2.4675378333954816,0.02290920427057313,0.18174658043047873,2.0807355064205315,2.4722110112493323,2.7909357083131563,beta_1,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
1.9392718412267984,0.01759405061300674,0.14668917828554828,1.6377873242840864,1.9393248908422929,2.2064571759384304,beta_2,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
2.2133336258154253,0.02085574276611644,0.16392792482892385,1.871947758112924,2.218253614617918,2.5051172427181663,beta_3,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
2.1016219212293223,0.01968344342871007,0.1567579619814637,1.772826831586314,2.1055483889395457,2.383030923797162,beta_4,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
2.1558541729411336,0.02009066922719381,0.1613960935282736,1.8248421179053225,2.159631549088338,2.441476308275273,beta_5,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
2.046287651147048,0.01888024979642247,0.15309142846887996,1.7280469285450544,2.0520333095631136,2.328417074870452,beta_6,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
0.24944141164071423,0.00345744571661115,0.12034649307518352,0.11424696578086312,0.21834601826527616,0.5659918793575215,tau,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
0.4837158784702112,0.00300649528886429,0.01720958674448087,0.4439008535576188,0.48547987295731976,0.5140070131630201,sigma,light,ar1_lmod_ss,0.8199268563721633,1.4063210137776552
0.6289613170093035,0.0029542109470779,0.02293608476547526,0.5857236026280958,0.628679068754934,0.6737744225228507,phi,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
2.173521496427314,0.01738785188522735,0.18653540373493532,1.816269923434696,2.1726587219505116,2.521625401060212,gamma_intercept,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
0.3786387547323425,0.00265608503315983,0.02161454031276443,0.33535018888484563,0.3793409976115623,0.4191910065386611,gamma_light,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
0.12831423978506917,9.324662672733652e-4,0.02210715051180088,0.08557672484208267,0.12829190973908333,0.17276460924490927,gamma_epil_afdm,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
2.5397978090273856,0.01920281960310349,0.15994500890738678,2.2267668026982816,2.5416421935868825,2.8461812053012845,beta_1,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
2.208119804199996,0.01743609891190156,0.1454517039833043,1.927175380906916,2.2066118759598665,2.4855922948645017,beta_2,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
2.165884357002015,0.01708432450497539,0.13948294626660926,1.896391319450877,2.1665834287694024,2.428135073040131,beta_3,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
2.104153842316967,0.01665900756030124,0.13617110610346458,1.8342667745361971,2.105701032084648,2.363288018955005,beta_4,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
2.0591266371912114,0.01635940265525666,0.13661232938438564,1.799360263905793,2.058756139155505,2.319797811376087,beta_5,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
1.9792113397874016,0.01577277099194843,0.1312350659372671,1.7283808134458307,1.979673649425695,2.23013252169529,beta_6,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
0.2819385746302737,0.00536346351672498,0.1437618820813413,0.12830470213738693,0.2463785983425771,0.649843889154538,tau,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
0.4383963782108277,0.00406817961157425,0.01216255851844661,0.4132643737043965,0.4385673020544864,0.4612662707077629,sigma,light + epil_afdm,ar1_lmod_ss,0.8160961597667539,1.4205037947423784
0.6732036116885057,0.00533767854211813,0.02443500337143043,0.6285080445785798,0.6726629790111243,0.723994078408284,phi,light + fila_afdm,ar1_lmod_ss,0.8243702777726706,1.388180713785469
2.143678176040608,0.03387332285010201,0.2054377734331297,1.7387600748482273,2.146393830747542,2.544837807544661,gamma_intercept,light + fila_afdm,ar1_lmod_ss,0.8243702777726706,1.388180713785469
0.4235297055969467,0.00485021406298675,0.02964355674329858,0.3632325236704716,0.42428502150606984,0.4805380278252741,gamma_light,light + fila_afdm,ar1_lmod_ss,0.8243702777726706,1.388180713785469
-0.10044108880725026,4.2420239915723286e-4,0.02831106154416465,-0.15508105997860422,-0.10034841813379489,-0.04314498673396959,gamma_fila_afdm,light + fila_afdm,ar1_lmod_ss,0.8243702777726706,1.388180713785469
2.38583549452718,0.04085339233663452,0.1900264358118723,1.994699693682809,2.3929049988125866,2.743068061658684,beta_1,light + fila_afdm,ar1_lmod_ss,0.8243702777726706,1.388180713785469
1.8392498535671,0.03101177244168758,0.15747294648516486,1.520645244811887,1.8427627290016355,2.133856307476711,beta_2,light + fila_afdm,ar1_lmod_ss,0.8243702777726706,1.388180713785469
