site,date,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,light,mean_PAR_umolm2s,light_hrs,q.cms,epil_gm2_fit,fila_gm2_fit,epil_chla_mgm2_fit,fila_chla_mgm2_fit,epil_gm2_se,fila_gm2_se,epil_chla_mgm2_se,fila_chla_mgm2_se,log_q,year
PL,2020-08-22,11.548949533426883,11.275480534313957,11.822418532539816,-11.736443947668292,-12.138454045359127,-11.334433849977456,13.65374611336127,0.7303671032976913,910.779452,14,3.3135089209855564,5.3335341439713115,5.425218214245092,12.945706355444887,3.622289165654781,1.0705639225639032,1.9755765949744977,2.4522513840386257,1.7544766240659777,1.198007724857461,2020
PL,2020-08-23,11.366798816195963,11.061578621191751,11.672019011200176,-11.853917969787206,-12.30352042821629,-11.404315511358122,13.65374611336127,0.7272643170867328,906.910228,14,3.3418295100538087,5.468287827314777,5.756722700808394,13.326490702461284,3.3145074860721544,1.0998154567960452,2.085271940626878,2.527172439037251,1.6623803865627602,1.2065184145253696,2020
PL,2020-08-24,7.32898298422746,6.569876177910621,8.088089790544299,-10.4185342321263,-11.535448597398217,-9.301619866854388,13.65374611336127,0.6232340370706909,777.182806,14,3.3418295100538087,5.605019597422171,6.088391271900008,13.724586895219392,3.024561256487781,1.1311205676798683,2.2003456371899293,2.608812030952389,1.5788972956431142,1.2065184145253696,2020
PL,2020-08-25,7.234324276527472,6.677547814962318,7.791100738092626,-9.602769273295417,-10.425877092713424,-8.779661453877411,13.65374611336127,0.6381730372431217,795.811978,14,3.3701500991220614,5.743146539505829,6.416879416475543,14.13917792299126,2.7544878722474784,1.1644020048671686,2.3206978235907827,2.6974077026237357,1.5041150167759,1.2149572831712343,2020
PL,2020-08-26,10.301410543047998,9.75233268630878,10.850488399787215,-11.130020524247914,-11.93486372424824,-10.325177324247589,13.65374611336127,0.6936846240136085,865.035814,14,3.5683942225998297,5.882548772199734,6.739315103280083,14.569819302319216,2.505517266311713,1.1996986914994563,2.446563012713289,2.793354730890033,1.4380628312362278,1.2721156970111829,2020
PL,2020-08-27,10.862188647429594,10.576103872813746,11.148273422045442,-11.53985178922342,-11.962775835768609,-11.116927742678232,13.65374611336127,0.6687705488143928,833.9675639999999,14,3.6250354007363352,6.023229084591034,7.052857032176771,15.01610244775573,2.2783914848329796,1.2370078895685477,2.577942396915425,2.896926921491433,1.3805906496805609,1.287864053979322,2020
PL,2020-08-28,11.11507785697614,10.807520200697631,11.422635513254647,-10.84852915586772,-11.30274371673707,-10.39431459499837,13.65374611336127,0.6884128904638002,858.461878,14,3.6250354007363352,6.165192499507575,7.354545487661004,15.477528220261071,2.073528932546053,1.2762152189450926,2.7142857000838285,3.0081352754762705,1.3313732568889405,1.287864053979322,2020
PL,2020-08-29,11.190146288417608,10.880992343707227,11.499300233127988,-10.93570984191075,-11.393760880515536,-10.477658803305964,13.65374611336127,0.7133545739699195,889.5645559999999,14,3.398470688190314,6.308446374245983,7.641339590223384,15.953497699618632,1.8911217802947076,1.3171007259192502,2.8544431419507075,3.126712865744825,1.2900062771896847,1.223325532841751,2020
PL,2020-08-30,10.127355242609976,9.836586134940813,10.41812435027914,-9.994611958616217,-10.424807282927738,-9.564416634304695,13.65374611336127,0.7151268335306279,891.774592,14,3.2285471537807986,6.453000500943854,7.9101597566192785,16.443302995271242,1.7312275517239213,1.359362990142944,2.996718313447794,3.2521362651334846,1.2561048432385071,1.1720322384542003,2020
PL,2020-08-31,8.40469060733769,8.219906252822105,8.589474961853275,-9.982028031725273,-10.25575727877241,-9.708298784678131,13.65374611336127,0.3696565817234946,460.967666,14,3.2851883319173036,6.598867206708156,8.157934823476497,16.946118196762935,1.5938551635376874,1.402661436615745,3.1390258195057275,3.383686402974274,1.2293979214474209,1.1894239811660696,2020
PL,2020-09-01,10.61322528474062,10.329425457146508,10.897025112334733,-10.400818958153833,-10.822970583025532,-9.97866733328213,13.65374611336127,0.6886252806844535,858.726732,14,3.398470688190314,6.746061453630895,8.3816530869768755,17.4609905809803,1.4790466554283248,1.4466771339693378,3.279146840911729,3.5205513826033235,1.2098175325707248,1.223325532841751,2020
PL,2020-09-02,11.504278452484597,11.283846864955864,11.724710040013326,-11.091536199123508,-11.418307718936587,-10.764764679310424,13.65374611336127,0.6671554628605306,831.953526,14,3.3135089209855564,6.894607260879294,8.578526438007357,17.98695109702214,1.3866988742195343,1.4912453237737409,3.415264111225635,3.6621002616908025,1.1975508099751149,1.198007724857461,2020
PL,2020-09-03,11.527148413681722,11.254443009273269,11.799853818090176,-11.037902660282612,-11.44420198680367,-10.631603333761555,13.65374611336127,0.6817387033589138,850.1390600000001,14,3.200226564712546,7.0445503239128415,8.746477853253829,18.523502915072175,1.3156596265606746,1.5365973359171534,3.5468717514409493,3.8084808393348646,1.192875338169835,1.1632216087720455,2020
PL,2020-09-04,NA,NA,NA,NA,NA,NA,13.65374611336127,0.6546643992335547,952.4397983333333,12,3.171905975644293,7.195917425482706,8.884151089138488,19.07067041853312,1.2638863413949737,1.58322236563902,3.674199974790208,3.960445265421947,1.1958977531155537,1.1543326613547995,2020
PL,2020-09-05,NA,NA,NA,NA,NA,NA,13.65374611336127,0.6267715330263159,911.8598066666665,12,3.0869442084395353,7.348730795918354,8.990590955957869,19.628588006613644,1.229486795433707,1.6314927112571649,3.796773828550032,4.118556429897823,1.2064756722294985,1.1271816722888486,2020
PL,2020-09-06,11.578662466166737,11.321163850349556,11.836161081983915,-10.96252143349774,-11.349376407673574,-10.575666459321909,13.65374611336127,0.6599354062489707,960.1083333333332,12,2.945341263098272,7.503015364371792,9.065170605657716,20.197392835653627,1.2109032198347889,1.6815014274172333,3.912887905281991,4.2828445765807714,1.2241721571646125,1.0802246892010774,2020
PL,2020-09-07,5.206298341142377,4.9714878984125,5.441108783872254,-7.838954060701254,-8.186118079676081,-7.491790041726427,13.65374611336127,0.3217353419264592,468.07729966666665,12,3.0586236193712826,7.658798851783321,9.107594910607006,20.77722500575429,1.206845781358533,1.732997111681615,4.019549057217484,4.452668462872836,1.2482323786391736,1.1179650171839246,2020
PL,2020-09-08,8.204464371494758,7.953888303122539,8.455040439866979,-8.340770274779938,-8.714940796341734,-7.966599753218143,13.65374611336127,0.6717512772474615,977.2986766666667,12,3.2851883319173036,7.816111864865403,9.117898026394757,21.368227754268904,1.2162376865606968,1.7853645852942142,4.1126588258932735,4.626657515377438,1.2775964320645667,1.1894239811660696,2020
PL,2020-09-09,8.870750383116128,8.613900171478821,9.127600594753437,-9.257432480683006,-9.644216556532552,-8.87064840483346,13.65374611336127,0.6578744703564281,957.1099766666666,12,3.3135089209855564,7.9749590330795455,9.096391360016897,21.970628024746848,1.2380458842720294,1.8377543207216744,4.187748706274603,4.802986167942657,1.3110090757731645,1.198007724857461,2020
PL,2020-09-10,9.772129888151351,9.543294551482685,10.000965224820018,-9.701594358717085,-10.04512940651576,-9.358059310918408,13.65374611336127,0.6494248753751339,944.8170666666666,12,3.256867742849051,8.135227945228193,9.04352019293052,22.584994657667774,1.2708618132103409,1.889496594778579,4.241603388805872,4.980316643962109,1.347309854899187,1.1807659184229549,2020
PL,2020-09-11,10.417798484946898,10.168286473085676,10.66731049680812,-10.241630337944144,-10.61736775748093,-9.865892918407356,13.65374611336127,0.6450538022935237,938.4578023333332,12,3.1435853865760404,8.296768491818018,8.959984771513595,23.212028162279395,1.3132084344891548,1.9399099535968225,4.271581444375336,5.157298211069363,1.3852806815361185,1.145363991372039,2020
PL,2020-09-12,10.844305367551824,10.605151271256478,11.08345946384717,-10.534637788314242,-10.895427837789937,-10.173847738838548,13.65374611336127,0.6384532373403804,928.8549573333333,12,3.0869442084395353,8.459420587600226,8.846770131397738,23.85248726855921,1.363610550058754,1.9882236367380255,4.275401817892184,5.332359080892183,1.4235676496109912,1.1271816722888486,2020
PL,2020-09-13,9.868450915922036,9.729434613066006,10.007467218778066,-10.344535504446952,-10.555123874036092,-10.133947134857811,13.65374611336127,0.637861838345129,927.9945593333332,12,3.0869442084395353,8.62301401893656,8.705127580185588,24.507191957523684,1.4205507164302902,2.033606298090517,4.251289327812563,5.503750007876376,1.460685628263144,1.1271816722888486,2020
PL,2020-09-14,8.911700146115733,8.543918035015416,9.27948225721605,-9.990167390077314,-10.548793020881364,-9.431541759273264,13.65374611336127,0.6107570197752975,888.5610603333333,12,3.0869442084395353,8.787368320892664,8.536552373570201,25.177026726353716,1.48243238873639,2.075215225519119,4.198140669425969,5.669631286373749,1.4950499849715204,1.1271816722888486,2020
PL,2020-09-15,10.479374496808123,10.291867611271272,10.66688138234498,-10.739946203708264,-11.024415076429635,-10.455477330986891,13.65374611336127,0.5959592094530843,867.0324366666667,12,2.945341263098272,8.952327669097057,8.342700476381589,25.862986766316908,1.5476248349551427,2.1124677648172336,4.11625316355852,5.828636041056348,1.5252911493101702,1.0802246892010774,2020
PL,2020-09-16,10.290647375702,10.120401080595387,10.460893670808614,-10.423615563273987,-10.682332374334354,-10.16489875221362,13.65374611336127,0.6105131463976488,888.2062606666667,12,3.0019824412347775,9.117870570181324,8.125198478821822,26.566318527115584,1.6146760754466905,2.1457081950814905,4.00891577321606,5.981315149914205,1.5510882211640016,1.099272884171772,2020
