site,date,doy,epilithon_gm2,epiphyton_gm2,filamentous_gm2,epilithon_chla_mgm2,epiphyton_chla_mgm2,filamentous_chla_mgm2,NPP,NPP_chla,year,site_year,epilithon_chla_upper,epilithon_chla_lower,epiphyton_chla_upper,epiphyton_chla_lower,filamentous_chla_upper,filamentous_chla_lower,frac_fila,frac_fila_upper,frac_fila_lower,NPP_mod,NPP_upper,NPP_lower,PAR_bc_Jm2
GR,2020-07-13,195,NA,NA,NA,47.64868356487873,0,129.96452005965372,NA,NA,2020,GR_2020,69.39470976491953,31.785109990042418,0.03446489885378584,0,272.6500376357099,49.051446506947286,0.728192876124119,0.8600401965472798,0.5001206476217934,5.691860809778423,14.216765000270996,-0.35003800001745233,33.74107206584687
GR,2020-07-14,196,NA,NA,NA,47.436318200203736,0,131.50551004430372,5.746111115532759,5.746111115532759,2020,GR_2020,62.12556991744253,34.37083826550835,0.032665787349304545,0,254.40142120614124,53.15767419699775,0.7275971941511163,0.8595425705155925,0.4974078118418126,5.737776324474046,6.680408230700947,4.797668296384489,35.27072464347829
GR,2020-07-15,197,NA,NA,NA,49.28829202781606,0,137.37008210891358,6.095075177752801,6.095075177752801,2020,GR_2020,64.03264597201974,36.07573353098324,0.033151259172040926,0,264.32669954076374,54.81176600767427,0.7270876406576448,0.8603483797849452,0.5016690256021126,6.074220223526559,7.012178813113348,5.139823448255888,34.55247928579093
GR,2020-07-16,198,NA,NA,NA,50.671294495927334,0,144.2641694349432,6.416918514998095,6.416918514998095,2020,GR_2020,65.91313251841709,36.58009316289349,0.0316452547536242,0,279.842939173046,58.21096432104646,0.7327249038115624,0.8644864560948695,0.501662785474601,6.38857955758931,7.333266906376456,5.454744524216789,34.12305491855473
GR,2020-07-17,199,NA,NA,NA,43.16780391084907,0,113.8153387728426,4.770576216023699,4.770576216023699,2020,GR_2020,56.52627792840699,31.175416206014614,0.0341390033120237,0,225.53668138763774,44.681504209524725,0.7206528659956997,0.8529090469748181,0.4885441217953117,4.7681591024859635,5.690833291357496,3.8357483526099716,31.729018746206886
GR,2020-07-18,200,NA,NA,NA,47.735880078304014,0,131.41933448461842,5.9692751762503695,5.9692751762503695,2020,GR_2020,62.41232892654354,34.74065807330394,0.03748467895990065,0,261.5977050864031,51.63952982345349,0.7260096800606022,0.8606843975207958,0.49049391026755645,5.944575883824442,6.8682140160691665,5.00435279528605,33.81548632038321
GR,2020-07-19,201,NA,NA,NA,48.476959310265926,0,136.77426138876402,6.186758424413997,6.186758424413997,2020,GR_2020,63.51273249420918,35.3462670148681,0.03754998833882428,0,265.99678471961244,54.49484465737312,0.734479808163718,0.8608536828792036,0.5002175866612507,6.164133178561642,7.0895973115795865,5.227291408262473,33.68890292933225
GR,2020-07-20,202,23.0971848959,1.71069037486,64.42247832965,65.76899037,0,157.28724219999998,5.988930061229449,5.988930061229449,2020,GR_2020,194.71206139030463,0,0,0,537.3678240525988,0,NA,NA,NA,6.020334429302562,6.937537013993229,5.094322617776116,33.4528644220459
GR,2020-07-21,203,NA,NA,NA,46.465860442978425,0,136.71807901496666,5.945992124419095,5.945992124419095,2020,GR_2020,60.72010619156571,33.96893399464671,0.03769196633572966,0,265.8177664721327,54.59066072656713,0.7403871694170947,0.8647936369069839,0.5137065993195526,5.912090471523838,6.848111787064248,4.998625040070809,33.226467746042516
GR,2020-07-22,204,NA,NA,NA,43.08111032422126,0,124.81488254654874,5.173148599613756,5.173148599613756,2020,GR_2020,56.618497289093334,31.31939348169939,0.03811529005986995,0,238.41938178778852,49.67895448175316,0.7380704008719419,0.8614070985805624,0.5104971990187229,5.164763781835346,6.087576242297478,4.235633515339913,32.65115260571764
GR,2020-07-23,205,NA,NA,NA,39.28873930738791,0,107.8155835924069,3.533228019553542,3.533228019553542,2020,GR_2020,52.97510779691402,28.055541440852604,0.037089595347950394,0,214.70880344202985,42.364549721663245,0.7269599970805247,0.8562825811684699,0.4969595774409575,3.5447056890092568,4.46958023311002,2.628221136288781,22.95680513634855
GR,2020-07-24,206,NA,NA,NA,41.23437710743105,0,118.80316153111123,5.053376372069621,5.053376372069621,2020,GR_2020,54.680330685615104,29.88757195693187,0.03812054671884038,0,228.95298177748558,46.15733475260127,0.7352292965804963,0.8610757456756872,0.5022754230050661,5.0454064726595345,5.982603792193647,4.102174995853575,34.100616690668325
GR,2020-07-25,207,NA,NA,NA,41.505369713727525,0,118.64659279386467,5.25185974026075,5.25185974026075,2020,GR_2020,54.61903132675672,29.75159707487483,0.03798675730778786,0,237.75908326928916,48.81568613750282,0.7369395519313129,0.8667915457492015,0.5077779076285598,5.234558265818425,6.172088706994278,4.313226081120646,34.83512074734872
GR,2020-07-26,208,NA,NA,NA,40.447497629840164,0,116.14698470714504,5.01783532414556,5.01783532414556,2020,GR_2020,53.535211111105994,28.883259802249267,0.03612554665624072,0,229.65806183244027,45.56598649265644,0.7359218403503569,0.863236220860034,0.5065376584092629,5.010327673186145,5.937848298551692,4.09299529111507,34.74109855736042
GR,2020-07-27,209,17.2529762377,1.96082527106,85.49058914005,35.0399210216,0,151.5456748276,5.176311644175007,5.176311644175007,2020,GR_2020,80.87516430044556,0,0,0,424.04810595497815,0,NA,NA,NA,5.128443728897601,6.050709454547242,4.20385267665267,34.32661633955543
GR,2020-07-28,210,NA,NA,NA,39.99859040551393,0,122.69367283660497,4.568833351485717,4.568833351485717,2020,GR_2020,53.82672818714153,28.613485332653635,0.035757022804410885,0,241.01984509787818,49.32220465814673,0.7445934038254927,0.8701363952374508,0.5258510541070168,4.552473964578535,5.4845412019351,3.628832097023579,25.434024883515608
GR,2020-07-29,211,NA,NA,NA,37.0582066321631,0,103.35029088642771,4.097087556661879,4.097087556661879,2020,GR_2020,49.44496367928677,26.707804997057544,0.03647745493008532,0,204.46800986323865,39.25526116600364,0.7287316118306517,0.8579847024873686,0.497036741964869,4.09357449689023,5.0225588930351,3.168122655634766,30.238628666707648
GR,2020-07-30,212,NA,NA,NA,37.15792116596105,0,111.73110261571199,4.6650301594851165,4.6650301594851165,2020,GR_2020,49.643496605119715,26.53702291250993,0.03281702539276318,0,214.70378214397522,44.29981047539174,0.7405176613603812,0.8660979509210739,0.5191188210052109,4.653305081754832,5.596820678185844,3.719811034277458,34.34808459111825
GR,2020-07-31,213,NA,NA,NA,38.74809239172194,0,116.29381605198706,4.907115564520025,4.907115564520025,2020,GR_2020,51.55454662309268,27.85106386900025,0.03276943786258579,0,229.79299106324575,47.12693240335122,0.7435551917710823,0.867399643598096,0.5225979834409771,4.881519488679699,5.824245395426841,3.942813561034365,31.48124625574266
GR,2020-08-01,214,NA,NA,NA,36.62254709055749,0,101.5727874338916,4.264486998663274,4.264486998663274,2020,GR_2020,48.37463418017584,26.539315479062303,0.03194250527213176,0,205.54159233863706,39.150367308179995,0.7288388297247612,0.8603495774496532,0.49597819201877685,4.254674519378325,5.185541086761485,3.3325167193205982,30.823340447063703
GR,2020-08-02,215,NA,NA,NA,36.17387523276562,0,104.7589367780631,NA,NA,2020,GR_2020,51.85643811907457,24.288191309408507,0.032657892022456864,0,223.1310779138445,40.808119734891655,0.7390785263924718,0.8649297889999866,0.5141755907322311,4.351623077049673,10.900483246181727,-0.8746323129947327,33.46146686103024
GR,2020-08-03,216,14.4060904273,2.02727200026,84.20589087845,33.9081386684,0,117.16876396320001,NA,NA,2020,GR_2020,72.01893098349181,0,0,0,290.272352184968,0,NA,NA,NA,3.6672084094210784,7.832201749030074,-0.506475207112303,32.02854573681163
GR,2020-08-04,217,NA,NA,NA,37.36931388829907,0,106.7396755761876,4.73947436935922,4.73947436935922,2020,GR_2020,49.40644732475625,26.434865905701724,0.03263568517065292,0,210.66645626355364,43.125954413215176,0.733956497349388,0.8640032582068575,0.513822581437638,4.726833775064638,5.666806738483676,3.805630758320459,34.127484003667
GR,2020-08-05,218,NA,NA,NA,36.44220760103012,0,105.2804457180543,4.476565747533055,4.476565747533055,2020,GR_2020,48.9342903891873,25.73003167662139,0.032802822771144144,0,206.2385324064335,41.86606754745553,0.7368020917766512,0.8643549159261682,0.5052186926553038,4.468495220136515,5.406535661282884,3.5260542093908644,32.90008061557206
GR,2020-08-06,219,NA,NA,NA,38.124388808218306,0,112.52236420863308,4.847086896228899,4.847086896228899,2020,GR_2020,50.84579753929493,27.104346050870827,0.03221767113588636,0,219.41038900317338,45.4323669741453,0.7406698551573495,0.8667865099618804,0.5196609134801242,4.817686723891541,5.74070538361474,3.9090999432784557,31.2570962772874
GR,2020-08-07,220,NA,NA,NA,39.63230627475271,0,112.08295473990451,5.294435917734103,5.294435917734103,2020,GR_2020,52.21306108413024,28.28712988359544,0.031322213300035456,0,221.8038595215239,43.45380595142626,0.7338698125252519,0.86224814194179,0.4991459312727626,5.2605948180551145,6.184466529312614,4.324966404961588,34.42087097425123
GR,2020-08-08,221,NA,NA,NA,41.81751178962294,0,120.94094508144316,5.751611016693302,5.751611016693302,2020,GR_2020,54.713178366183534,30.25607148891056,0.031216880097228908,0,230.31401224114111,48.87905640439406,0.7380211041692455,0.8613580928642911,0.5146582894087148,5.709389782849216,6.652193540093778,4.790490176067503,34.543657134694
GR,2020-08-09,222,NA,NA,NA,47.07915080923964,0,145.14494001570543,6.5155536005249255,6.5155536005249255,2020,GR_2020,62.20281950376256,33.568980611973664,0.03045847346993459,0,280.82096215274794,55.946177100844224,0.7473116504385705,0.8717410552647025,0.5159557157831488,6.442957014702147,7.35220706439036,5.509813854953821,27.768615386526577
GR,2020-08-10,223,10.0812611061,1.78624636926,56.08728290145,30.811180242000002,0,164.30728417999998,6.699551644586791,6.699551644586791,2020,GR_2020,56.40808077514834,5.214279708851661,0,0,287.2182296294661,41.39633873053386,NA,NA,NA,6.56530341115372,7.4865448257528895,5.64246295064176,35.41055721617659
GR,2020-08-11,224,NA,NA,NA,48.66268566974403,0,142.8327511296998,7.236474986855199,7.236474986855199,2020,GR_2020,63.478004129946534,35.678733185418174,0.03364545401812666,0,276.1228210876411,57.391126929085665,0.7414812369502327,0.8664717212143818,0.5038537964117494,7.159070273271179,8.08340730402304,6.241652590849505,35.415887394655876
GR,2020-08-12,225,NA,NA,NA,46.14076226610756,0,130.81168421849097,6.254126707592979,6.254126707592979,2020,GR_2020,60.41059931243216,33.02964777399857,0.03379082652593274,0,249.1713197130324,53.228760980578016,0.7318238351207433,0.8598987019881497,0.5083720465934984,6.187050600656903,7.10504409421968,5.263003318730998,29.40134627317508
GR,2020-08-13,226,NA,NA,NA,43.773523554351264,0,115.20288262546437,5.948927421714515,5.948927421714515,2020,GR_2020,57.43313505345571,31.693897168020808,0.035776254275012714,0,227.96772934280395,45.34333901982074,0.7175390987617436,0.852598484246343,0.4830787697485985,5.903584531591951,6.857620563566619,4.985794254980342,33.93141868699291
GR,2020-08-14,227,NA,NA,NA,45.46534459146722,0,119.02720496209902,6.444933855253594,6.444933855253594,2020,GR_2020,59.4260574925164,33.22108879707969,0.0348324713645749,0,230.71331616538723,48.17195022218572,0.7176505844388108,0.851557008680567,0.48870634999432083,6.390246079654312,7.330667991548758,5.456499017847452,36.86185223059989
GR,2020-08-15,228,NA,NA,NA,49.72572223178907,0,127.73377681027434,7.131594898295558,7.131594898295558,2020,GR_2020,64.15376953109241,36.450355858079455,0.03557319637302199,0,254.4825487964226,50.66199469172545,0.7124205338346332,0.8519630332554581,0.4752597866870373,7.068692042191206,8.012330133043363,6.130571761653339,36.91103889079862
GR,2020-08-16,229,NA,NA,NA,53.847264814737315,0,141.05444524600122,7.6825454886183735,7.6825454886183735,2020,GR_2020,69.1568366388451,39.895521219411066,0.03686596526105626,0,275.19927237724056,57.04666608223531,0.7167758480202628,0.8540518396422769,0.4901244488014184,7.607739623996505,8.534117204080829,6.680335163655013,34.5307430294423
GR,2020-08-17,230,9.4305720909,1.48472559046,43.57481278545,38.220101244,0,112.078462316,7.359928244919811,7.359928244919811,2020,GR_2020,57.6701406920558,18.770061795944198,0,0,337.93963324540925,0,NA,NA,NA,7.203018262460828,8.118858897664383,6.284502530685042,36.06701380804783
GR,2020-08-18,231,NA,NA,NA,45.91731670523175,0,105.62364987960795,6.080137206708899,6.080137206708899,2020,GR_2020,59.50343765487399,33.45534263183491,0.03738123416084012,0,211.6304398063487,41.53520428946381,0.6934122731371386,0.8381226203150535,0.45276845887316186,6.0335648033772955,6.982403499767088,5.085195533850348,35.783047691714366
