date,site,sample,average.depth,cobble,sand,gravel,pebble,cpom.om.area.g.m2,epil.om.area.g.m2,epip.om.area.g.m2,fbom.area.g.m2,fila.om.area.g.m2,macro.om.area.g.m2,epil.chla.mg.m2.ritchie,epip.chla.mg.m2.ritchie,fbom.chla.mg.m2.ritchie,fila.chla.mg.m2.ritchie,total.chla.mg.m2.ritchie,phicocyanin.mg.m2,epip.phicocyanin.mg.m2,fbom.phicocyanin.mg.m2,total.algal.biomass.g.m2,year
2020-08-04,GC,1,33.375,1,0,0,0,2.296274361,6.753197917,4.103830452,9.69e-7,46.33196332,NA,20.42558324,2.878380473,27.48041369,NA,50.78437741,20.66366321,6.082788692,24.03,57.2,2020
2020-08-04,GC,3,39,1,0,0,0,4.184504042,1.756891517,3.624465641,4.68e-7,130.1853282,NA,10.97501849,4.127432972,24.2611785,144.4633593,183.8269893,10.1575065,8.600506212,16.7505,136,2020
2020-08-04,GC,4,36.25,1,0,0,0,5.386423616,1.124753531,6.31358531,3.85e-7,135.3606176,NA,5.603729956,3.886884612,38.58570833,216.8243862,264.9007091,9.430625762,5.855850375,15.04375,143,2020
2020-08-04,GC,2,31,1,0,0,0,NA,7.862362349,7.979670323,8.28e-7,174.5516704,NA,73.83977729,4.18494036,34.62468692,392.8381177,505.4875223,56.60900891,11.59875772,23.064,190,2020
2020-08-04,GC,5,33.625,1,0,0,0,NA,8.96002982,25.30695445,1.04e-6,129.2854517,NA,9.471121206,NA,47.39061098,176.245893,233.1076251,35.32030075,7.081621272,12.6127375,164,2020
2020-08-18,GC,1,22.25,1,0,0,0,84.54011792,4.777279551,0.98415934,2.45e-8,25.01775666,NA,15.90155464,2.472344097,2.029737338,31.6686813,52.07231738,9.213625496,1.340835988,5.097475,30.8,2020
2020-08-18,GC,4,25.25,1,0,0,0,46.77584047,21.7146803,23.23399394,2.37e-7,322.4646895,NA,19.5160356,11.25036697,21.26160526,207.9225662,259.950574,34.06240072,14.02644819,24.651575,367,2020
2020-08-18,GC,2,30,1,0,0,0,NA,27.99139739,9.815286793,1.53e-7,57.12511034,NA,22.29761054,4.053689512,7.404126667,233.7949652,267.5503919,31.3836634,11.33759744,12.33,94.9,2020
2020-08-18,GC,3,18.25,1,0,0,0,NA,8.207660903,15.54311169,4.89e-7,23.25389961,NA,21.05432248,25.56968718,9.705730442,155.9498209,212.279561,19.25222614,8.78266484,25.696,47,2020
2020-08-18,GC,5,40,1,0,0,0,NA,5.176847659,3.928453082,1.39e-7,69.75708647,NA,20.05037661,4.067714359,10.234932,75.89983481,110.2528578,14.50557917,3.336379082,15.824,78.9,2020
2020-09-01,GC,1,31.75,1,0,0,0,NA,16.13471802,0.059803683,4.23e-8,7.502643877,NA,55.65065203,0.084576941,7.111882071,NA,62.84711104,35.07547395,0.104752903,23.491825,23.7,2020
2020-09-01,GC,2,22,1,0,0,0,NA,17.06421807,NA,5.68e-8,NA,NA,23.91428054,NA,3.735340258,NA,27.6496208,43.94956885,NA,8.9584,17.1,2020
2020-09-01,GC,3,24.25,1,0,0,0,NA,12.93466561,1.27616266,2.42e-8,7.791431946,NA,19.84701493,1.928053368,2.832903476,NA,24.60797178,43.2597512,2.210573286,8.242575,22,2020
2020-09-01,GC,4,36.25,1,0,0,0,NA,7.815984778,1.346313608,1.65e-8,83.66114357,NA,8.748215697,4.969869976,5.52395625,NA,19.24204192,30.66648687,3.063550354,10.31675,92.8,2020
2020-09-01,GC,5,35,1,0,0,0,NA,9.063502468,NA,9.55e-9,4.695436779,NA,17.8004368,NA,2.97754587,NA,20.77798267,23.3862215,NA,8.2915,13.8,2020
2020-09-29,GC,2,20.5,1,0,0,0,NA,20.47940005,5.526725511,6.9e-8,105.8790684,NA,60.53253057,19.48570261,7.519508091,144.1866238,231.7243651,61.35682506,76.57057805,6.01675,132,2020
2020-09-29,GC,1,33.5,1,0,0,0,NA,14.7620978,5.440206009,5.16e-8,165.5816698,NA,37.45080804,14.17665985,6.610349214,408.1533551,466.3911722,27.42714993,9.769221004,7.6715,186,2020
2020-09-29,GC,3,20.5,1,0,0,0,NA,9.171067254,1.314745682,5.66e-8,26.37195792,NA,53.64135797,1.736780186,8.539791405,40.69989353,104.6178231,69.2167711,1.907521191,6.37345,36.9,2020
2020-09-29,GC,4,23.75,1,0,0,0,NA,21.96660015,1.284346938,1.15e-7,24.86938652,NA,71.61777922,5.78723599,2.64910125,29.57847942,109.6325959,188.4277844,2.244947251,6.761625,48.1,2020
2020-09-29,GC,5,19,1,0,0,0,NA,13.39883105,1.557351043,9.21e-8,14.78110604,NA,37.21130268,3.503631709,4.86479705,21.16385446,66.7435859,56.7486093,2.685378285,12.8022,29.7,2020
2020-10-20,GC,1,30,1,0,0,0,101.8603455,18.7162729,NA,3e-8,5.112955815,7.191213035,78.16083398,NA,5.9835375,5.949774162,90.09414564,146.1496788,NA,13.974,23.8,2020
2020-10-20,GC,4,30,1,0,0,0,10.41390821,5.537248154,NA,4.69e-7,NA,NA,24.67697574,NA,59.203035,NA,83.88001074,26.32437703,NA,30.75,5.54,2020
2020-10-20,GC,2,25,1,0,0,0,NA,8.492356834,NA,2.75e-8,4.598702105,NA,30.1671841,NA,5.401510526,9.154473392,44.72316802,31.92101966,NA,6.1475,13.1,2020
2020-10-20,GC,3,40,1,0,0,0,NA,18.5292037,NA,6.8e-8,NA,NA,48.77860409,NA,10.49268727,NA,59.27129136,58.53395092,NA,10.476,18.5,2020
2020-10-20,GC,5,35,1,0,0,0,NA,17.07941745,NA,1.56e-8,NA,NA,64.75924886,NA,11.60418389,NA,76.36343274,156.2184444,NA,7.9555,17.1,2020
2021-06-22,GC,1,13.875,1,0,0,0,28.79072847,6.430503557,NA,4.93e-9,4.946957858,NA,22.73079245,NA,-79.371993,3.351850336,-53.28935022,30.75324021,NA,14.319,11.4,2021
2021-06-22,GC,2,9.8125,1,0,0,0,NA,10.04093901,NA,1.41e-7,NA,2.644690736,36.71359165,NA,-74.5794745,NA,-37.86588285,32.08657589,NA,27.023625,10,2021
2021-06-22,GC,3,14.8125,1,0,0,0,NA,9.143006875,NA,1.06e-8,NA,2.309970498,27.15223061,NA,-78.21072581,NA,-51.0584952,28.32180836,NA,13.123875,9.14,2021
2021-06-22,GC,4,9,1,0,0,0,NA,7.313236318,NA,1.26e-8,NA,NA,17.12238075,NA,-59.183829,NA,-42.06144825,28.89517544,NA,14.733,7.31,2021
2021-06-22,GC,5,14.25,1,0,0,0,NA,6.734490998,NA,2.64e-8,NA,NA,17.78030258,NA,-77.689461,NA,-59.90915842,27.97152129,NA,12.6312,6.73,2021
2021-07-07,GC,1,6.625,1,0,0,0,NA,8.464881046,NA,2.42e-8,NA,NA,18.87490991,NA,1288.242292,NA,1307.117202,14.32950029,NA,4.1446,8.46,2021
2021-07-07,GC,2,14.625,1,0,0,0,NA,4.23127134,0.671110735,3.05e-8,38.86826223,NA,7.498898933,1.456432977,866.9216739,41.03418368,916.9111895,5.486914849,1.005029247,16.4385,43.8,2021
2021-07-07,GC,3,13.8125,1,0,0,0,NA,17.47810867,1.431663928,3.07e-8,110.2771622,44.42542612,23.37268184,2.801364717,998.3368056,75.46217301,1099.973025,29.72435964,2.310596846,7.3123375,129,2021
2021-07-07,GC,4,14,1,0,0,0,NA,11.90695422,1.980595096,5.89e-8,107.645254,NA,11.98304588,1.718588858,3900.117053,95.33000115,4009.148689,13.58636791,2.500179783,15.022,122,2021
2021-07-07,GC,5,9.625,1,0,0,0,NA,2.272890712,1.139952903,1.51e-8,NA,NA,34.08077644,2.086651947,1826.729791,NA,1862.897219,29.50969774,1.713729198,10.56825,3.41,2021
2021-07-20,GC,1,26.25,1,0,0,0,NA,35.8050438,NA,3.15e-8,NA,51.21603787,108.9924516,NA,4.207069125,NA,113.1995208,56.42381041,NA,52.5525,35.8,2021
2021-07-20,GC,2,33.5,1,0,0,0,NA,10.59746986,NA,4.11e-8,NA,2.094005795,83.49241324,NA,4.854303795,NA,88.34671703,91.87903482,NA,34.84,10.6,2021
2021-07-20,GC,3,38.25,1,0,0,0,NA,5.050868248,2.507896387,2.92e-8,56.68443419,NA,11.28413989,5.283218886,2.303353071,166.4852658,185.3559776,11.0295997,4.612424824,37.244025,64.2,2021
2021-07-20,GC,4,32.5,1,0,0,0,NA,7.9878546,1.890568046,5.59e-8,10.78574445,NA,27.00467341,3.999867203,3.888945357,19.63544954,54.52893552,36.75839519,1.748161621,20.0525,20.7,2021
2021-07-20,GC,5,26.25,1,0,0,0,NA,8.184277254,4.499014125,6.02e-8,114.288766,NA,28.98076719,9.883087076,2.445346875,336.6377259,377.946927,31.73862719,9.50872715,26.9325,127,2021
2021-08-03,GC,5,27.625,1,0,0,0,116.3792767,5.15609467,NA,3.19e-8,NA,40.86677018,13.33653771,NA,1.557957018,NA,14.89449473,13.25852915,NA,20.0585125,5.16,2021
2021-08-03,GC,1,24.875,1,0,0,0,NA,3.66187948,NA,4.98e-8,NA,0.698368885,19.26744272,NA,6.040371375,NA,25.3078141,26.40341377,NA,6.1864125,3.66,2021
2021-08-03,GC,2,21.375,1,0,0,0,NA,12.94518825,NA,4.07e-8,1.740904709,53.68598858,25.05284507,NA,4.053316158,4.278804068,33.3849653,29.96608812,NA,27.381375,14.7,2021
2021-08-03,GC,3,35.375,1,0,0,0,NA,1.031218934,0.336139959,6.23e-8,36.86438975,NA,3.72582118,2.26613849,4.643419397,103.4858619,114.121241,2.972529499,0.074192812,46.730375,38.2,2021
2021-08-03,GC,4,36.375,1,0,0,0,NA,12.88439076,NA,5.89e-8,NA,NA,59.01068075,NA,4.322098286,NA,63.33277903,81.31605584,NA,22.07235,12.9,2021
2021-08-17,GC,1,22.86,1,0,0,0,NA,5.81083685,NA,9.14e-9,NA,6.830128774,18.45811952,NA,1.438673417,NA,19.89679294,52.00698981,NA,1.4600682,5.81,2021
2021-08-17,GC,2,35.8775,1,0,0,0,NA,8.791082953,NA,2.1e-8,23.8700292,NA,26.14338765,NA,2.878656589,45.81640428,74.83844852,46.51592437,NA,7.10015725,32.7,2021
2021-08-17,GC,3,37.7825,1,0,0,0,NA,9.698368546,3.226943603,1.76e-8,100.3361917,NA,25.55605458,10.79801267,2.568967489,148.5128723,187.435907,40.10506307,7.873742391,16.6771955,113,2021
2021-08-17,GC,4,33.81375,1,0,0,0,NA,8.038129446,5.313934303,3.77e-8,75.2285633,NA,23.7750706,10.75339899,6.510131884,140.6195322,181.6581337,22.26883382,7.976162775,9.63691875,88.6,2021
2021-08-17,GC,5,46.355,1,0,0,0,NA,7.955117491,NA,NA,98.86958211,NA,27.68369586,NA,NA,207.344989,235.0286848,20.05826053,NA,NA,107,2021
2021-08-17,GC,6,45.72,1,0,0,0,NA,8.73262383,3.739045523,NA,107.6248161,NA,16.07965018,4.948876627,NA,143.7187727,164.7472995,26.41335182,9.165221342,NA,120,2021
2021-08-17,GC,7,47.625,1,0,0,0,NA,9.513637717,4.714143698,NA,108.811184,NA,32.11563851,17.26182881,NA,267.1262401,316.5037074,32.40178749,13.94881448,NA,123,2021
2021-09-09,GC,1,18.75,1,0,0,0,NA,9.263432669,1.818663324,NA,40.8181783,NA,32.53538143,13.53963999,NA,177.0088721,223.0838935,30.72705052,7.920100476,NA,51.9,2021
2021-09-09,GC,2,30,1,0,0,0,NA,12.36761211,1.758450427,NA,10.6019777,NA,48.42238441,6.208179676,NA,28.48314908,83.11371316,55.4337467,1.76705561,NA,24.7,2021
2021-09-09,GC,3,34.5,1,0,0,0,NA,10.44313778,17.70726843,NA,80.13191726,NA,42.47861615,34.34685317,NA,234.4544597,311.2799291,53.66512438,36.15930609,NA,108,2021
2021-09-09,GC,4,41.75,1,0,0,0,NA,14.80535755,7.99720806,NA,130.6292705,NA,21.99294542,11.26369126,NA,299.2682728,332.5249095,20.11613506,7.841472955,NA,153,2021
2021-09-09,GC,5,47.75,1,0,0,0,NA,4.890690251,2.932309622,NA,63.15682085,NA,10.62873655,11.8808269,NA,145.5549765,168.06454,9.979206174,5.434769311,NA,71,2021
2021-09-09,GC,6,20.5,1,0,0,0,NA,16.54627024,4.054724788,NA,64.13313485,NA,45.2042896,6.637098905,NA,228.8525134,280.6939019,37.77160871,4.193062457,NA,84.7,2021
2021-09-09,GC,7,31.25,1,0,0,0,NA,18.87762008,1.206596304,NA,12.03408959,NA,50.47037572,3.503166047,NA,44.66962951,98.64317128,60.94082994,1.571381233,NA,32.1,2021
2021-09-09,GC,8,34.875,1,0,0,0,NA,15.00528775,32.14316432,NA,212.6810384,NA,39.41393592,44.69421759,NA,282.7238684,366.8320219,36.0561842,37.41220202,NA,260,2021
2021-09-09,GC,9,37.75,1,0,0,0,NA,5.745362632,1.799371813,NA,99.27333899,NA,9.611009921,2.981296134,NA,60.58126291,73.17356897,8.65592546,1.90828116,NA,107,2021
2021-09-09,GC,10,45,1,0,0,0,NA,6.049934665,4.608917277,NA,63.80790698,NA,10.62407367,10.87920718,NA,105.8071523,127.3104331,7.070572497,4.548938216,NA,74.5,2021
2021-09-09,GC,11,22,1,0,0,0,NA,15.74654944,NA,NA,24.36987933,NA,48.2734678,NA,NA,76.16055032,124.4340181,54.65542193,NA,NA,40.1,2021
2021-09-09,GC,12,31.375,1,0,0,0,NA,17.28519356,1.129430261,NA,25.7416153,NA,44.78337451,1.652179902,NA,149.6185333,196.0540877,38.93751746,1.348301218,NA,44.2,2021
2021-09-09,GC,13,35.75,1,0,0,0,NA,0.869871754,3.32515493,NA,104.3553902,NA,2.143601392,6.288201412,NA,192.2320116,200.6638144,0.318695756,3.111328995,NA,109,2021
2021-09-09,GC,14,35.75,1,0,0,0,NA,5.555955073,3.979298489,NA,103.4199357,NA,16.73309175,7.97933458,NA,345.1482485,369.8606749,14.15996883,5.792597604,NA,113,2021
2021-09-09,GC,15,42.75,1,0,0,0,NA,3.953005914,4.707128604,NA,72.31873961,NA,9.250297781,8.725202257,NA,211.0095774,228.9850775,5.909866605,4.876893897,NA,81,2021
2021-09-09,GC,16,23.875,1,0,0,0,NA,19.53002389,0.748276778,NA,13.6307145,NA,44.05221905,2.689788255,NA,17.00344796,63.74545527,57.38628141,1.432950029,NA,33.9,2021
2021-09-09,GC,17,31.75,1,0,0,0,NA,4.793648106,1.648547275,NA,41.29186204,NA,14.7929344,3.754620822,NA,100.9157281,119.4632833,14.37135702,3.052560038,NA,47.7,2021
2021-09-09,GC,18,33.75,1,0,0,0,NA,6.134700393,2.168833472,NA,112.7875099,NA,14.78891232,12.51857228,NA,276.1939074,303.501392,16.66283773,7.263546063,NA,121,2021
2021-09-09,GC,19,44.375,1,0,0,0,NA,4.072262525,5.787453201,NA,106.5276181,NA,10.66687167,7.267240095,NA,359.8249197,377.7590315,6.894435159,6.073902905,NA,116,2021
2021-09-09,GC,20,36.25,1,0,0,0,NA,6.629264576,1.150475545,NA,71.83526096,NA,14.14708484,2.568163347,NA,59.38588798,76.10113617,14.62226358,1.646021841,NA,79.6,2021
2021-09-09,GC,12.1,NA,0,0,0,0,NA,NA,0.683971742,NA,4.490938535,NA,NA,1.898092904,NA,14.08833425,15.98642715,NA,0.712616712,NA,5.17,2021
2021-10-13,GC,1,18.75,1,0,0,0,NA,25.58989661,NA,3.75e-8,NA,57.65859151,52.87550646,NA,5.146096023,NA,58.02160248,27.53050566,NA,9.585,25.6,2021
2021-10-13,GC,2,32.25,1,0,0,0,NA,28.88465279,NA,3.99e-8,NA,157.4394726,44.737552,NA,6.518136188,NA,51.25568819,28.88991412,NA,8.7849,28.9,2021
2021-10-13,GC,3,45,1,0,0,0,NA,6.419980915,2.700811494,NA,31.0008533,NA,3.730512174,4.511277358,NA,83.93582676,92.1776163,7.014276362,3.245065931,NA,40.1,2021
2021-10-13,GC,4,37,1,0,0,0,NA,1.419621349,NA,NA,5.394507654,4.418340535,3.795131874,NA,NA,14.25719617,18.05232805,3.416818835,NA,NA,6.81,2021
2021-10-13,GC,5,58,1,0,0,0,NA,25.25434124,NA,NA,6.39723884,30.95755955,57.69878214,NA,NA,12.61052776,70.3093099,26.81870738,NA,NA,31.7,2021
2020-07-20,GR,1,14.25,1,0,0,0,NA,46.89240112,NA,2.85e-7,111.3414546,NA,67.86353276,NA,39.35646225,234.8172494,342.0372444,7.232211973,NA,20.53425,158,2020
2020-07-20,GR,2,22.875,1,0,0,0,NA,9.698368546,NA,1.06e-7,12.20931044,NA,29.73568704,NA,12.98881388,17.37621257,60.10071348,6.484975768,NA,14.0612625,21.9,2020
2020-07-20,GR,3,20.75,1,0,0,0,NA,18.29770558,NA,7.11e-8,26.83117681,NA,28.7021627,NA,8.723533909,57.58324162,95.00893823,10.72257239,NA,10.733975,45.1,2020
2020-07-20,GR,4,35.625,1,0,0,0,NA,10.57876294,NA,5.79e-8,7.836548521,NA,23.44430605,NA,5.860664559,12.76919641,42.07416701,5.018809265,NA,9.0095625,18.4,2020
2020-07-20,GR,5,33.5,1,0,0,0,NA,26.54511868,NA,4.02e-7,168.1163434,NA,179.0992633,NA,15.1863875,463.890311,658.1759618,1.07162588,NA,19.1352,195,2020
2020-07-27,GR,1,33.9725,1,0,0,0,NA,35.97574444,NA,NA,164.3464424,NA,51.13151861,NA,8.286973076,343.9170055,403.3354972,17.57842452,NA,2.543521075,200,2020
2020-07-27,GR,2,29.5275,1,0,0,0,NA,10.73777176,NA,1.23e-8,82.67663471,NA,12.62245347,NA,4.597966198,38.66319404,55.88361371,23.23001872,NA,0.69153405,93.4,2020
2020-07-27,GR,3,30.25,1,0,0,0,NA,18.48477477,NA,8.77e-8,61.79003842,NA,62.19633928,NA,10.11075698,227.3375435,299.6446398,55.36733713,NA,5.26955,80.3,2020
2020-07-27,GR,4,30.625,1,0,0,0,NA,11.68514361,NA,1.29e-7,117.2913153,NA,39.98018354,NA,11.26975806,143.7973133,195.0472549,39.52444706,NA,12.5715625,129,2020
2020-07-27,GR,5,24.875,1,0,0,0,NA,5.907878995,NA,3.11e-8,6.821631393,NA,9.269110208,NA,5.0184417,4.013317798,18.30086971,14.67183692,NA,2.31437,12.7,2020
2020-08-03,GR,1,24.875,1,0,0,0,NA,4.545781423,NA,3.98e-8,5.903681763,NA,9.788302342,NA,3.021005432,9.609065326,22.4183731,10.60050974,NA,3.039725,10.4,2020
2020-08-03,GR,2,31.75,1,0,0,0,NA,7.094599197,NA,5.14e-8,42.28144153,NA,17.34464602,NA,6.004296929,52.81974679,76.16868974,21.37008326,NA,1.64592,49.4,2020
2020-08-03,GR,3,29.125,1,0,0,0,NA,31.12948313,NA,4.66e-8,120.4410363,NA,42.7477662,NA,3.422783869,194.3783218,240.5488719,42.63131563,NA,2.11098,152,2020
2020-08-03,GR,4,30.25,1,0,0,0,NA,22.50676245,NA,4.84e-8,177.8135685,NA,55.79048052,NA,5.082789381,214.7439427,275.6172126,29.74166354,NA,3.99905,200,2020
2020-08-03,GR,5,31.25,1,0,0,0,NA,3.280258323,NA,1.97e-8,80.39507655,NA,43.86949826,NA,5.62265625,114.2927432,163.7848977,20.4723265,NA,5.153125,83.7,2020
2020-08-10,GR,1,22.875,1,0,0,0,NA,6.319431223,NA,2.1e-8,76.03991472,NA,13.02944671,NA,4.06850175,234.9297558,252.0277043,17.67242679,NA,2.9394375,82.4,2020
2020-08-10,GR,2,24.5,1,0,0,0,NA,7.66983697,NA,1.34e-8,33.39817115,NA,29.60368505,NA,3.117151333,115.197154,147.9179904,17.19165896,NA,2.98655,41.1,2020
2020-08-10,GR,3,35.5,1,0,0,0,NA,7.055431584,NA,-1.69e-8,33.20338063,NA,31.42069832,NA,10.48208838,101.9814177,143.8842044,18.38673882,NA,9.48915,40.3,2020
2020-08-10,GR,4,29.875,1,0,0,0,NA,14.92812171,NA,2.99e-8,98.63514552,NA,49.88259993,NA,5.401887958,227.2186637,282.5031516,32.98848325,NA,3.6895625,114,2020
2020-08-10,GR,5,32.5,1,0,0,0,NA,10.95991643,NA,3.25e-8,43.76002456,NA,30.1194712,NA,3.144405952,142.2094297,175.4733068,24.37324534,NA,5.8825,54.7,2020
2020-08-17,GR,1,26,1,0,0,0,NA,3.883244693,NA,2.36e-8,18.28970563,NA,33.79014547,NA,4.3595838,53.33040398,91.48013325,25.4315893,NA,12.454,22.2,2020
2020-08-17,GR,3,35.75,1,0,0,0,NA,8.460204316,NA,0,74.93426788,NA,33.92791949,NA,1.665118813,134.1263348,169.7193731,32.21191225,NA,9.55955,83.4,2020
2020-08-17,GR,4,28.75,1,0,0,0,NA,18.60344679,NA,-8.63e-8,104.9986272,NA,42.26024757,NA,2.482086528,304.3451999,349.087534,35.04238608,NA,5.635,124,2020
2020-08-17,GR,5,22.125,1,0,0,0,NA,3.612773816,NA,1.77e-8,13.87459235,NA,27.74368796,NA,3.449356761,41.78758279,72.98062752,29.05301507,NA,5.5511625,17.5,2020
2020-08-17,GR,2,NA,0,0,0,0,NA,9.119623226,NA,NA,8.869489073,NA,53.37850573,NA,NA,26.80279011,80.18129584,39.24945535,NA,NA,18,2020
2020-08-24,GR,1,26.875,1,0,0,0,NA,6.629264576,NA,1.64e-8,22.15240906,NA,28.44181897,NA,3.100979779,33.992375440000004,65.5351742,30.71559253,NA,28.299375,28.8,2020
2020-08-24,GR,2,29.75,1,0,0,0,NA,10.2481766,NA,2.68e-8,137.4279017,NA,69.76801412,NA,2.7195035,213.8442203,286.331738,32.81772415,NA,17.7667,148,2020
2020-08-24,GR,3,25.25,1,0,0,0,NA,113.1113884,NA,1.35e-7,142.7700988,NA,138.5479375,NA,15.78920704,208.7344547,363.0715992,103.7504459,NA,20.182325,256,2020
2020-08-24,GR,4,32,1,0,0,0,NA,10.78395446,NA,6.4e-8,82.4120892,NA,30.86638119,NA,6.3999328,147.7292308,184.9955447,32.11779306,NA,11.7568,93.2,2020
2020-08-24,GR,5,27.25,1,0,0,0,NA,7.183457064,NA,4.93e-8,37.23459531,NA,30.25831498,NA,4.319888,65.46721048,100.0454135,41.88853401,NA,16.903175,44.4,2020
2020-09-14,GR,1,26,1,0,0,0,NA,17.85107787,NA,2.91e-7,7.807365061,NA,43.83935765,NA,31.52128063,29.28463322,104.6452715,NA,NA,NA,25.7,2020
2020-09-14,GR,2,20,1,0,0,0,NA,22.32203162,NA,1.43e-7,106.9772964,NA,50.9573671,NA,14.84339333,293.047188,358.8479484,NA,NA,NA,129,2020
2020-09-14,GR,3,25.5,1,0,0,0,NA,15.13857456,NA,9.61e-8,80.83229156,NA,69.33235599,NA,9.99295275,210.9974151,290.3227239,NA,NA,NA,96,2020
2020-09-14,GR,4,32.125,1,0,0,0,NA,25.1701601,NA,2.18e-7,23.12996969,NA,116.6496337,NA,25.81447294,43.03166665,185.4957733,NA,NA,NA,48.3,2020
2020-09-14,GR,5,29.125,1,0,0,0,NA,2.861574083,NA,2.55e-7,6.109844464,NA,6.489548698,NA,6.167886198,14.37298152,27.03041642,NA,NA,NA,8.97,2020
2020-09-21,GR,1,31.75,1,0,0,0,NA,29.16876413,NA,2.67e-7,22.0606966,NA,72.73044013,NA,50.67149043,80.16385211,203.5657827,128.8539626,NA,NA,51.2,2020
2020-09-21,GR,2,28.875,1,0,0,0,NA,16.09964254,NA,6.38e-8,57.25964988,NA,64.63238433,NA,20.65681013,287.7352234,373.0244178,117.4537321,NA,NA,73.4,2020
2020-09-21,GR,3,34,1,0,0,0,NA,9.107931401,NA,1.19e-7,25.73664833,NA,98.39094914,NA,25.76523886,112.467154,236.623342,95.94966049,NA,NA,34.8,2020
2020-09-21,GR,4,29.25,1,0,0,0,NA,7.623654262,NA,1.49e-7,3.465602195,NA,29.50695207,NA,21.28975583,10.1711719,60.9678798,23.35500433,NA,NA,11.1,2020
2020-09-21,GR,5,34.625,1,0,0,0,NA,8.885786733,NA,1.29e-7,29.38317663,NA,38.54054635,NA,12.54530482,91.7723502,142.8582014,75.29535074,NA,NA,38.3,2020
2020-09-28,GR,1,27.25,1,0,0,0,NA,12.6949832,NA,6.54e-8,25.42051058,NA,60.48623597,NA,10.8399732,101.1078091,172.4340183,55.9149822,NA,8.26765,38.1,2020
2020-09-28,GR,2,28.625,1,0,0,0,NA,11.61699697,NA,7.29e-8,23.28504935,NA,126.0990832,NA,13.20944421,76.31446287,215.6229903,86.514358,NA,9.097025,34.9,2020
2020-09-28,GR,3,32.875,1,0,0,0,NA,4.282325641,NA,5.75e-8,39.64515793,NA,108.1077135,NA,6.072221705,146.2231344,260.4030696,99.19016661,NA,8.69215,43.9,2020
2020-09-28,GR,4,29.25,1,0,0,0,NA,6.453887206,NA,1.04e-7,10.14227905,NA,29.18955312,NA,13.20934388,59.60250282,102.0013998,18.99863046,NA,12.416625,16.6,2020
2020-09-28,GR,5,30,1,0,0,0,NA,6.297996211,NA,2.2e-7,54.37044395,NA,19.67607723,NA,22.815672,157.2789546,199.7707038,13.10419707,NA,18.846,60.7,2020
2020-10-05,GR,1,20.375,1,0,0,0,NA,8.740808107,NA,1.2e-7,4.32063521,NA,69.19137468,NA,22.8104692,11.91878076,103.9206246,57.2375614,NA,11.6382,13.1,2020
2020-10-05,GR,2,18.125,1,0,0,0,NA,30.76820575,NA,4.53e-8,57.66885613,NA,49.88793077,NA,10.79117913,128.7363513,189.4154612,98.7800174,NA,6.3963125,88.4,2020
2020-10-05,GR,3,21.375,1,0,0,0,NA,7.638658771,NA,6.41e-8,21.09889139,NA,67.20986262,NA,8.594079525,68.411527,144.2154691,92.15496188,NA,8.092575,28.7,2020
2020-10-05,GR,4,27.625,1,0,0,0,NA,4.590989812,NA,1.33e-7,7.794624209,NA,14.51400521,NA,15.15651457,39.44355561,69.11407539,13.57724829,NA,10.1190375,12.4,2020
2020-10-05,GR,5,28.125,1,0,0,0,NA,9.708891188,NA,1.07e-7,1.951807577,NA,53.3158647,NA,16.39966781,7.940278813,77.65581133,23.40235622,NA,10.7746875,11.7,2020
2020-10-19,GR,1,24.75,1,0,0,0,NA,9.517145264,NA,1.67e-7,7.78815471,NA,95.74360265,NA,27.748512,48.09351363,171.5856283,114.7248602,NA,22.8789,17.3,2020
2020-10-19,GR,2,32.375,1,0,0,0,NA,8.156216875,NA,1.36e-7,7.91621116,NA,116.1316211,NA,22.1878048,33.40504815,171.724474,127.6957704,NA,17.709125,16.1,2020
2020-10-19,GR,3,24.625,1,0,0,0,NA,12.39567249,NA,2.76e-7,4.069721417,NA,79.0091621,NA,46.36940581,29.80668149,155.1852494,55.8604983,NA,32.25875,16.5,2020
2020-10-19,GR,4,21.125,1,0,0,0,NA,10.51211954,NA,2.2e-7,NA,NA,37.06218145,NA,37.37520345,NA,74.4373849,55.46765299,NA,23.807875,10.5,2020
2020-10-19,GR,5,17.375,1,0,0,0,NA,11.69065547,NA,1.51e-7,4.234452826,NA,51.51451551,NA,22.66238625,9.951047811,84.12794957,29.74622335,NA,15.2761,15.9,2020
2021-06-22,GR,1,22.25,1,0,0,0,NA,14.34762262,NA,3.46e-8,NA,NA,25.51534423,NA,-168.0313993,NA,-142.516055,31.88202742,NA,4.2186,14.3,2021
2021-06-22,GR,2,33,1,0,0,0,NA,27.72833134,NA,3.38e-8,NA,NA,34.8222107,NA,-405.571353,NA,-370.7491423,60.44088752,NA,49.401,27.7,2021
2021-06-22,GR,3,31.5,1,0,0,0,NA,3.283064361,NA,4.5e-8,NA,NA,5.817755722,NA,-85.5536535,NA,-79.73589778,6.958272521,NA,27.3105,3.28,2021
2021-06-22,GR,4,18.25,1,0,0,0,NA,2.185202027,NA,4.43e-8,NA,NA,3.922741111,NA,-89.363388,NA,-85.44064689,4.998956547,NA,23.141,2.19,2021
2021-06-22,GR,5,36.25,1,0,0,0,NA,23.21411784,NA,4.53e-8,NA,NA,61.22392795,NA,-298.5209975,NA,-237.2970695,48.55030185,NA,42.95625,23.2,2021
