date,site,sample,average.depth,cobble,sand,gravel,pebble,cpom.om.area.g.m2,epil.om.area.g.m2,epip.om.area.g.m2,fbom.area.g.m2,fila.om.area.g.m2,macro.om.area.g.m2,epil.chla.mg.m2.ritchie,epip.chla.mg.m2.ritchie,fbom.chla.mg.m2.ritchie,fila.chla.mg.m2.ritchie,total.chla.mg.m2.ritchie,phicocyanin.mg.m2,epip.phicocyanin.mg.m2,fbom.phicocyanin.mg.m2,total.algal.biomass.g.m2,year
2021-07-07,GR,1,12.125,1,0,0,0,NA,16.20486896,NA,3.6e-8,NA,NA,23.10074046,NA,2736.263802,NA,2759.364542,29.40610817,NA,15.629125,16.2,2021
2021-07-07,GR,2,22.75,1,0,0,0,NA,11.12594034,NA,3.49e-8,NA,NA,11.75747789,NA,1375.028264,NA,1386.785742,12.90426686,NA,21.38045,11.1,2021
2021-07-07,GR,3,23.25,1,0,0,0,NA,12.72070522,NA,7.36e-8,NA,NA,23.30729002,NA,7250.012625,NA,7273.319915,19.76678334,NA,16.574925,12.7,2021
2021-07-07,GR,4,28.75,1,0,0,0,NA,20.56241201,NA,7.51e-8,NA,NA,22.56741661,NA,8603.899143,NA,8626.466559,27.4852583,NA,28.30725,20.6,2021
2021-07-07,GR,5,37.25,1,0,0,0,NA,13.46664363,NA,4.79e-8,NA,5.027484599,17.46929125,NA,2701.657841,NA,2719.127132,14.57011804,NA,37.2053,13.5,2021
2021-07-20,GR,1,37.5,1,0,0,0,NA,13.29945054,NA,2.34e-7,NA,NA,31.7924179,NA,12.88126193,NA,44.67367984,16.15085273,NA,55.8,13.3,2021
2021-07-20,GR,2,32.75,1,0,0,0,NA,32.14959483,NA,2.14e-7,NA,NA,33.63968681,NA,29.3389172,NA,62.97860401,25.52588387,NA,65.762,32.1,2021
2021-07-20,GR,3,34.75,1,0,0,0,NA,28.80865593,NA,1.66e-7,NA,NA,63.73001199,NA,14.17928575,NA,77.90929774,51.42532154,NA,67.03275,28.8,2021
2021-07-20,GR,4,36,1,0,0,0,NA,7.934072207,NA,1.21e-6,NA,NA,37.52408096,NA,60.964314,NA,98.48839496,17.7103083,NA,92.916,7.93,2021
2021-07-20,GR,5,33,1,0,0,0,NA,14.45109527,NA,1.23e-7,NA,NA,56.61596508,NA,18.4407058,NA,75.05667088,38.98989684,NA,46.332,14.5,2021
2021-08-03,GR,1,15.9375,1,0,0,0,16.86171526,7.340127514,NA,2.96e-7,NA,NA,45.17335359,NA,15.81329333,NA,60.98664692,18.52101943,NA,23.173125,7.34,2021
2021-08-03,GR,2,15.25,1,0,0,0,NA,9.620033321,NA,1.09e-7,1.806452892,NA,23.86846415,NA,14.1349322,2.644029037,40.64742538,24.21277504,NA,25.498,11.4,2021
2021-08-03,GR,3,9.6875,0,1,0,0,NA,8.745484837,NA,1.21e-7,NA,5.203264561,27.23125898,NA,10.05478154,NA,37.28604052,13.43624489,NA,17.4665625,8.75,2021
2021-08-03,GR,4,15.5625,1,0,0,0,NA,6.430503557,NA,7.26e-8,NA,5.431474895,28.86722239,NA,18.90466723,NA,47.77188961,10.20135084,NA,23.157,6.43,2021
2021-08-03,GR,5,8.625,1,0,0,0,NA,22.31384734,NA,3.27e-8,NA,NA,45.20996114,NA,6.347874938,NA,51.55783608,54.1942496,NA,5.1430875,22.3,2021
2021-08-17,GR,1,25.75,1,0,0,0,NA,4.332990215,NA,8.88e-8,NA,NA,9.43657372,NA,20.83798286,NA,30.27455658,12.70082912,NA,41.53475,4.33,2021
2021-08-17,GR,2,36.7,1,0,0,0,NA,3.846610309,NA,2.1e-8,NA,NA,13.19908607,NA,8.638676686,NA,21.83776275,19.54078037,NA,29.93252,3.85,2021
2021-08-17,GR,3,11.5,1,0,0,0,NA,3.619788911,NA,1.44e-8,NA,5.097395203,8.241893584,NA,2.731401372,NA,10.97329496,8.61593942,NA,4.17795,3.62,2021
2021-08-17,GR,4,25.25,1,0,0,0,NA,10.21047047,NA,1.73e-8,NA,35.83751384,17.63230182,NA,5.022594878,NA,22.6548967,29.35150735,NA,9.7566,10.2,2021
2021-08-17,GR,5,17.125,1,0,0,0,NA,9.902975478,NA,1.63e-8,NA,5.739037035,33.90166375,NA,2.867993739,NA,36.76965749,32.1846703,NA,11.518275,9.9,2021
2021-09-22,GR,1,29.5,1,0,0,0,NA,14.56801351,NA,3.64e-6,NA,58.46964589,44.15513826,NA,3.913673222,NA,48.06881148,43.04111408,NA,10.3958,14.6,2021
2021-09-22,GR,2,31.5,1,0,0,0,NA,23.4304166,NA,5.6e-8,9.587124273,NA,56.47247482,NA,0.145628,36.22054585,92.83864867,51.14004101,NA,8.1207,33,2021
2021-09-22,GR,3,35.375,1,0,0,0,NA,26.30485169,NA,5.56e-8,0.588523661,NA,85.67177139,NA,2.810494225,5.00324251,93.48550812,39.50375253,NA,3.657775,26.9,2021
2021-09-22,GR,4,21.25,1,0,0,0,NA,5.714963888,NA,9.7e-8,NA,NA,15.6389242,NA,4.5957525,NA,20.2346767,2.062554786,NA,9.33725,5.71,2021
2021-09-22,GR,5,11.75,1,0,0,0,NA,10.42560004,NA,3.66e-8,2.335766746,NA,33.96466819,NA,3.781170044,9.070820336,46.81665857,26.34086251,NA,6.0583,12.8,2021
2021-10-13,GR,1,30.25,1,0,0,0,NA,31.03477935,NA,5.68e-8,NA,16.14456534,72.12850873,NA,11.43481914,NA,83.56332786,59.71248685,NA,10.868825,31,2021
2021-10-13,GR,2,33.5,1,0,0,0,NA,37.93412507,2.345380025,4.19e-8,18.17850514,NA,108.778337,20.98111995,13.06348413,59.18897447,202.0119155,95.3140929,6.557126018,8.9646,58.5,2021
2021-10-13,GR,3,36.5,1,0,0,0,NA,36.7123294,NA,9.95e-8,NA,65.71997119,73.33875136,NA,41.26642384,NA,114.6051752,29.39324717,NA,20.3013,36.7,2021
2021-10-13,GR,4,34.5,1,0,0,0,NA,13.46079772,21.70470328,5.55e-8,20.79396861,1.747483952,35.64138661,17.03609037,12.2241205,145.6416553,210.5432528,25.87389103,5.781958044,11.13315,56,2021
2021-10-13,GR,5,27.25,1,0,0,0,NA,10.55070256,NA,3.82e-8,NA,3.589930017,60.48211645,NA,8.562819275,NA,69.04493572,24.07580532,NA,10.70925,10.6,2021
2020-07-21,WS,1,33.5,1,0,0,0,35.07547395,14.27337953,NA,2.41e-7,NA,35.07547395,23.54737039,NA,11.46880317,NA,35.01617355,2.778071071,NA,41.004,14.3,2020
2020-07-21,WS,5,17.75,0,1,0,0,36.36157466,NA,NA,8.16e-8,NA,NA,NA,NA,12.2777531,NA,12.2777531,NA,NA,8.08335,8.16e-8,2020
2020-07-21,WS,2,23.5,1,0,0,0,NA,21.32588816,NA,1.07e-7,5.301073296,NA,56.2515758,NA,23.65238255,6.292463455,86.1964218,1.438562105,NA,2.43695,26.6,2020
2020-07-21,WS,3,18,0,0,0,1,NA,0.383491848,NA,4.8e-8,NA,NA,0.706554642,NA,1.662317,NA,2.3688716420000002,0.313808574,NA,1.27008,0.383,2020
2020-07-21,WS,4,31,0,0,0,1,NA,1.9081057830000001,NA,6.01e-8,NA,NA,3.253679252,NA,3.82422975,NA,7.077909002,NA,NA,4.2687,1.91,2020
2020-08-04,WS,1,34.75,0,1,0,0,36.9987791,0.389727488,0.282942157,7.72e-8,NA,NA,0.478885183,1.372113724,26.70270649,52.44362165,80.99732704,0.803345272,0.439144934,6.5191,0.673,2020
2020-08-04,WS,5,7.375,0,1,0,0,98.52232959,NA,NA,4.54e-7,NA,NA,NA,NA,10.17220278,NA,10.17220278,NA,NA,9.77925,4.54e-7,2020
2020-08-04,WS,2,27.375,0,0,0,1,NA,1.470831541,NA,1.11e-7,NA,NA,1.742444734,NA,11.51194989,NA,13.25439463,16.62039641,NA,3.4246125,1.47,2020
2020-08-04,WS,3,35,1,0,0,0,NA,3.860640499,0.233836493,1.52e-7,3.672402122,NA,11.73480012,1.504156491,16.30995776,32.6615755,62.21048987,33.1407108,0.52126831,4.949,7.77,2020
2020-08-04,WS,4,38.875,0,0,0,1,NA,1.557935634,NA,2.4e-7,NA,NA,1.789294396,NA,15.82172848,NA,17.61102287,3.769444267,NA,3.45171125,1.56,2020
2020-08-18,WS,3,35.5,1,0,0,0,NA,5.471773936,0.233836493,6.36e-8,5.934752442,NA,13.7393421,NA,1.558544667,5.793235605,21.09112237,7.924952583,NA,1.01175,11.6,2020
2020-08-18,WS,1,36,0,0,0,1,NA,10.92016422,NA,9.09e-8,NA,NA,15.8868069,NA,3.289416,NA,19.1762229,16.72398598,NA,14.9688,10.9,2020
2020-08-18,WS,2,29.25,1,0,0,0,NA,2.659890108,0.662341866,7.8e-8,16.01017022,NA,5.258424302,2.979530676,8.450627946,13.75290601,30.44148893,4.195026684,1.080339797,5.689125,19.3,2020
2020-08-18,WS,4,30.25,1,0,0,0,NA,9.411918842,NA,1e-7,1.816467517,NA,22.31569507,NA,6.7109746,3.747470531,32.7741402,18.11122097,NA,0.568095,11.2,2020
2020-08-18,WS,5,28.25,0,0,0,1,NA,1.732728413,NA,4.91e-8,NA,NA,3.625031841,NA,2.034527829,NA,5.65955967,2.214244519,NA,2.974725,1.73,2020
2020-09-01,WS,2,27,1,0,0,0,6.182636874,6.695907976,NA,3.36e-8,43.39186882,NA,16.12815629,NA,2.439815143,NA,18.56797144,8.589048223,NA,7.5384,50.1,2020
2020-09-01,WS,4,27.25,1,0,0,0,10.52614973,7.693220619,NA,3.97e-8,NA,NA,14.40793789,NA,3.221441934,NA,17.62937982,25.46292339,NA,4.526225,7.69,2020
2020-09-01,WS,1,31,1,0,0,0,NA,4.011465037,0.526911564,6.42e-8,5.400453805,NA,17.51909651,1.298983412,3.224231467,NA,22.04231139,10.29792531,1.766167031,5.8559,9.94,2020
2020-09-01,WS,3,24.25,1,0,0,0,NA,14.49786256,NA,1.76e-7,NA,NA,50.96564517,NA,17.154547,NA,68.12019217,47.51557537,NA,12.151675,14.5,2020
2020-09-01,WS,5,30.5,1,0,0,0,NA,3.525669723,NA,3.23e-8,NA,NA,11.37801408,NA,2.3538985,NA,13.73191258,6.341879526,NA,4.8129,3.53,2020
2020-09-29,WS,5,16.75,1,0,0,0,17.65816277,5.854486329,NA,6.44e-8,11.64799706,NA,26.7094492,NA,13.99951433,NA,40.70896352,15.27139368,NA,10.6932,17.5,2020
2020-09-29,WS,1,33.5,1,0,0,0,NA,8.65195024,3.048935573,6.22e-8,NA,154.9629959,35.79606154,23.89687009,9.65494455,NA,69.34787618,34.02812029,3.98527535,NA,11.7,2020
2020-09-29,WS,2,32.5,1,0,0,0,NA,7.819492325,NA,5.61e-8,9.882909605,NA,28.05718626,NA,6.055284773,10.6235171,44.73598813,17.02329669,NA,12.15825,17.7,2020
2020-09-29,WS,3,23.5,1,0,0,0,NA,15.53141986,NA,4.7e-8,NA,NA,49.88186786,NA,4.9208718,NA,54.80273966,59.78158553,NA,8.70675,15.5,2020
2020-09-29,WS,4,29.5,1,0,0,0,NA,8.194799896,NA,1.68e-7,NA,NA,17.64601646,NA,16.89086515,NA,34.53688161,21.81928316,NA,18.5673,8.19,2020
2020-10-20,WS,1,17.25,1,0,0,0,NA,18.32693514,NA,2.83e-7,NA,NA,52.47688179,NA,74.01306798,NA,126.4899498,104.5190664,NA,19.09575,18.3,2020
2020-10-20,WS,2,26.75,1,0,0,0,NA,11.7463865,NA,1.98e-7,NA,NA,47.59398737,NA,34.31581193,NA,81.90979931,56.88423446,NA,16.70805,11.7,2020
2020-10-20,WS,3,17,1,0,0,0,NA,20.47706169,NA,2.02e-7,NA,NA,98.61253358,NA,38.99519311,NA,137.6077267,53.38767738,NA,14.5078,20.5,2020
2020-10-20,WS,4,18.25,1,0,0,0,NA,19.02026034,NA,2.9e-7,NA,NA,133.2372766,NA,66.3210694,NA,199.558346,109.2404591,NA,19.637,19,2020
2020-10-20,WS,5,13.625,1,0,0,0,NA,38.19719113,NA,2.19e-7,NA,NA,74.36355756,NA,39.11269073,NA,113.4762483,65.39295985,NA,12.3061,38.2,2020
2021-06-22,WS,1,25.25,1,0,0,0,12.5316859,14.59139716,NA,2.34e-8,NA,NA,23.35945424,NA,-21.44378975,NA,1.915664486,27.18115394,NA,4.5955,14.6,2021
2021-06-22,WS,3,29.25,1,0,0,0,-7.786324957,8.388884185,NA,2.02e-7,NA,NA,21.43514551,NA,-37.40434425,NA,-15.96919874,23.02237192,NA,4.83795,8.39,2021
2021-06-22,WS,2,32.75,1,0,0,0,NA,7.562272183,NA,8.37e-8,NA,NA,10.01175336,NA,-54.005274,NA,-43.99352064,10.0601136,NA,10.280225,7.56,2021
2021-06-22,WS,4,32.625,1,0,0,0,NA,8.698717539,NA,3.88e-8,NA,NA,17.28585158,NA,-48.2600745,NA,-30.97422292,12.49739137,NA,4.574025,8.7,2021
2021-06-22,WS,5,14.5,1,0,0,0,NA,9.952081141,NA,2e-7,NA,NA,21.06706741,NA,-167.529201,NA,-146.4621336,11.51153671,NA,12.2554,9.95,2021
2021-07-07,WS,1,30.75,1,0,0,0,21.45800578,8.231044553,NA,1.46e-7,NA,NA,20.24490321,NA,19005.3045,NA,19025.5494,5.66819659,NA,29.643,8.23,2021
2021-07-07,WS,4,33.25,1,0,0,0,1.668423377,7.810138865,NA,4.04e-7,NA,NA,17.91041061,NA,31593.98073,NA,31611.89114,11.57022967,NA,45.9515,7.81,2021
2021-07-07,WS,2,27.75,1,0,0,0,NA,9.952665732,NA,1.64e-6,NA,NA,17.12748985,NA,28701.69735,NA,28718.82484,10.04035442,NA,42.1245,9.95,2021
2021-07-07,WS,3,37.125,0,0,1,0,NA,0.675319792,NA,1.34e-7,NA,NA,1.514715635,NA,16763.45079,NA,16764.9655,2.020627903,NA,61.590375,0.675,2021
2021-07-07,WS,5,36.75,1,0,0,0,NA,12.35825865,NA,1.2e-7,NA,16.30493153,34.39004903,NA,26663.8187,NA,26698.20874,15.80383938,NA,29.0766,12.4,2021
2021-07-20,WS,1,30.5,1,0,0,0,21.22767683,4.835738675,NA,1.46e-7,2.287930071,0.516778649,15.61042138,NA,30.41712998,12.17164643,58.19919779,11.52346237,NA,26.1324,7.12,2021
2021-07-20,WS,2,16.5,1,0,0,0,NA,2.865666221,NA,7.56e-7,NA,NA,4.182833268,NA,35.92471025,NA,40.10754352,4.094126237,NA,32.538,2.87,2021
2021-07-20,WS,3,27,1,0,0,0,NA,3.395305878,0.253879621,2.97e-7,10.01726375,NA,23.61183471,4.061454072,36.68002546,84.15754767,148.5108619,8.6786076,0.781247723,43.119,13.7,2021
2021-07-20,WS,4,25.875,1,0,0,0,NA,4.2406248,NA,9.06e-7,NA,NA,7.680322338,NA,121.4173951,NA,129.0977174,5.065950702,NA,49.1625,4.24,2021
2021-07-20,WS,5,33.125,1,0,0,0,NA,6.357429653,NA,1.33e-7,NA,5.543094066,17.86591845,NA,23.90269168,NA,41.76861014,10.23765396,NA,24.8934375,6.36,2021
2021-08-03,WS,1,14.6875,1,0,0,0,NA,8.245074742,0.32269436,1.43e-7,26.44682596,NA,17.61571933,1.169079121,1.242598818,32.47737588,52.50477315,6.721746909,0.508594372,15.7596875,35,2021
2021-08-03,WS,2,8.6875,1,0,0,0,NA,5.098804729,NA,1.48e-7,2.989512518,NA,11.49780696,NA,4.50755647,15.04816321,31.05352663,8.82265088,NA,13.5785625,8.09,2021
2021-08-03,WS,3,16.6875,1,0,0,0,NA,20.62437868,0.421490279,1.37e-8,12.11054611,NA,6.215080893,1.566313119,16.21638836,31.94389705,55.94167942,27.41323666,0.748042941,18.5731875,33.2,2021
2021-08-03,WS,4,11,1,0,0,0,NA,2.623645451,NA,6.5e-8,NA,NA,5.776796571,NA,8.983215,NA,14.76001157,4.06819377,NA,10.3708,2.62,2021
2021-08-03,WS,5,16.125,1,0,0,0,NA,4.349358769,NA,3.33e-7,NA,NA,9.331617052,NA,39.31441318,NA,48.64603023,6.089102277,NA,26.654625,4.35,2021
2021-08-17,WS,1,27.625,1,0,0,0,NA,4.629962561,1.800540996,2.61e-8,NA,NA,33.64926982,NA,16.35221217,NA,50.00148199,11.41496224,NA,14.2848875,6.43,2021
2021-08-17,WS,2,12.25,1,0,0,0,NA,4.758572632,NA,5.27e-8,NA,1.61216003,17.78359746,NA,10.70827908,NA,28.49187653,10.34024972,NA,4.511675,4.76,2021
2021-08-17,WS,3,33.625,1,0,0,0,NA,0.708190522,NA,7.64e-9,NA,NA,13.30153917,NA,3.260187131,NA,16.5617263,7.889643273,NA,7.2394625,0.708,2021
2021-08-17,WS,4,39,1,0,0,0,9.029308534,6.266818012,NA,1.75e-7,NA,NA,16.13862191,NA,32.33612087,NA,48.47474278,10.03082558,NA,53.196,6.27,2021
2021-08-17,WS,5,26,1,0,0,0,5.359055364,8.663642065,NA,NA,15.33371077,2.331256637,16.34767092,NA,NA,112.9008043,129.2484752,10.79915384,NA,NA,24,2021
2021-09-22,NA,2,NA,1,0,0,0,NA,NA,NA,NA,NA,30.9447523,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
