model,smooth_par,k.,edf,k.index,p.value
biofilm AFDM,s(doy),9,4.9128940762199225,0.9088719000376274,0.12
biofilm AFDM,"s(doy, site_year)",120,33.402053549813886,0.9088719000376274,0.1075
filamentous AFDM,s(doy),9,2.9820991645943864,0.9862734191004692,0.875
filamentous AFDM,"s(doy, site_year)",110,25.259180009810876,0.9862734191004692,0.855
biofilm chla,s(doy),9,1.741487837579787,0.9062194462168539,0.09
biofilm chla,"s(doy, site_year)",120,39.50669666366102,0.9062194462168539,0.1025
filamentous chla,s(doy),9,4.854657428583227,0.9624437790106118,0.6975
filamentous chla,"s(doy, site_year)",110,26.17462635045156,0.9624437790106118,0.6675
