date,site,n_samp,average.depth,average.depth_sd,pct_cobble,pct_sand,pct_gravel,pct_pebble,epilithon_gm2,epilithon_gm2_sd,epilithon_chla_mgm2,epilithon_chla_mgm2_sd,total.algal.biomass.g.m2,total.algal.biomass.g.m2_sd,filamentous_gm2,filamentous_gm2_sd,fila_macro_gm2,fila_macro_gm2_sd,filamentous_chla_mgm2,filamentous_chla_mgm2_sd,doy,doy_sd,year
2020-08-10,GR,5,29.05,5.3155138509837405,1,0,0,0,9.3865475834,3.5697665620144607,30.811180242,13.059643129157315,66.5,31.54322431204521,57.007327316,29.13170864678986,57.007327316,29.13170864678986,164.30728418,62.709666045645974,223,0,2020
2020-08-17,DL,5,20.575,2.874456470360962,0,0,0,1,2.47518526,0.9509035668147057,5.5511914728,1.6709838024965278,6.832,2.7868297400451287,4.3533419482,2.6111461626416874,4.3533419482,2.6111461626416874,7.4235638864,4.330283372021782,230,0,2020
2020-08-17,GR,5,22.525,13.539410068389243,0.8,0,0,0,8.7358585682,6.070140375113785,38.220101244,9.923489514314186,53.02,48.474343729441046,44.1933364266,43.2443255680723,44.1933364266,43.2443255680723,112.078462316,115.23529129051494,230,0,2020
2020-08-18,BM,5,27.55,3.8987177379235853,1,0,0,0,20.119467234200002,12.716188789474437,65.972342732,26.439279807736778,20.112,12.70557830246227,0,0,0,0,0,0,231,0,2020
2020-08-18,BN,5,27.7,11.98097450126658,1,0,0,0,14.509086718,4.010733386729933,44.223164474,15.39886286478219,14.5,4.015594601052253,0,0,0,0,0,0,231,0,2020
2020-08-18,CR,5,24.45,7.947877075043373,1,0,0,0,5.2096432272,2.190020826971644,12.4174038264,6.824042162188384,239.198,282.55773926756984,234.036030096,280.814924294987,234.036030096,280.814924294987,223.943947088,331.68376241447424,231,0,2020
2020-08-18,GC,5,27.15,8.367720717136775,1,0,0,0,13.5735731606,10.616309101293572,19.763979974,2.4055195142731236,123.72,138.33353534121798,110.224709485,133.09022320944783,110.224709485,133.09022320944783,150.5299341056,89.19389303972598,231,0,2020
2020-08-18,PL,5,31.85,3.6340404510682047,0.6,0,0,0.4,6.0392951038,4.046184909046801,12.1650600426,7.74594819992612,10.946,6.22933222745424,4.9315137076,7.030728370978058,4.9315137076,7.030728370978058,5.2546285644,6.883384793430296,231,0,2020
2020-08-24,BN,5,21.3,2.6540064054180426,1,0,0,0,14.0091442962,6.007684110751259,55.246011576,24.82942248008922,14.024000000000001,6.023278177205499,0,0,0,0,0,0,237,0,2020
2020-08-24,DL,5,24.85,4.092103676594717,0,0,0,1,1.8376031691999999,0.9993523174990647,6.8182437398,3.765034832112746,7.586,3.3552466377302284,5.758601801,2.650401265626356,5.758601801,2.650401265626356,11.1351767986,2.9919854114038493,237,0,2020
2020-08-24,GR,5,28.225,2.6551836094703507,1,0,0,0,29.59124822,46.724844385285195,59.576493352,47.41716503194137,114.08,91.99973913006492,84.399418814,55.50296514081824,84.399418814,55.50296514081824,133.953498344,81.92540419565752,237,0,2020
2020-09-01,BM,5,29.4,5.28145339845009,1,0,0,0,18.7324076148,9.535128598748589,31.317124138,26.0950073556339,18.716,9.519573519858964,0,0,0,0,0,0,245,0,2020
2020-09-01,CR,5,23.05,6.85200700525036,1,0,0,0,9.8943235276,4.228466795685272,14.3641984266,8.588799130423181,88.82000000000001,53.530570704971936,79.08098455300001,50.18518849569416,79.08098455300001,50.18518849569416,3.2862912605999997,3.0189466315892073,245,0,2020
2020-09-01,GC,5,29.85,6.40458819909602,1,0,0,0,12.6026177892,4.120954310047985,25.1921199994,17.909244572097347,33.88,33.17042357281559,21.2665872246,35.79939987815438,21.2665872246,35.79939987815438,1.396500057,2.1606184636086425,245,0,2020
2020-09-01,PL,5,28,2.7782638463616087,1,0,0,0,7.284825183,4.398512672731383,22.079769988,16.309505054319963,17.152,18.839486988769096,9.8638468378,18.917654239570926,9.8638468378,18.917654239570926,0.2597966824,0.5809230421753231,245,0,2020
2020-09-02,BN,5,24.675,3.0791638475404324,1,0,0,0,10.860239725,5.11974822318322,39.095726594,13.259690819567005,10.856,5.107556167092047,0,0,0,0,0,0,246,0,2020
2020-09-14,DL,5,24.45,2.1589204478164543,0,0,0,1,3.585204494,1.6486495890123358,11.6892848204,5.255878416780677,10.3,4.848602891555463,6.7196464306,4.512116327300896,6.7196464306,4.512116327300896,15.971061067800001,12.035107297308173,258,0,2020
2020-09-14,GR,5,26.55,4.528210187259421,1,0,0,0,16.6686836466,8.640182428828409,57.4536526276,40.21864745188515,61.594,49.90425011960404,44.971353435,46.09546832782531,44.971353435,46.09546832782531,118.146776898,126.01503461089577,258,0,2020
2020-09-21,DL,5,24.15,4.530624956890605,0,0,0,1,7.424659407,4.825276156399956,15.113898122,2.8506101267807895,21.368,11.583009971505678,13.9264671372,9.597851095600246,13.9264671372,9.597851095600246,37.7353036714,24.255939205585285,265,0,2020
2020-09-21,GR,5,31.7,2.6377665742062923,1,0,0,0,14.1771558132,9.015102337255952,60.760254404,27.58999934567859,41.76,22.861824074207206,27.581154727,19.361675374239454,27.581154727,19.361675374239454,116.46195032199999,103.1689758770198,265,0,2020
2020-09-28,DL,5,25.7,2.7931277271188297,0,0,0,1,3.2820120972,0.8506741944561252,14.4118518596,3.134587341816616,9.044,3.4073934319359127,5.7613476835999995,2.9001209784595465,5.7613476835999995,2.9001209784595465,14.7958150136,7.80181050991799,272,0,2020
2020-09-28,GR,5,29.6,2.0905292392119272,1,0,0,0,8.2692378456,3.6698594506759274,68.711732604,47.115571425977016,38.84,15.922876624529879,30.572688172,16.924088734780423,30.572688172,16.924088734780423,108.105372758,42.67071930681929,272,0,2020
2020-09-29,BM,5,24.15,9.388490293971657,1,0,0,0,17.1582203436,6.9264800501226045,59.755404532,25.987557012468162,21.606,9.015136160924026,4.4454804160000005,9.940396402820044,4.4454804160000005,9.940396402820044,10.009995331999999,22.383030016807574,273,0,2020
2020-09-29,CR,5,26.95,5.100245092149984,1,0,0,0,7.4898530216,5.5491025390069835,28.06600569,24.5425453767954,59.18,41.65827648859228,51.712264368,42.088555927101375,51.712264368,42.088555927101375,77.396921963,50.30663838310145,273,0,2020
2020-09-29,GC,5,23.45,5.880051020186815,1,0,0,0,15.9555992608,5.258048336652882,52.090755696,14.922288426780026,86.54,69.1582460737691,70.5213127726,68.02751585995365,70.5213127726,68.02751585995365,137.694443331,168.82873223728546,273,0,2020
2020-09-29,PL,5,27.15,6.9991070859074584,1,0,0,0,9.21042973,3.6910493934436355,31.618116264,12.07284822298746,14.118,4.09775792354795,4.9159684476,5.518378770292978,35.9085676276,68.47260780828492,6.904077438,10.55447878062704,273,0,2020
2020-10-05,DL,5,26.35,1.0947317022905658,0,0,0,1,4.4522078536,1.1377902660872492,11.983292306400001,3.29797072252386,15.282,8.03253509173785,10.8164211464,7.5990241583910025,10.8164211464,7.5990241583910025,26.718369148,10.145174529878462,279,0,2020
2020-10-05,GR,5,23.125,4.496526437151237,1,0,0,0,12.2895107256,10.507291580595709,50.823807595999995,21.973610781959614,30.86,32.934829588142705,18.5669629032,23.07830819178848,18.5669629032,23.07830819178848,51.2900986966,49.650562666917935,279,0,2020
2020-10-07,BN,5,32.35,1.7486602014113548,1,0,0,0,8.9839980604,3.0121149052893896,49.57302763,18.08964552356801,8.98,3.0045548755181692,0,0,0,0,0,0,281,0,2020
2020-10-12,DL,5,29,0,0,0,0,1,4.615756994,1.060778396845879,15.343662368,7.363818265553796,12.324,3.5438510126696916,7.7132986138,3.0051658574221665,7.7132986138,3.0051658574221665,17.664806784,4.77559081879653,286,0,2020
2020-10-19,DL,5,31.85,4.3439972951188635,0,0,0,1,6.435414123,2.210455081958145,19.057168054,6.145046136902493,10.656,4.46594670814599,4.2343656346,2.4609671504334054,4.2343656346,2.4609671504334054,11.442737919999999,7.065362556523843,293,0,2020
2020-10-19,GR,5,24.05,5.550619334813008,1,0,0,0,10.4543619278,1.692652513200455,75.892216562,32.11326241622901,15.26,2.714406012371768,4.8017080226,3.2608655443265975,4.8017080226,3.2608655443265975,24.2512582162,19.207598000673396,293,0,2020
2020-10-20,BM,5,35,10,1,0,0,0,6.2626089548,2.4299874148287386,31.5666735306,23.911844929544543,8.756,7.32324245126433,2.4888778819999997,5.5653001318477,2.4888778819999997,5.5653001318477,2.901518374,6.487992322228659,294,0,2020
2020-10-20,BN,5,24.6,11.104053313993049,1,0,0,0,5.5104349022,3.0890339548531194,12.4499026204,3.8873429413424985,11.1,9.742071135030784,5.5810143191999995,10.709170475877745,5.5810143191999995,10.709170475877745,2.6121215494,5.161061650093719,294,0,2020
2020-10-20,CR,5,27.575,2.116896313001655,1,0,0,0,4.6177251178,1.5965947892864263,31.073397566,5.598582659286089,11.076,7.548253440366189,6.4605111196,6.26526247292852,6.4605111196,6.26526247292852,10.692545641,10.35711645250748,294,0,2020
2020-10-20,GC,5,32,5.70087712549569,1,0,0,0,13.6708998076,6.197791853202778,49.308569354,22.608436300605803,15.608,6.807225572874753,1.9423315840000002,2.665854380196619,3.380574191,5.371201514455709,3.0208495107999997,4.288838328415277,294,0,2020
2020-10-20,PL,5,18.575,4.890679911832301,1,0,0,0,21.55356696,9.889118679340491,81.25684738,35.39836462792193,21.54,9.904695856006889,0,0,0,0,0,0,294,0,2020
2021-06-22,BM,5,12.95,3.9497329814811533,1,0,0,0,9.7668826384,9.386127890037876,18.1965474858,10.331888429800443,72.432,44.535492811913514,62.7478318102,41.61442958449382,62.7478318102,41.61442958449382,110.462146092,83.15005180608233,173,0,2021
2021-06-22,BN,5,12.7,2.0374424838507714,1,0,0,0,8.7655947752,6.1074881539380215,14.450888028,4.034829788182175,73.94,43.26439644788773,65.173085559,39.29083147581274,65.173085559,39.29083147581274,99.7145845102,58.90531625307779,173,0,2021
2021-06-22,DL,5,17.95,3.7276416807413235,1,0,0,0,15.59642641,4.907292702832967,32.235504726,19.603711629246867,15.58,4.889989775040434,0,0,0,0,0,0,173,0,2021
2021-06-22,GC,5,12.35,2.7230927958848556,1,0,0,0,7.9324353516,1.5799959116969935,24.299859608,8.042380895734846,8.916,1.9205025383997805,0.9893915716,2.2123468104629502,1.9803238184,2.073302481002878,0.6703700672,1.4989930403403022,173,0,2021
2021-06-22,GR,5,28.25,7.634215742301235,1,0,0,0,14.1516676376,11.48711273240545,26.2603959426,23.522227291391648,14.134,11.475242045377517,0,0,0,0,0,0,173,0,2021
2021-06-22,PL,5,26.875,7.566372975210778,1,0,0,0,9.8386704416,2.7921602339524294,18.63185442,5.297564752551482,9.84,2.7959881973999816,0,0,0,0,0,0,173,0,2021
2021-07-07,BM,5,11.55,3.9731520861905096,1,0,0,0,17.199609403,12.608894239673216,28.34983077,14.41807935976451,100.36,74.5282698041488,83.0682268744,62.863626633319065,83.0682268744,62.863626633319065,151.0639484888,144.5770287529368,188,0,2021
2021-07-07,BN,5,11.425,4.011555574213076,1,0,0,0,6.2712609046,4.7846522443582895,13.84908827,8.453643117877409,111.8,59.0325757527147,105.62142757199999,56.794284687122214,105.62142757199999,56.794284687122214,139.6701115988,82.81546010159984,188,0,2021
2021-07-07,DL,5,19.4,10.561723344227493,1,0,0,0,12.0826823462,4.945690119469061,18.3047832126,5.360071559551104,12.078,4.944847823745438,0,0,2.7017468399999998,6.041289592235247,0,0,188,0,2021
2021-07-07,GC,5,11.7375,3.4771576035607015,1,0,0,0,8.8708211976,6.0935703479751675,19.1620626006,10.343445527007773,61.334,60.657526161227516,52.4028002184,55.52270431623764,61.2878854424,69.24479856303967,43.9778792678,43.82678249615328,188,0,2021
2021-07-07,GR,5,24.825,9.19051821172234,1,0,0,0,14.816114032,3.7006003240832888,19.640443246,5.020996886585542,14.82,3.721155734445954,0,0,1.0054969198000001,2.248359463839454,0,0,188,0,2021
2021-07-07,PL,5,33.125,3.990222424878092,0.8,0,0.2,0,7.8054855184,4.369167869543001,18.237513667,11.6825204336819,7.813,4.379848170884466,0,0,3.2609863060000004,7.291787053911931,0,0,188,0,2021
2021-07-20,BM,5,23.65,8.288923331772347,1,0,0,0,25.566512958,14.340315531862695,32.913641902,8.909488728690555,164.6,36.81439935677343,139.007951426,22.91696216625124,139.007951426,22.91696216625124,322.062012804,98.74051082037909,201,0,2021
2021-07-20,BN,5,20.95,9.752243331664772,1,0,0,0,14.475297345600001,5.437618953000506,30.6379876866,15.607617249134409,136.62,61.45219280058279,122.0267016148,66.48199728574626,122.0267016148,66.48199728574626,301.265860386,121.39362581550797,201,0,2021
2021-07-20,DL,5,24.475,11.795589747867632,1,0,0,0,7.8291965402,3.9016225783436136,15.928985567,6.446324770456465,7.822,3.89557697908795,0,0,0,0,0,0,201,0,2021
2021-07-20,GC,5,31.35,5.137484793164842,1,0,0,0,13.5251027524,12.609173168554452,51.950889066,41.98908270799955,51.66,46.715500639509365,38.1312846396,51.24691030522588,48.7932933726,46.093648177666935,108.38492288100001,151.1648577008004,201,0,2021
2021-07-20,GR,5,34.8,2.0109077552190207,1,0,0,0,19.3285737554,10.538326813244728,44.660432548,14.530603650647116,19.326,10.516695298429067,0,0,0,0,0,0,201,0,2021
2021-07-20,PL,5,26.6,6.334059717116661,1,0,0,0,4.3389530454,1.359389225400657,13.7902660292,7.842533004050795,6.858,4.179942583337718,2.5118146884,4.449296152570464,3.7237892313999996,4.323067133897895,20.0781296344,38.45479423002116,201,0,2021
2021-08-03,BM,5,24.05,4.937579113290236,1,0,0,0,6.5918507368000006,4.119344259201462,15.312181578,5.494482718910711,12.59,10.704078661893325,5.9953366122,7.130796379416273,5.9953366122,7.130796379416273,14.898784543,12.665309529975929,215,0,2021
2021-08-03,BN,5,28.125,4.813717378492426,1,0,0,0,11.503937027200001,9.737154796317801,26.0189907824,22.213805413918177,59.266,93.56733821157894,47.6593411732,84.49882560554839,47.6593411732,84.49882560554839,100.598690181,173.0534978261456,215,0,2021
2021-08-03,DL,5,4.9875,2.253209516445375,1,0,0,0,8.2128053062,0.9658666517913033,34.399056962,5.3875777189925085,8.214,0.9677448010710265,0,0,0.43971686340000005,0.6024203915517202,0,0,215,0,2021
2021-08-03,GC,5,29.125,6.557438524302,1,0,0,0,7.1357544187999995,5.478333563207894,24.078665486,21.05928632023457,14.924000000000001,13.857600080822078,7.7882868836000005,16.459215480466643,26.8385124126,25.125046227511884,22.0061608916,46.85199612824402,215,0,2021
2021-08-03,GR,5,13.0125,3.548602277658064,0.8,0.2,0,0,10.889999313799999,6.503936344432488,34.07005205,10.311302081069988,11.244,6.459398578815214,0.3612905784,0.8078702929326173,2.4882384696,2.6870755604282044,0.5288058074,1.1824457322430615,215,0,2021
2021-08-03,PL,5,13.4375,3.4587411908091648,1,0,0,0,8.1882524742,7.244085645364357,10.0874041612,4.816954556050248,16.652,16.0626078206498,8.4582138454,11.455232778525396,8.4582138454,11.455232778525396,16.440965675999998,16.807279478715582,215,0,2021
2021-08-17,BM,7,34.63017857142857,5.776717837424144,1,0,0,0,14.610104082285714,8.837088757667603,31.908965165714285,18.898998356614793,87.37142857142857,47.834252521448626,72.73508922585714,47.8188475662943,72.73508922585714,47.8188475662943,151.59742989785713,88.4836750435798,229,0,2021
2021-08-17,DL,5,24.95,11.85775062986231,1,0,0,0,7.6935713738,2.7863000345624958,19.8814207662,12.756767017574077,7.694,2.785629192839564,0,0,0,0,0,0,229,0,2021
2021-08-17,GC,7,38.57625,8.860184376608649,1,0,0,0,8.362828119,1.304639072387645,24.258802414285714,5.469228206084326,84.30142857142857,46.46304998905813,75.96206193385714,45.56251238016214,76.93779461585714,43.69969518517514,142.41441823957143,95.21063295723269,229,0,2021
2021-08-17,GR,5,23.265,9.575091383375932,1,0,0,0,6.3825670766,3.365668764633167,16.4823037888,10.405320610923386,6.38,3.361688563802423,0,0,9.3347892156,15.062834508139979,0,0,229,0,2021
2021-08-17,PL,5,27.7,10.054771877074089,1,0,0,0,5.0054371583999995,2.900077443717645,19.444139856,8.1053875646639,8.4336,9.002619329950589,3.4268503532,6.701643774853969,4.2155336866,7.567008325895406,22.58016086,50.49077462584012,229,0,2021
2021-09-09,GC,20,33.9875,8.199797414057187,1,0,0,0,9.9282590479,5.808348937815573,26.5506802152,16.941208899091695,87.875,53.74809543749336,77.9696191126,54.8174373092291,77.9696191126,54.8174373092291,180.5130437983,112.71283619195916,252,0,2021
2021-09-22,BM,5,21.2,9.803379519329036,1,0,0,0,25.971868518,9.342741123379787,57.447599308,22.706664428884142,27.72,10.607403075211199,1.7383733719999999,3.887121030067529,1.7383733719999999,3.887121030067529,8.126756182,18.171979259518654,265,0,2021
2021-09-22,BN,5,32.25,2.3518609652783473,1,0,0,0,42.513812786,31.88613398345195,47.835031674,17.910146306984295,50.08,30.6926212630984,7.4563816452000005,7.645744456588302,7.4563816452000005,7.645744456588302,23.933590228,19.033014925867597,265,0,2021
2021-09-22,DL,5,20.7,5.646210012034621,1,0,0,0,11.939925169,5.160173954572776,34.053062924,15.388544190041479,11.94,5.161123908607504,0,0,0,0,0,0,265,0,2021
2021-09-22,GR,5,25.875,9.433152972362953,1,0,0,0,16.0887691456,8.664123548333283,47.180595372,26.204011130282503,18.602,11.091010774496615,2.5022829360000003,4.074555765916027,14.196212114000001,25.0437238484556,10.0589217392,15.110680213652385,265,0,2021
2021-10-13,BN,5,35.9,3.931443755161709,1,0,0,0,20.724928372,13.425877339247453,43.5218775682,27.062518775512654,26.688,19.753397682424158,5.9503162498,8.154353057566064,5.9503162498,8.154353057566064,19.9715213022,26.48686719752615,286,0,2021
2021-10-13,DL,5,17.15,3.1603006186120965,1,0,0,0,11.0508788214,1.5777920046244807,20.036690016,6.4624875269742335,11.068,1.5900062892957374,0,0,0,0,0,0,286,0,2021
2021-10-13,GC,5,38.2,14.606719344192246,1,0,0,0,17.5136985808,12.614783159091857,32.5674969296,26.699848634951447,26.622,12.310480088120041,9.098682257599998,14.070336646366913,59.1934750966,57.48877803460693,23.0629656096,37.16746348060345,286,0,2021
2021-10-13,GR,5,32.4,3.6597472590330606,1,0,0,0,25.93854682,13.023246985730752,70.07382003,26.4126598665955,38.56,19.647722514327203,12.604511410999999,18.927482896107957,30.0449015108,24.78971982420946,48.569568018,72.62278961921884,286,0,2021
