site,date,epil_gm2,fila_gm2,epil_chla_mgm2,fila_chla_mgm2,GPP,ER,NPP,light,fila_prod_gCd,fila_turnover,epil_prod_gCd,epil_turnover
PL,2021-08-07,5.741411398564829,5.705800179481764,14.595096876200712,18.86546934900371,14.014529815412288,-11.900565432966896,5.919799370934029,0.7962175400065491,0.310529017476729,9.187225441676084,0.9098029258818406,3.1553049760748335
PL,2021-08-08,5.75307155535146,5.726734145432631,14.770475042320896,19.148332021784164,8.859509022846279,-9.908491963620744,3.7422957909406573,0.6582075522204834,0.26055333998263724,10.989561956515793,0.7611424272576583,3.7792345751105776
PL,2021-08-09,5.779340784672233,5.730646502152165,14.965838048277105,19.45977979904585,11.695530896369196,-10.222851117907028,4.940243972147064,0.8048285504761692,0.32377560985719844,8.849719261867305,0.9430028863601472,3.0643282583045113
PL,2021-08-10,5.819686057676706,5.71969442887374,15.180584403643955,19.791931583809443,12.659447325867797,-10.592346024575114,5.347406534725759,0.7957215123365718,0.3255757987640268,8.783967436442198,0.9457104693644298,3.076885709845139
PL,2021-08-11,5.87365169760622,5.696135456166058,15.414117561421486,20.136415786171835,14.342490983229954,-13.058337206214407,6.058331618573383,0.8106439270849286,0.3374544332736313,8.439858680930765,0.978267007925159,3.0020698081517923
PL,2021-08-12,5.940726005556691,5.6622196325125564,15.66579230854196,20.483780397249102,14.781208360135476,-13.914401485339996,6.243647778732177,0.8142849494696713,0.34481754324314723,8.210457593394336,0.998705355910398,2.974213550773068
PL,2021-08-13,6.019955528208888,5.6199729182514675,15.934771228653046,20.821831136387942,12.525113500309963,-12.702720663859685,5.290663332741353,0.8155260146841123,0.3510423988444062,8.004692505452068,1.017401230943463,2.9584962869695097
PL,2021-08-14,6.110270976637479,5.571350813159863,16.220130880352297,21.13710017487507,13.722299158921151,-13.248049396464234,5.796359849291185,0.8112634636526513,0.35449503536899774,7.858150689417389,1.0302079056454265,2.9655523623697038
PL,2021-08-15,6.210583711168185,5.518276479362252,16.520890239367297,21.415447292099163,14.113271761317614,-13.397922380926492,5.961508405554107,0.8001496549345665,0.35424294220035624,7.7888305199333665,1.034935477596473,3.0004690367710665
PL,2021-08-16,6.319765497297178,5.462624501607957,16.83599839098544,21.64224152102331,13.208846740722676,-12.523571426788529,5.579475277187081,0.7188379705197211,0.32161484237725924,8.492494409198025,0.9474984138643217,3.3349741829763873
PL,2021-08-17,6.43663017496386,5.406210416659119,17.1643227493188,21.802632267158895,10.992618989419189,-12.49354223761374,4.643330874141551,0.676307830987038,0.30482892907947295,8.867613767802283,0.9088238069817954,3.5411870406101675
PL,2021-08-18,6.5599469905002925,5.350679796118508,17.504702577834255,21.883204437712987,5.78900914134302,-10.307776123171744,2.445303062223753,0.5871850803243603,0.26563712065849937,10.071408285962587,0.8047080666986123,4.075979390521751
PL,2021-08-19,6.688572385285668,5.2970956598564065,17.85621853606808,21.877721193230403,12.349924193567656,-11.381074480098162,5.216662594828122,0.5935352056385798,0.26844257870097976,9.866347740901569,0.8297448841980575,4.030499321336658
