site,date,epil_gm2,epip_gm2,epi_gm2,fila_gm2,filaepip_gm2,epil_chla_mgm2,epip_chla_mgm2,epi_chla_mgm2,fila_chla_mgm2,filaepip_chla_mgm2,GPP,ER,NPP,light,NPP_light,fila_prod_gCd,fila_turnover,epip_prod_gCd,epip_turnover,epil_prod_gCd,epil_turnover
GC,2021-09-02,9.648821451112433,4.812976430368061,14.04177236278274,77.05248219032164,81.91263077811105,25.71586939941299,10.328102165415803,33.73411758160148,147.4281954214127,150.02144060967325,7.641393761647887,-6.840180357695363,4.759705139035508,0.72049961341217,6.606117547370098,0.5516289985024104,69.84085535704932,0.09792443639218251,24.574950889134197,1.2008692691531193,4.01743207981207
GC,2021-09-03,9.75900054936527,4.888572497398681,14.194153691362771,76.78529698919304,81.69480815708634,25.82187254276281,10.2988912767071,33.93769936559382,148.79553541638364,151.81365285634567,7.421694876387896,-6.804970060826294,4.622858125803351,0.714554004639054,6.469571363102942,0.5521508495314457,69.53289762603184,0.09684168427878101,25.24002207213685,1.1958688627802014,4.08029711831328
GC,2021-09-04,9.871948335197102,4.94903000781499,14.344902952140757,76.31674040697237,81.25040657606792,25.94011206002309,10.26188287477865,34.19865116247809,150.33025371557255,153.95014679918629,7.967768707419776,-7.131105416495491,4.962999008596274,0.683910600474862,7.256794974592144,0.5339228559990807,71.46794667945791,0.09235559102994013,26.793342734445808,1.1498255391752608,4.292802689996774
GC,2021-09-05,9.987835041093302,4.993537480323129,14.493957725963227,75.6525052583529,80.58341038061184,26.070013535120925,10.21633167876966,34.51431544767563,151.99466107037648,156.39233127754474,8.192358401645018,-7.289431503132762,5.102892430545488,0.6942880869940898,7.349819946700204,0.5480255838561974,69.02278605865618,0.0933407961155413,26.748954841470983,1.1731181055851543,4.256960570952634
GC,2021-09-06,10.10679139053298,5.021362332254439,14.641150006095312,74.79943521036837,79.69949141166765,26.2109322683949,10.160522087423647,34.88071861527674,153.74099635929795,159.08884998056493,8.064865949741996,-7.36672773815133,5.023479368290182,0.66738506015456045,7.527107914472627,0.5328426241722702,70.18905002819876,0.0892337836077224,28.13599361834011,1.133756307405964,4.457215066638673
GC,2021-09-07,10.228953094974932,5.031924070116519,14.78630880941231,73.76570396540332,78.60605005675818,26.362220996431414,10.0928056820298,35.29389955474234,155.51937755737063,161.98542129299935,8.62804447375929,-7.953460083937677,5.3742744978924915,0.6663130726448958,8.06568971633647,0.5381404406663017,68.53759575666705,0.0884966944110157,28.43001144622508,1.1384687075550761,4.492417326490321
GC,2021-09-08,10.354461108816446,5.0248087564813675,14.92926036630884,72.56069215056763,77.3121123060614,26.523227063436565,10.011619985490928,35.749846659345856,157.27761593437887,165.02398366237378,9.150351314455811,-8.620717198270231,5.699611292639803,0.6815250858772806,8.363024943246343,0.5566491499898389,65.17632529564821,0.08978897336845892,27.981212881572397,1.171571981842619,4.419046063448534
GC,2021-09-09,10.483461899612909,4.999781057905791,15.06982832545374,71.19485244831611,75.82820599685138,26.6932897584992,9.915509444320778,36.244439795906636,158.9611975581975,168.14203777800594,8.929942754169302,-7.847768185733118,5.562322233888709,0.65065533173718,8.548799898462224,0.5371244296892552,66.27407776770157,0.0848990496129029,29.44544774471732,1.1256771779413346,4.6565134769745065
GC,2021-09-10,10.616028122032484,4.956834643023189,15.20775616028503,69.67916171718574,74.16625796707008,26.87170739402108,9.802845764866053,36.77264494779224,160.51027510784758,171.26676749162067,8.712010044013631,-8.32785276999459,5.426575343616144,0.5884987319172142,9.221048490516571,0.4905476021593098,71.02181461133388,0.07591620750259932,32.646748343253776,1.0249473590327036,5.17881627211147
GC,2021-09-11,10.751912416659213,4.896317878812173,15.3424686802086,68.0238348661845,72.33954645802946,27.057642102199537,9.6709766922879,37.326122363367205,161.85030141241506,174.29775752707607,9.011208230475912,-7.431789945979285,5.612941233153489,0.5443147933031285,10.311939528763912,0.4575056237730543,74.34207508225924,0.06927192835532753,35.34128466654422,0.9545547721527438,5.631899148338624
GC,2021-09-12,10.890772491269836,4.818802458171555,15.473296922884844,66.2395344459276,70.36239664405862,27.250205939896265,9.51723072090905,37.89527652306796,162.90187152619714,177.12222965869253,8.234950596543598,-7.334937138397464,5.129422445260743,0.5359743320621381,9.57027629574258,0.4534222756237018,73.04397909742335,0.06712609646536241,35.893659187065154,0.9466175415417502,5.752467080597356
GC,2021-09-13,11.032247807165035,4.725032735645614,15.599555996802565,64.33767461096558,68.24995479352118,27.44848855476019,9.339290331728591,38.469935532338475,163.5849945568855,179.62123583256906,8.565904322829194,-9.414989643450086,5.335568365876774,0.610571465211453,8.73864677581839,0.5186958275139576,62.018693035692785,0.07503902519506733,31.483836066384647,1.0862147765798718,5.078299451008164
GC,2021-09-14,11.175958599836637,4.6159138104191175,15.720546747952955,62.330297044274936,66.01799789477414,27.65155508722852,9.135260043140647,39.03932345519317,163.8206289050177,181.67135588380617,7.968324164728716,-7.589257888118156,4.963344994301283,0.6150857652260201,8.069354348458132,0.5232835132525739,59.55690888945501,0.07394237468800986,31.212912960229907,1.1023411109574657,5.069192507085888
GC,2021-09-15,11.321505016367343,4.492496912885613,15.835557708015914,60.22994114182177,63.682741026732835,27.858444369232735,8.90373488633859,39.592060393814045,163.53256987897828,183.14718645117745,7.716281836571689,-7.479842195149099,4.806351754323977,0.6080664258741182,7.9043202351037,0.516402187206632,58.31689198260647,0.07124592806210683,31.528095956370958,1.0979148361532844,5.155912209017049
GC,2021-09-16,11.46847535914145,4.356085586716716,15.943958484298266,58.0496028505358,61.26105343674431,28.06823007683385,8.644361358567183,40.11707548376465,162.65537371608292,183.93148284844077,7.1625880662108274,-6.755771948178203,4.461464530023917,0.6490962809130196,6.873347854879734,0.5482899977976944,52.93695223668359,0.07383781511537721,29.497660378425344,1.1808233056380075,4.856135250881142
GC,2021-09-17,11.616473299954617,4.2085542146736055,16.04548018465671,55.80284830310201,58.77136281642155,28.28021109412456,8.359252078651492,40.60640001869402,161.15355368300047,183.93976031928187,7.19020736587659,-6.70009604683973,4.4786681615414405,0.5684850612751049,7.878251279806445,0.4757641680397966,58.645492926691176,0.06253501837225561,33.64958006105567,1.0419874090047585,5.5741908201414585
GC,2021-09-18,11.76509204968749,4.051894886783819,16.139951400798427,53.50334994385202,56.232012299114785,28.493729127424164,8.051277544041687,41.05273577690081,159.00563219064787,183.10349031038217,8.13836490559756,-7.533306100740537,5.069260722950282,0.5561620606065134,9.11471868005898,0.45924734484980617,58.251126047718294,0.05892545716547619,34.38153118952619,1.0270969000948806,5.727352525648096
GC,2021-09-19,11.913905332424346,3.88805249425996,16.22720872773755,51.164651025337314,53.66063636126057,28.70810652360537,7.723493459369818,41.448657390642175,156.1995443465123,181.3663143168721,6.64180214186101,-7.06358613780914,4.137075090376636,0.43417436418441174,9.52860286476852,0.3521897613966514,72.63790239448991,0.044128052710569576,44.054204246913116,0.8078477013081247,7.3738560579750985
GC,2021-09-20,12.062467262127743,3.718894841806827,16.30709720273326,48.80003594320662,51.07400049053811,28.922645996590266,7.379089205564403,41.7866859278124,152.7336415417353,178.6869771179487,6.98627944683117,-6.658894862310184,4.351644637489463,0.330993885562532,13.147205514366949,0.2625351538795292,92.94000293309242,0.03214101110693086,57.85279793212367,0.6204671035871185,9.720472844080506
GC,2021-09-21,12.21031237138994,3.5461878462254974,16.379470730757372,46.42240895742707,48.487866405434275,29.13663051183808,7.021335042110969,42.059373841121854,148.61747248535738,175.04204636729165,7.311928586619548,-7.109188109981966,4.554486413809465,0.6023543883632706,7.561140919359792,0.46489485132659897,49.92785876737351,0.0556555628201489,31.85834143556335,1.1375020102295461,5.367160788105297
GC,2021-09-22,12.35695580353948,3.3715758720839752,16.444192494961644,44.04418276612227,45.91688308077149,29.349323336744135,6.6535292921499325,42.25940071871819,143.8722867997619,170.42824746318323,8.83857209173718,-8.10939688075719,5.505408871601585,0.5808511406519826,9.478175192050031,0.4339850607475664,50.74389276240686,0.05085734954113855,33.14738088500567,1.1049018656900673,5.591879327591656
GC,2021-09-23,12.502009633150625,3.1966041571465524,16.501275043778637,41.67748342434818,43.3747842005138,29.560063841137204,6.279146555876774,42.38114773700997,138.5381115920362,164.87485909320986,9.302956988513648,-8.01181697181427,5.794666989769906,0.5377268635587744,10.776227453878246,0.38686886873634285,53.86512949527613,0.0444323369822706,35.97159607452183,1.0302149990654081,6.067670168116468
GC,2021-09-24,12.645541340076344,3.0228049458935957,16.551302965581392,39.33484269089999,40.87504437739173,29.76855976909862,5.902292916380552,42.425228700819375,132.69195666638717,158.47333308002305,8.588965012258495,-8.093130849769398,5.349932510090522,0.5736821463655143,9.325603984687856,0.3953199386328287,49.75064352551416,0.04455832904138676,33.919639839792325,1.106852946401102,5.7123854533671015
GC,2021-09-25,12.787743815122926,2.8515548307168093,16.595018229585516,37.02797692998479,38.42978647997354,29.974609842959783,5.526894753596709,42.39414695200838,126.42190248550612,151.3385039910657,7.195095358140667,-7.567253484488071,4.481712815779213,0.5666717713690937,7.9088337238879545,0.37203747416917293,49.76377314230908,0.04121445645514436,34.59410939727291,1.1008949647368471,5.807885504399437
GC,2021-09-26,12.9288217492573,2.6840344915704706,16.633178490875,34.767404596799004,36.049478567115614,30.178009629879245,5.156440973603973,42.29079189439733,119.81761557778648,143.5939250101858,7.796289737573388,-7.850950802714332,4.856187429521418,0.5654496309051136,8.588187460213092,0.35184175987575783,49.407728930579545,0.03836902635833468,34.976578067212714,1.1059749367735017,5.8449885794767615
GC,2021-09-27,13.068991439684927,2.5212339630149176,16.666554410588407,32.5624244716265,33.74297088701582,30.37855169014934,4.793964376063813,42.11839199719868,112.96835616181023,135.3683566464026,7.62563721932878,-7.664962769027237,4.749890634275121,0.5571446535712374,8.525417239183454,0.3268568291466593,49.81144887906851,0.035147915447861916,35.86605252244464,1.0969726498833912,5.956844703956005
GC,2021-09-28,13.20848062606892,2.363961622673126,16.695927304074797,30.421113545631755,31.51755534200083,30.5760257373798,4.442037302761712,41.88046697852106,105.96114030501856,126.79227628641566,5.546407097865582,-6.220534474285573,3.4547705811721916,0.2774739442292585,12.450792779006816,0.1526868437219131,99.61930184711068,0.016219640052476062,72.87343045298492,0.5498750448715181,12.010438325270034
GC,2021-09-29,13.347528360961473,2.212856021298688,16.722087130354264,28.350342685988156,29.37904340748571,30.770218810704552,4.102779610847331,41.58077992498004,98.8791021485966,117.99453749716014,6.221330272306778,-6.628931280064845,3.875169712802486,0.5552257834784439,6.979448412004332,0.28510637386790133,49.718886150058076,0.029976754926392617,36.909532514982295,1.107288979968756,6.027120563115374
GC,2021-09-30,13.486457551049524,2.068365165278198,16.74583496069082,26.35593987653613,27.33186791136077,30.960954609031564,3.777750425630976,41.22366939743807,91.80183202387356,109.1026962094957,6.063596978348652,-6.814505186427873,3.776920101112853,0.5416781522471275,6.972627722651301,0.2582411542766363,51.02970506455914,0.026928451831928563,38.40482880686397,1.0869671760132387,6.203709665141382
GC,2021-10-03,13.910735913591918,1.6750866667643365,16.810491797303662,20.879199463484323,21.764204645893948,31.513229267006817,2.891366104021606,39.875008301015185,71.37367286629416,83.16913912502599,6.075217480108205,-7.000585416162573,3.7841583306385598,0.5036413958995544,7.513596700842414,0.18667761842195493,55.9231461167729,0.019162903277386005,43.70649484885449,1.0286676817630638,6.76153055073622
GC,2021-10-04,14.058259598516749,1.5569519585996523,16.83236285040515,19.233239043185993,20.102732311256933,31.69136278621674,2.6251666696377765,39.35799806407756,65.04626361641901,75.13829750250835,6.579526468825137,-7.305750267857123,4.098284543752349,0.5012125535838124,8.176739617650133,0.16930784486861356,56.799609782143854,0.017314726056376205,44.9603405081393,1.0294935323463659,6.827755180975215
GC,2021-10-05,14.210768372670463,1.4450157576524192,16.85565275706279,17.679486080236533,18.53772700088454,31.86689316995803,2.3735058896536456,38.81938934917889,59.03612455580892,67.54346791009426,7.089413877375598,-7.14742650320282,4.4158854676816715,0.49997671757673556,8.832182204572215,0.1532852646659131,57.668576685336205,0.015616255211523366,46.266397996176764,1.0326431606581077,6.880773975985026
GC,2021-10-06,14.3694956767172,1.3390904230399103,16.881123356004405,16.21781079578375,17.067604696482167,32.040056017407835,2.1363589281195634,38.266070204216206,53.37156779024074,60.43117398605267,6.349549849425374,-6.866924017703537,3.9550356900276578,0.45975041740280215,8.602571178445551,0.1274280036534718,63.63519136612438,0.012925077486123364,51.80202689220185,0.9547203208555447,7.525500066784164
GC,2021-10-07,14.535643187692186,1.238972588629044,16.909471228573597,14.847241964250568,15.69016263025179,32.21109381656543,1.913733708219808,37.704328882389845,48.07068607439508,53.82993840623385,4.824126748957655,-6.530419773750961,3.004873403280911,0.3060251674280144,9.81904014148686,0.0763959351561043,97.17298396774859,0.007706824226761096,80.38152630540401,0.6388860191376613,11.375771853101217
GC,2021-10-08,14.71012291245762,1.144430105167985,16.941116893226848,13.566146365239277,14.402651774298622,32.38025713415047,1.7057409585886756,37.13898891310517,43.14254366049439,47.75260374428126,5.079856595746536,-6.487240451517151,3.164163541171058,0.3934746962390794,8.041593452933194,0.08815670366253459,76.94336222671576,0.008832155158642588,64.78770382832995,0.8257676583940436,8.90693814593437
GC,2021-10-09,14.893683205326475,1.0552300566370931,16.97634324772723,12.372271435448464,13.201922810781616,32.54779789714711,1.512472343415403,36.57399916150956,38.588424243868374,42.1986891009805,5.3320311770150735,-5.982420793718422,3.321239159551329,0.4735864020687741,7.0129529586219395,0.09490499166757085,65.1824062046469,0.009425913920160213,55.97494659802481,0.999037067595903,7.454019319406659
GC,2021-10-12,15.501407622820295,0.8175029180148184,17.103224838322895,9.28441607500926,10.084871597047457,33.043058018662315,1.0216175185891756,34.90308523244171,27.09194241187412,28.521848856435888,4.1457884168079495,-5.2243154116125154,2.5823470231141794,0.21033727142449835,12.277172778867802,0.029593011728819972,156.8683877141064,0.002827752340560812,144.549949846861,0.4504610411265099,17.206157922175112
GC,2021-10-13,15.723671839601012,0.7475035741146313,17.152355840109482,8.408038701304578,9.1948521959308,33.2064974492073,0.886765178754255,34.360193502481835,23.934740798056737,24.8746742261586,4.187008892831515,-5.144644570302488,2.6080226155103685,0.4195915989048546,6.21562162425887,0.052154081277608066,80.60767724533288,0.004896347338561284,76.33277649929485,0.9030475552363689,8.705893586902745
PL,2021-06-22,9.113226749453618,0,9.08736499774499,0,0,19.19979339340259,0,19.391540444156693,0,0,11.51007356097627,-15.087995953753284,4.86190597352318,0.9259693643151421,5.250612127021182,0,NA,0,NA,1.1522691675334389,3.954469583249155
