site,date,doy,epilithon_gm2,filamentous_gm2,epilithon_chla_mgm2,filamentous_chla_mgm2,NPP,NPP_chla,year,site_year,epilithon_gm2_upper,epilithon_gm2_lower,filamentous_gm2_upper,filamentous_gm2_lower,epilithon_chla_upper,epilithon_chla_lower,filamentous_chla_upper,filamentous_chla_lower,frac_fila,frac_fila_upper,frac_fila_lower,NPP_mod,NPP_upper,NPP_lower,PAR_bc_Jm2
GR,2020-07-23,205,16.001921598433213,47.403679300849284,38.386570569762334,105.2806101013704,3.533228019553542,3.533228019553542,2020,GR_2020,22.512503014942446,10.980349086190772,102.55512905733559,16.393324454600123,51.23223667720264,27.231183770591826,203.37446916277656,43.91439744405856,0.7435109317246678,0.870172887325554,0.49442009126500625,3.51072168352599,4.461598292212942,2.6103587007751212,22.95680513634855
GR,2020-07-24,206,16.580151797821085,54.15667349740807,40.10992736862989,116.4525142714112,5.053376372069621,5.053376372069621,2020,GR_2020,21.572414447750532,11.422872083045988,107.11312750805239,20.291440939164584,53.00978602819449,28.891390599495598,222.77368530643886,48.806179552301614,0.758743546892753,0.8783011906821505,0.5264052193821418,5.0599497253101955,6.008182357774334,4.11901158475071,34.100616690668325
GR,2020-07-25,207,16.994641609909294,52.32491230747,40.39685125593022,115.71108240737495,5.25185974026075,5.25185974026075,2020,GR_2020,22.762842771157285,12.105794284573012,97.49523724220182,20.01711113518984,53.4643247728573,29.189933144912814,216.86590053750407,46.47234433760821,0.7508949122086753,0.8645799271720649,0.5157442086864044,5.216668281358055,6.134795611167648,4.3059153645966965,34.83512074734872
GR,2020-07-26,208,15.95958814921534,49.007669728003684,39.71081337708857,111.33801602734242,5.01783532414556,5.01783532414556,2020,GR_2020,21.50319183498104,11.255643529658007,101.73026871907832,18.626080743784726,51.98272684979944,28.70535194609944,219.1400446242172,45.20335119991585,0.7385233256516319,0.8807300066448428,0.5080263923080623,5.002687872850296,5.9263063823333795,4.093775766411075,34.74109855736042
GR,2020-07-27,209,16.558262715,84.8238861226,35.0399210216,151.5456748276,5.176311644175007,5.176311644175007,2020,GR_2020,39.57900555497997,0,198.72038047624733,0,80.87516430044555,0,424.04810595497815,0,NA,NA,NA,5.135098254581759,6.055726455405034,4.212572221214976,34.32661633955543
GR,2020-07-28,210,15.561414681760828,50.51459229908547,39.09721842988308,119.2867451367566,4.568833351485717,4.568833351485717,2020,GR_2020,21.95014792851907,10.337274419383697,103.30620765189802,18.298252232163104,53.21638226218756,27.856578530183516,231.0194514500237,45.973079626977324,0.7445193470503075,0.8801233647286476,0.5189621712656662,4.548250098658717,5.475593328862151,3.64419546324411,25.434024883515608
GR,2020-07-29,211,14.767574767138541,42.48463522277553,35.61562520091636,94.29005310680891,4.097087556661879,4.097087556661879,2020,GR_2020,20.004213717056533,10.448988924575302,88.7870239449142,16.973434207662084,47.815139317435616,25.54500614289565,190.78602066346994,37.59624998883097,0.7372810107176224,0.8628640021118399,0.5094169543727358,4.096143980017871,5.024884677378565,3.1445161245659015,30.238628666707648
GR,2020-07-30,212,14.658354060266943,51.71060506155522,37.10105313132245,98.51731461137156,4.6650301594851165,4.6650301594851165,2020,GR_2020,19.80845400467631,10.406682133637107,99.11549538855935,19.18875731926175,49.14827375265869,26.292734825001066,198.75754411033083,40.97006987810272,0.7789330053685737,0.877503229333774,0.5358443079041654,4.642315703788876,5.559082908237693,3.7328066559402187,34.34808459111825
GR,2020-07-31,213,15.457632374452905,55.35190244092698,38.523120306571805,111.52223954353151,4.907115564520025,4.907115564520025,2020,GR_2020,20.308745400311746,10.613179970006854,112.0663614798105,20.479217773041192,51.21902392648729,27.702595046770664,212.89731602796323,45.48705243900678,0.7836509678088664,0.8916989947436169,0.5503261682251764,4.877799035477427,5.808813137045909,3.9669178154168696,31.48124625574266
GR,2020-08-01,214,13.782858881618436,48.263714609488815,35.9446214275437,106.85776555255697,4.264486998663274,4.264486998663274,2020,GR_2020,18.498297022332377,9.328119242224208,94.0599248473024,17.35202514212976,48.34678473568784,25.478028305290053,204.0672726569749,40.818752613859075,0.7697955039417018,0.887104988147509,0.5275725927878996,4.26477838778648,5.203829218190648,3.3455731924700975,30.823340447063703
GR,2020-08-02,215,13.214613577396554,45.698291236105156,35.90212289226627,109.99179630873701,NA,NA,2020,GR_2020,19.327228703370437,8.31409437798707,96.88002693337637,15.512029079962801,50.6876801439908,24.163948157554344,224.5315073367405,44.38721425893973,0.7613376036652235,0.8890218384482398,0.515245924879742,4.594398248002388,11.193232983002408,-0.7498925309665239,33.46146686103024
GR,2020-08-03,216,13.7113769046,83.539187861,33.9081386684,117.16876396320001,NA,NA,2020,GR_2020,38.06092307656604,0,213.15081268898956,0,72.01893098349181,0,290.272352184968,0,NA,NA,NA,3.8132130518549645,7.931178978961963,-0.325790229540749,32.02854573681163
GR,2020-08-04,217,13.913721629696186,49.53121611972532,36.74676460891116,101.53212807609756,4.73947436935922,4.73947436935922,2020,GR_2020,18.93354368996922,9.422027258660888,101.67486658438725,19.471780350365822,48.340210907554855,26.274734406523276,198.2485915644863,41.13816848705551,0.7707396156262047,0.8842568717574509,0.5711867697908595,4.70776216739283,5.68419342702187,3.8066710690472174,34.127484003667
GR,2020-08-05,218,13.344105579381761,43.541286601686515,35.44141315576805,104.94248836096837,4.476565747533055,4.476565747533055,2020,GR_2020,18.555011639466937,9.425411838097162,91.98628147069354,17.79992917364264,47.597068042198565,25.33613818674907,202.27526649819058,42.610596249930715,0.7515072953612193,0.884567734134432,0.5473583695491973,4.474628703362336,5.388196738407894,3.5357410949654513,32.90008061557206
GR,2020-08-06,219,14.292207584178074,51.47130109105188,37.33250337828206,104.54552056392471,4.847086896228899,4.847086896228899,2020,GR_2020,19.77815917307499,9.656141347622825,97.02410729021219,18.900254596478,49.95353566412619,26.487765597219383,206.71171805187242,42.437103875016334,0.7700236849425616,0.8895378963360824,0.5291416016039536,4.828549877109069,5.750132395224362,3.895553061810326,31.2570962772874
GR,2020-08-07,220,15.061837087903585,53.334529856158966,38.491416634082036,106.62108298743824,5.294435917734103,5.294435917734103,2020,GR_2020,20.157558546082456,9.970493417447928,109.21921957074028,19.164193907187123,50.77505818547511,27.976549024001518,216.94832784792058,43.9989544620348,0.7708147282778456,0.8883099319549107,0.5339184160031101,5.262669258449865,6.195832123082502,4.346473916964983,34.42087097425123
GR,2020-08-08,221,15.501559565551647,56.236211422807564,40.61156411700306,119.63296832047273,5.751611016693302,5.751611016693302,2020,GR_2020,20.515178261848153,11.122299767264876,105.34485544990196,22.611083884278322,53.66185348298663,28.703709286363353,238.29092196350203,46.1946633127173,0.7754792013654364,0.882616368829029,0.5679507911300081,5.731852793616206,6.649310891099519,4.776454441382424,34.543657134694
GR,2020-08-09,222,17.213711720834862,64.78932132948606,46.07815468306735,141.87432489215138,6.5155536005249255,6.5155536005249255,2020,GR_2020,24.104215377007637,11.814388297935805,122.89450830825267,22.99903731122467,61.31442053197776,33.060759284935926,265.6777237510149,55.61961062542345,0.7861077458862284,0.8961775455458177,0.5423864303826492,6.4231450791969245,7.337279183309865,5.5206701506675175,27.768615386526577
GR,2020-08-10,223,9.386547583399999,55.420579884000006,30.811180242000002,164.30728417999998,6.699551644586791,6.699551644586791,2020,GR_2020,16.383290044948343,2.3898051218516567,111.71170273529975,0,56.40808077514834,5.214279708851661,287.2182296294661,41.39633873053386,NA,NA,NA,6.578615306373418,7.501535627791559,5.649176730657965,35.41055721617659
GR,2020-08-11,224,18.47329457706652,64.63345612647268,47.839323729107335,140.0467021097468,7.236474986855199,7.236474986855199,2020,GR_2020,24.50368282044976,13.286928445176562,120.04237980359515,23.274378617394902,62.24104981336951,34.50769437588883,268.05963337411174,56.55869824235379,0.7703632785909851,0.8837568479857199,0.525534899491236,7.15023363317594,8.090869187812388,6.208473181187327,35.415887394655876
GR,2020-08-12,225,16.912231867158255,56.058600901763484,44.77086583518825,129.03007229284287,6.254126707592979,6.254126707592979,2020,GR_2020,23.412374271574926,11.672271158007728,120.51239600554739,19.89855538118781,58.57963285182512,32.79474528748326,247.4868173683358,51.29056241983576,0.7557648737566381,0.8896087648689892,0.5039097691890606,6.215998813362262,7.1498475383448366,5.27295715873484,29.40134627317508
GR,2020-08-13,226,16.24888011480951,54.10702304261395,42.858978017953824,112.83196113818208,5.948927421714515,5.948927421714515,2020,GR_2020,22.325567591631845,11.83603767114368,114.65371440181268,19.386939492641773,55.868186451612374,31.214522746108965,215.2813879022032,43.323611570115496,0.7572965987547775,0.8879743346158411,0.5138221434507062,5.900637983829377,6.845329613470946,4.947397929866961,33.93141868699291
GR,2020-08-14,227,16.965381912207455,51.8067502534062,45.527787339141575,117.12213385501776,6.444933855253594,6.444933855253594,2020,GR_2020,22.826396425472534,12.439823470277668,109.28880126793618,20.774930351950378,58.23169099642178,32.66661433922095,236.52252622499438,49.77013275938886,0.7450866142764445,0.874656174584352,0.5104942136879034,6.411053722624672,7.353195367135318,5.492082015411647,36.86185223059989
GR,2020-08-15,228,19.71820219765169,54.89555924541953,48.456457077898,133.33924818634662,7.131594898295558,7.131594898295558,2020,GR_2020,25.557788477256544,14.088041239757475,114.4228352930173,21.82382023060855,62.609181899458896,35.982869647596814,249.19423881763964,55.83476373860399,0.7295095219250807,0.8672460863910594,0.4915424761114638,7.069712637485953,7.973355979356228,6.1432081270875605,36.91103889079862
