site,date,sample,epilitheon_gm2,epilitheon_chla.mgm2,filamentous_gm2,filamentous_chla.mgm2,phicocyanin.mg.m2,year,doy
GR,2021-09-22,2,23.4304166,56.47247482,9.587124273,36.22054585,51.14004101,2021,265
GR,2021-09-22,3,26.30485169,85.67177139,0.588523661,5.00324251,39.50375253,2021,265
GR,2021-09-22,4,5.714963888,15.6389242,0,0,2.062554786,2021,265
GR,2021-09-22,5,10.42560004,33.96466819,2.335766746,9.070820336,26.34086251,2021,265
GR,2021-10-13,1,31.03477935,72.12850873,16.14456534,0,59.71248685,2021,286
GR,2021-10-13,2,40.279505095,129.75945695,18.17850514,59.18897447,95.3140929,2021,286
GR,2021-10-13,3,36.7123294,73.33875136,65.71997119,0,29.39324717,2021,286
GR,2021-10-13,4,35.165501,52.677476979999994,22.541452562,145.6416553,25.87389103,2021,286
GR,2021-10-13,5,10.55070256,60.48211645,3.589930017,0,24.07580532,2021,286
PL,2020-07-21,1,14.27337953,23.54737039,35.07547395,0,2.778071071,2020,203
PL,2020-07-21,5,0,0,0,0,0,2020,203
PL,2020-07-21,2,21.32588816,56.2515758,5.301073296,6.292463455,1.438562105,2020,203
PL,2020-07-21,3,0.383491848,0.706554642,0,0,0.313808574,2020,203
PL,2020-07-21,4,1.9081057830000001,3.253679252,0,0,0,2020,203
PL,2020-08-04,1,0.672669645,1.8509989070000001,0,52.44362165,0.803345272,2020,217
PL,2020-08-04,5,0,0,0,0,0,2020,217
PL,2020-08-04,2,1.470831541,1.742444734,0,0,16.62039641,2020,217
PL,2020-08-04,3,4.094476992,13.238956610999999,3.672402122,32.6615755,33.1407108,2020,217
PL,2020-08-04,4,1.557935634,1.789294396,0,0,3.769444267,2020,217
PL,2020-08-18,3,5.705610429,13.7393421,5.934752442,5.793235605,7.924952583,2020,231
PL,2020-08-18,1,10.92016422,15.8868069,0,0,16.72398598,2020,231
PL,2020-08-18,2,3.322231974,8.237954978,16.01017022,13.75290601,4.195026684,2020,231
PL,2020-08-18,4,9.411918842,22.31569507,1.816467517,3.747470531,18.11122097,2020,231
PL,2020-08-18,5,1.732728413,3.625031841,0,0,2.214244519,2020,231
PL,2020-09-01,2,6.695907976,16.12815629,43.39186882,0,8.589048223,2020,245
PL,2020-09-01,4,7.693220619,14.40793789,0,0,25.46292339,2020,245
PL,2020-09-01,1,4.5383766009999995,18.818079922,5.400453805,0,10.29792531,2020,245
PL,2020-09-01,3,14.49786256,50.96564517,0,0,47.51557537,2020,245
PL,2020-09-01,5,3.525669723,11.37801408,0,0,6.341879526,2020,245
PL,2020-09-29,5,5.854486329,26.7094492,11.64799706,0,15.27139368,2020,273
PL,2020-09-29,1,11.700885813,59.69293163,154.9629959,0,34.02812029,2020,273
PL,2020-09-29,2,7.819492325,28.05718626,9.882909605,10.6235171,17.02329669,2020,273
PL,2020-09-29,3,15.53141986,49.88186786,0,0,59.78158553,2020,273
PL,2020-09-29,4,8.194799896,17.64601646,0,0,21.81928316,2020,273
PL,2020-10-20,1,18.32693514,52.47688179,0,0,104.5190664,2020,294
PL,2020-10-20,2,11.7463865,47.59398737,0,0,56.88423446,2020,294
PL,2020-10-20,3,20.47706169,98.61253358,0,0,53.38767738,2020,294
PL,2020-10-20,4,19.02026034,133.2372766,0,0,109.2404591,2020,294
PL,2020-10-20,5,38.19719113,74.36355756,0,0,65.39295985,2020,294
PL,2021-06-22,1,14.59139716,23.35945424,0,0,27.18115394,2021,173
PL,2021-06-22,3,8.388884185,21.43514551,0,0,23.02237192,2021,173
PL,2021-06-22,2,7.562272183,10.01175336,0,0,10.0601136,2021,173
PL,2021-06-22,4,8.698717539,17.28585158,0,0,12.49739137,2021,173
PL,2021-06-22,5,9.952081141,21.06706741,0,0,11.51153671,2021,173
PL,2021-07-07,1,8.231044553,20.24490321,0,0,5.66819659,2021,188
PL,2021-07-07,4,7.810138865,17.91041061,0,0,11.57022967,2021,188
PL,2021-07-07,2,9.952665732,17.12748985,0,0,10.04035442,2021,188
PL,2021-07-07,3,0.675319792,1.514715635,0,0,2.020627903,2021,188
PL,2021-07-07,5,12.35825865,34.39004903,16.30493153,0,15.80383938,2021,188
PL,2021-07-20,1,4.835738675,15.61042138,2.80470872,12.17164643,11.52346237,2021,201
PL,2021-07-20,2,2.865666221,4.182833268,0,0,4.094126237,2021,201
PL,2021-07-20,3,3.6491854989999997,27.673288782,10.01726375,84.15754767,8.6786076,2021,201
PL,2021-07-20,4,4.2406248,7.680322338,0,0,5.065950702,2021,201
PL,2021-07-20,5,6.357429653,17.86591845,5.543094066,0,10.23765396,2021,201
PL,2021-08-03,1,8.567769102,18.784798451,26.44682596,32.47737588,6.721746909,2021,215
PL,2021-08-03,2,5.098804729,11.49780696,2.989512518,15.04816321,8.82265088,2021,215
PL,2021-08-03,3,21.045868959,7.781394012,12.11054611,31.94389705,27.41323666,2021,215
PL,2021-08-03,4,2.623645451,5.776796571,0,0,4.06819377,2021,215
PL,2021-08-03,5,4.349358769,9.331617052,0,0,6.089102277,2021,215
PL,2021-08-17,1,6.430503557,33.64926982,0,0,11.41496224,2021,229
PL,2021-08-17,2,4.758572632,17.78359746,1.61216003,0,10.34024972,2021,229
PL,2021-08-17,3,0.708190522,13.30153917,0,0,7.889643273,2021,229
PL,2021-08-17,4,6.266818012,16.13862191,0,0,10.03082558,2021,229
PL,2021-08-17,5,8.663642065,16.34767092,17.664967407,112.9008043,10.79915384,2021,229
