Year,DOY,Hour,SW,sitecode,date
2020,320,15,28.88,BM,2020-11-15
2020,320,16,117.82,BM,2020-11-15
2020,320,17,188.89,BM,2020-11-15
2020,320,18,234.42,BM,2020-11-15
2020,320,19,257.65,BM,2020-11-15
2020,320,20,248.49,BM,2020-11-15
2020,320,21,205.95,BM,2020-11-15
2020,320,22,152.8,BM,2020-11-15
2020,320,23,80.096,BM,2020-11-15
2020,321,0,0,BM,2020-11-16
2020,321,1,0,BM,2020-11-16
2020,321,2,0,BM,2020-11-16
2020,321,3,0,BM,2020-11-16
2020,321,4,0,BM,2020-11-16
2020,321,5,0,BM,2020-11-16
2020,321,6,0,BM,2020-11-16
2020,321,7,0,BM,2020-11-16
2020,321,8,0,BM,2020-11-16
2020,321,9,0,BM,2020-11-16
2020,321,10,0,BM,2020-11-16
2020,321,11,0,BM,2020-11-16
2020,321,12,0,BM,2020-11-16
2020,321,13,0,BM,2020-11-16
2020,321,14,0,BM,2020-11-16
2020,321,15,31.056,BM,2020-11-16
2020,321,16,135.51,BM,2020-11-16
2020,321,17,219,BM,2020-11-16
2020,321,18,205.55,BM,2020-11-16
2020,321,19,226.2,BM,2020-11-16
2020,321,20,218.19,BM,2020-11-16
2020,321,21,140.72,BM,2020-11-16
2020,321,22,104.13,BM,2020-11-16
2020,321,23,54.056,BM,2020-11-16
2020,322,0,0,BM,2020-11-17
2020,322,1,0,BM,2020-11-17
2020,322,2,0,BM,2020-11-17
2020,322,3,0,BM,2020-11-17
2020,322,4,0,BM,2020-11-17
2020,322,5,0,BM,2020-11-17
2020,322,6,0,BM,2020-11-17
2020,322,7,0,BM,2020-11-17
2020,322,8,0,BM,2020-11-17
2020,322,9,0,BM,2020-11-17
2020,322,10,0,BM,2020-11-17
2020,322,11,0,BM,2020-11-17
2020,322,12,0,BM,2020-11-17
2020,322,13,0,BM,2020-11-17
2020,322,14,0,BM,2020-11-17
2020,322,15,29.12,BM,2020-11-17
2020,322,16,136.89,BM,2020-11-17
2020,322,17,223.09,BM,2020-11-17
2020,322,18,273.64,BM,2020-11-17
2020,322,19,301.48,BM,2020-11-17
2020,322,20,290.88,BM,2020-11-17
2020,322,21,278.96,BM,2020-11-17
2020,322,22,205.9,BM,2020-11-17
2020,322,23,105.86,BM,2020-11-17
2020,323,0,0,BM,2020-11-18
2020,323,1,0,BM,2020-11-18
2020,323,2,0,BM,2020-11-18
2020,323,3,0,BM,2020-11-18
2020,323,4,0,BM,2020-11-18
2020,323,5,0,BM,2020-11-18
2020,323,6,0,BM,2020-11-18
2020,323,7,0,BM,2020-11-18
2020,323,8,0,BM,2020-11-18
2020,323,9,0,BM,2020-11-18
2020,323,10,0,BM,2020-11-18
2020,323,11,0,BM,2020-11-18
2020,323,12,0,BM,2020-11-18
2020,323,13,0,BM,2020-11-18
2020,323,14,0,BM,2020-11-18
2020,323,15,22.624,BM,2020-11-18
2020,323,16,115.61,BM,2020-11-18
2020,323,17,190,BM,2020-11-18
2020,323,18,251.66,BM,2020-11-18
2020,323,19,277.6,BM,2020-11-18
2020,323,20,267.91,BM,2020-11-18
2020,323,21,265.25,BM,2020-11-18
2020,323,22,195.3,BM,2020-11-18
2020,323,23,99.44,BM,2020-11-18
2020,324,0,0,BM,2020-11-19
2020,324,1,0,BM,2020-11-19
2020,324,2,0,BM,2020-11-19
2020,324,3,0,BM,2020-11-19
2020,324,4,0,BM,2020-11-19
2020,324,5,0,BM,2020-11-19
2020,324,6,0,BM,2020-11-19
2020,324,7,0,BM,2020-11-19
2020,324,8,0,BM,2020-11-19
2020,324,9,0,BM,2020-11-19
2020,324,10,0,BM,2020-11-19
2020,324,11,0,BM,2020-11-19
2020,324,12,0,BM,2020-11-19
2020,324,13,0,BM,2020-11-19
2020,324,14,0,BM,2020-11-19
2020,324,15,19.92,BM,2020-11-19
2020,324,16,111.8,BM,2020-11-19
2020,324,17,185.36,BM,2020-11-19
2020,324,18,261.87,BM,2020-11-19
2020,324,19,289.21,BM,2020-11-19
2020,324,20,279.2,BM,2020-11-19
2020,324,21,246.56,BM,2020-11-19
2020,324,22,181.09,BM,2020-11-19
2020,324,23,91.336,BM,2020-11-19
2020,325,0,0,BM,2020-11-20
2020,325,1,0,BM,2020-11-20
2020,325,2,0,BM,2020-11-20
2020,325,3,0,BM,2020-11-20
2020,325,4,0,BM,2020-11-20
2020,325,5,0,BM,2020-11-20
2020,325,6,0,BM,2020-11-20
2020,325,7,0,BM,2020-11-20
2020,325,8,0,BM,2020-11-20
2020,325,9,0,BM,2020-11-20
2020,325,10,0,BM,2020-11-20
2020,325,11,0,BM,2020-11-20
2020,325,12,0,BM,2020-11-20
2020,325,13,0,BM,2020-11-20
2020,325,14,0,BM,2020-11-20
2020,325,15,17.536,BM,2020-11-20
2020,325,16,109.63,BM,2020-11-20
2020,325,17,183.37,BM,2020-11-20
2020,325,18,302.6,BM,2020-11-20
2020,325,19,334.65,BM,2020-11-20
2020,325,20,323.17,BM,2020-11-20
2020,325,21,274.16,BM,2020-11-20
2020,325,22,200.88,BM,2020-11-20
2020,325,23,100.38,BM,2020-11-20
2020,326,0,0,BM,2020-11-21
2020,326,1,0,BM,2020-11-21
2020,326,2,0,BM,2020-11-21
2020,326,3,0,BM,2020-11-21
2020,326,4,0,BM,2020-11-21
2020,326,5,0,BM,2020-11-21
2020,326,6,0,BM,2020-11-21
2020,326,7,0,BM,2020-11-21
2020,326,8,0,BM,2020-11-21
2020,326,9,0,BM,2020-11-21
2020,326,10,0,BM,2020-11-21
2020,326,11,0,BM,2020-11-21
2020,326,12,0,BM,2020-11-21
2020,326,13,0,BM,2020-11-21
2020,326,14,0,BM,2020-11-21
2020,326,15,18.064,BM,2020-11-21
2020,326,16,127.81,BM,2020-11-21
2020,326,17,215.75,BM,2020-11-21
2020,326,18,216.9,BM,2020-11-21
2020,326,19,240.18,BM,2020-11-21
2020,326,20,232.03,BM,2020-11-21
2020,326,21,224.42,BM,2020-11-21
2020,326,22,164.07,BM,2020-11-21
2020,326,23,81.224,BM,2020-11-21
2020,327,0,0,BM,2020-11-22
2020,327,1,0,BM,2020-11-22
2020,327,2,0,BM,2020-11-22
2020,327,3,0,BM,2020-11-22
2020,327,4,0,BM,2020-11-22
2020,327,5,0,BM,2020-11-22
2020,327,6,0,BM,2020-11-22
2020,327,7,0,BM,2020-11-22
2020,327,8,0,BM,2020-11-22
2020,327,9,0,BM,2020-11-22
2020,327,10,0,BM,2020-11-22
2020,327,11,0,BM,2020-11-22
2020,327,12,0,BM,2020-11-22
2020,327,13,0,BM,2020-11-22
2020,327,14,0,BM,2020-11-22
2020,327,15,16.192,BM,2020-11-22
2020,327,16,132.74,BM,2020-11-22
2020,327,17,226.18,BM,2020-11-22
2020,327,18,314.23,BM,2020-11-22
2020,327,19,348.42,BM,2020-11-22
2020,327,20,336.72,BM,2020-11-22
2020,327,21,286.37,BM,2020-11-22
2020,327,22,208.91,BM,2020-11-22
2020,327,23,102.49,BM,2020-11-22
2020,328,0,0,BM,2020-11-23
2020,328,1,0,BM,2020-11-23
2020,328,2,0,BM,2020-11-23
2020,328,3,0,BM,2020-11-23
2020,328,4,0,BM,2020-11-23
2020,328,5,0,BM,2020-11-23
2020,328,6,0,BM,2020-11-23
2020,328,7,0,BM,2020-11-23
2020,328,8,0,BM,2020-11-23
2020,328,9,0,BM,2020-11-23
2020,328,10,0,BM,2020-11-23
2020,328,11,0,BM,2020-11-23
2020,328,12,0,BM,2020-11-23
2020,328,13,0,BM,2020-11-23
2020,328,14,0,BM,2020-11-23
2020,328,15,10.864,BM,2020-11-23
2020,328,16,106.37,BM,2020-11-23
2020,328,17,182.98,BM,2020-11-23
2020,328,18,220.2,BM,2020-11-23
2020,328,19,244.49,BM,2020-11-23
2020,328,20,236.37,BM,2020-11-23
2020,328,21,193.74,BM,2020-11-23
2020,328,22,141.05,BM,2020-11-23
2020,328,23,68.584,BM,2020-11-23
2020,329,0,0,BM,2020-11-24
2020,329,1,0,BM,2020-11-24
2020,329,2,0,BM,2020-11-24
2020,329,3,0,BM,2020-11-24
2020,329,4,0,BM,2020-11-24
2020,329,5,0,BM,2020-11-24
2020,329,6,0,BM,2020-11-24
2020,329,7,0,BM,2020-11-24
2020,329,8,0,BM,2020-11-24
2020,329,9,0,BM,2020-11-24
2020,329,10,0,BM,2020-11-24
2020,329,11,0,BM,2020-11-24
2020,329,12,0,BM,2020-11-24
2020,329,13,0,BM,2020-11-24
2020,329,14,0,BM,2020-11-24
2020,329,15,6.8,BM,2020-11-24
2020,329,16,83.344,BM,2020-11-24
2020,329,17,144.79,BM,2020-11-24
2020,329,18,205.77,BM,2020-11-24
2020,329,19,228.79,BM,2020-11-24
2020,329,20,221.3,BM,2020-11-24
2020,329,21,213.55,BM,2020-11-24
2020,329,22,155.15,BM,2020-11-24
2020,329,23,74.792,BM,2020-11-24
2020,330,0,0,BM,2020-11-25
2020,330,1,0,BM,2020-11-25
2020,330,2,0,BM,2020-11-25
2020,330,3,0,BM,2020-11-25
2020,330,4,0,BM,2020-11-25
2020,330,5,0,BM,2020-11-25
2020,330,6,0,BM,2020-11-25
2020,330,7,0,BM,2020-11-25
2020,330,8,0,BM,2020-11-25
2020,330,9,0,BM,2020-11-25
2020,330,10,0,BM,2020-11-25
2020,330,11,0,BM,2020-11-25
2020,330,12,0,BM,2020-11-25
2020,330,13,0,BM,2020-11-25
2020,330,14,0,BM,2020-11-25
2020,330,15,5.648,BM,2020-11-25
2020,330,16,93.184,BM,2020-11-25
2020,330,17,163.49,BM,2020-11-25
2020,330,18,246.59,BM,2020-11-25
2020,330,19,274.56,BM,2020-11-25
2020,330,20,265.7,BM,2020-11-25
2020,330,21,236.45,BM,2020-11-25
2020,330,22,171.47,BM,2020-11-25
2020,330,23,81.968,BM,2020-11-25
2020,331,0,0,BM,2020-11-26
2020,331,1,0,BM,2020-11-26
2020,331,2,0,BM,2020-11-26
2020,331,3,0,BM,2020-11-26
2020,331,4,0,BM,2020-11-26
2020,331,5,0,BM,2020-11-26
2020,331,6,0,BM,2020-11-26
2020,331,7,0,BM,2020-11-26
2020,331,8,0,BM,2020-11-26
2020,331,9,0,BM,2020-11-26
2020,331,10,0,BM,2020-11-26
2020,331,11,0,BM,2020-11-26
2020,331,12,0,BM,2020-11-26
2020,331,13,0,BM,2020-11-26
2020,331,14,0,BM,2020-11-26
2020,331,15,2.176,BM,2020-11-26
2020,331,16,56.16,BM,2020-11-26
2020,331,17,99.552,BM,2020-11-26
2020,331,18,129.94,BM,2020-11-26
2020,331,19,144.89,BM,2020-11-26
2020,331,20,140.28,BM,2020-11-26
2020,331,21,202.05,BM,2020-11-26
2020,331,22,146.26,BM,2020-11-26
2020,331,23,69.352,BM,2020-11-26
2020,332,0,0,BM,2020-11-27
2020,332,1,0,BM,2020-11-27
2020,332,2,0,BM,2020-11-27
2020,332,3,0,BM,2020-11-27
2020,332,4,0,BM,2020-11-27
2020,332,5,0,BM,2020-11-27
2020,332,6,0,BM,2020-11-27
2020,332,7,0,BM,2020-11-27
2020,332,8,0,BM,2020-11-27
2020,332,9,0,BM,2020-11-27
2020,332,10,0,BM,2020-11-27
2020,332,11,0,BM,2020-11-27
2020,332,12,0,BM,2020-11-27
2020,332,13,0,BM,2020-11-27
2020,332,14,0,BM,2020-11-27
2020,332,15,2,BM,2020-11-27
2020,332,16,120.42,BM,2020-11-27
2020,332,17,215.65,BM,2020-11-27
2020,332,18,290.56,BM,2020-11-27
2020,332,19,324.46,BM,2020-11-27
2020,332,20,314.3,BM,2020-11-27
2020,332,21,266.14,BM,2020-11-27
2020,332,22,192.34,BM,2020-11-27
2020,332,23,90.496,BM,2020-11-27
2020,333,0,0,BM,2020-11-28
2020,333,1,0,BM,2020-11-28
2020,333,2,0,BM,2020-11-28
2020,333,3,0,BM,2020-11-28
2020,333,4,0,BM,2020-11-28
2020,333,5,0,BM,2020-11-28
2020,333,6,0,BM,2020-11-28
2020,333,7,0,BM,2020-11-28
2020,333,8,0,BM,2020-11-28
2020,333,9,0,BM,2020-11-28
2020,333,10,0,BM,2020-11-28
2020,333,11,0,BM,2020-11-28
2020,333,12,0,BM,2020-11-28
2020,333,13,0,BM,2020-11-28
2020,333,14,0,BM,2020-11-28
2020,333,15,0,BM,2020-11-28
2020,333,16,99.584,BM,2020-11-28
2020,333,17,180.23,BM,2020-11-28
2020,333,18,156.94,BM,2020-11-28
2020,333,19,175.5,BM,2020-11-28
2020,333,20,170.11,BM,2020-11-28
2020,333,21,145.46,BM,2020-11-28
2020,333,22,104.96,BM,2020-11-28
2020,333,23,49.024,BM,2020-11-28
2020,334,0,0,BM,2020-11-29
2020,334,1,0,BM,2020-11-29
2020,334,2,0,BM,2020-11-29
2020,334,3,0,BM,2020-11-29
2020,334,4,0,BM,2020-11-29
2020,334,5,0,BM,2020-11-29
2020,334,6,0,BM,2020-11-29
2020,334,7,0,BM,2020-11-29
2020,334,8,0,BM,2020-11-29
2020,334,9,0,BM,2020-11-29
2020,334,10,0,BM,2020-11-29
2020,334,11,0,BM,2020-11-29
2020,334,12,0,BM,2020-11-29
2020,334,13,0,BM,2020-11-29
2020,334,14,0,BM,2020-11-29
2020,334,15,0,BM,2020-11-29
2020,334,16,111.95,BM,2020-11-29
2020,334,17,204.79,BM,2020-11-29
2020,334,18,293.15,BM,2020-11-29
2020,334,19,328.32,BM,2020-11-29
2020,334,20,318.41,BM,2020-11-29
2020,334,21,266.69,BM,2020-11-29
2020,334,22,192.18,BM,2020-11-29
2020,334,23,89.128,BM,2020-11-29
2020,335,0,0,BM,2020-11-30
2020,335,1,0,BM,2020-11-30
2020,335,2,0,BM,2020-11-30
2020,335,3,0,BM,2020-11-30
2020,335,4,0,BM,2020-11-30
2020,335,5,0,BM,2020-11-30
2020,335,6,0,BM,2020-11-30
2020,335,7,0,BM,2020-11-30
2020,335,8,0,BM,2020-11-30
2020,335,9,0,BM,2020-11-30
2020,335,10,0,BM,2020-11-30
2020,335,11,0,BM,2020-11-30
2020,335,12,0,BM,2020-11-30
2020,335,13,0,BM,2020-11-30
2020,335,14,0,BM,2020-11-30
2020,335,15,0,BM,2020-11-30
2020,335,16,107.09,BM,2020-11-30
2020,335,17,198.03,BM,2020-11-30
2020,335,18,252.93,BM,2020-11-30
2020,335,19,283.71,BM,2020-11-30
2020,335,20,275.32,BM,2020-11-30
2020,335,21,197.9,BM,2020-11-30
2020,335,22,142.43,BM,2020-11-30
2020,335,23,65.624,BM,2020-11-30
2020,336,0,0,BM,2020-12-01
2020,336,1,0,BM,2020-12-01
2020,336,2,0,BM,2020-12-01
2020,336,3,0,BM,2020-12-01
2020,336,4,0,BM,2020-12-01
2020,336,5,0,BM,2020-12-01
2020,336,6,0,BM,2020-12-01
2020,336,7,0,BM,2020-12-01
2020,336,8,0,BM,2020-12-01
2020,336,9,0,BM,2020-12-01
2020,336,10,0,BM,2020-12-01
2020,336,11,0,BM,2020-12-01
2020,336,12,0,BM,2020-12-01
2020,336,13,0,BM,2020-12-01
2020,336,14,0,BM,2020-12-01
2020,336,15,0,BM,2020-12-01
2020,336,16,108.94,BM,2020-12-01
2020,336,17,203.68,BM,2020-12-01
2020,336,18,311.31,BM,2020-12-01
2020,336,19,349.08,BM,2020-12-01
2020,336,20,342.47,BM,2020-12-01
2020,336,21,264.43,BM,2020-12-01
2020,336,22,190.08,BM,2020-12-01
2020,336,23,87.056,BM,2020-12-01
2020,337,0,0,BM,2020-12-02
2020,337,1,0,BM,2020-12-02
2020,337,2,0,BM,2020-12-02
2020,337,3,0,BM,2020-12-02
2020,337,4,0,BM,2020-12-02
2020,337,5,0,BM,2020-12-02
2020,337,6,0,BM,2020-12-02
2020,337,7,0,BM,2020-12-02
2020,337,8,0,BM,2020-12-02
2020,337,9,0,BM,2020-12-02
2020,337,10,0,BM,2020-12-02
2020,337,11,0,BM,2020-12-02
2020,337,12,0,BM,2020-12-02
2020,337,13,0,BM,2020-12-02
2020,337,14,0,BM,2020-12-02
2020,337,15,0,BM,2020-12-02
2020,337,16,109.31,BM,2020-12-02
2020,337,17,206.64,BM,2020-12-02
2020,337,18,303,BM,2020-12-02
2020,337,19,340.28,BM,2020-12-02
2020,337,20,334.06,BM,2020-12-02
2020,337,21,254.58,BM,2020-12-02
2020,337,22,182.82,BM,2020-12-02
2020,337,23,83.256,BM,2020-12-02
2020,338,0,0,BM,2020-12-03
2020,338,1,0,BM,2020-12-03
2020,338,2,0,BM,2020-12-03
2020,338,3,0,BM,2020-12-03
2020,338,4,0,BM,2020-12-03
2020,338,5,0,BM,2020-12-03
2020,338,6,0,BM,2020-12-03
2020,338,7,0,BM,2020-12-03
2020,338,8,0,BM,2020-12-03
2020,338,9,0,BM,2020-12-03
2020,338,10,0,BM,2020-12-03
2020,338,11,0,BM,2020-12-03
2020,338,12,0,BM,2020-12-03
2020,338,13,0,BM,2020-12-03
2020,338,14,0,BM,2020-12-03
2020,338,15,0,BM,2020-12-03
2020,338,16,108.34,BM,2020-12-03
2020,338,17,207.12,BM,2020-12-03
2020,338,18,306.53,BM,2020-12-03
2020,338,19,344.77,BM,2020-12-03
2020,338,20,338.71,BM,2020-12-03
2020,338,21,260.11,BM,2020-12-03
2020,338,22,186.64,BM,2020-12-03
2020,338,23,84.568,BM,2020-12-03
2020,339,0,0,BM,2020-12-04
2020,339,1,0,BM,2020-12-04
2020,339,2,0,BM,2020-12-04
2020,339,3,0,BM,2020-12-04
2020,339,4,0,BM,2020-12-04
2020,339,5,0,BM,2020-12-04
2020,339,6,0,BM,2020-12-04
2020,339,7,0,BM,2020-12-04
2020,339,8,0,BM,2020-12-04
2020,339,9,0,BM,2020-12-04
2020,339,10,0,BM,2020-12-04
2020,339,11,0,BM,2020-12-04
2020,339,12,0,BM,2020-12-04
2020,339,13,0,BM,2020-12-04
2020,339,14,0,BM,2020-12-04
2020,339,15,0,BM,2020-12-04
2020,339,16,88.784,BM,2020-12-04
2020,339,17,171.64,BM,2020-12-04
2020,339,18,263.3,BM,2020-12-04
2020,339,19,296.62,BM,2020-12-04
2020,339,20,291.62,BM,2020-12-04
2020,339,21,254.69,BM,2020-12-04
2020,339,22,182.61,BM,2020-12-04
2020,339,23,82.368,BM,2020-12-04
2020,340,0,0,BM,2020-12-05
2020,340,1,0,BM,2020-12-05
2020,340,2,0,BM,2020-12-05
2020,340,3,0,BM,2020-12-05
2020,340,4,0,BM,2020-12-05
2020,340,5,0,BM,2020-12-05
2020,340,6,0,BM,2020-12-05
2020,340,7,0,BM,2020-12-05
2020,340,8,0,BM,2020-12-05
2020,340,9,0,BM,2020-12-05
2020,340,10,0,BM,2020-12-05
2020,340,11,0,BM,2020-12-05
2020,340,12,0,BM,2020-12-05
2020,340,13,0,BM,2020-12-05
2020,340,14,0,BM,2020-12-05
2020,340,15,0,BM,2020-12-05
2020,340,16,103.18,BM,2020-12-05
2020,340,17,201.77,BM,2020-12-05
2020,340,18,300.74,BM,2020-12-05
2020,340,19,339.31,BM,2020-12-05
2020,340,20,333.83,BM,2020-12-05
2020,340,21,256.24,BM,2020-12-05
2020,340,22,183.62,BM,2020-12-05
2020,340,23,82.496,BM,2020-12-05
2020,341,0,0,BM,2020-12-06
2020,341,1,0,BM,2020-12-06
2020,341,2,0,BM,2020-12-06
2020,341,3,0,BM,2020-12-06
2020,341,4,0,BM,2020-12-06
2020,341,5,0,BM,2020-12-06
2020,341,6,0,BM,2020-12-06
2020,341,7,0,BM,2020-12-06
2020,341,8,0,BM,2020-12-06
2020,341,9,0,BM,2020-12-06
2020,341,10,0,BM,2020-12-06
2020,341,11,0,BM,2020-12-06
2020,341,12,0,BM,2020-12-06
2020,341,13,0,BM,2020-12-06
2020,341,14,0,BM,2020-12-06
2020,341,15,0,BM,2020-12-06
2020,341,16,101.66,BM,2020-12-06
2020,341,17,201.1,BM,2020-12-06
2020,341,18,299.52,BM,2020-12-06
2020,341,19,338.45,BM,2020-12-06
2020,341,20,333.25,BM,2020-12-06
2020,341,21,255.22,BM,2020-12-06
2020,341,22,182.8,BM,2020-12-06
2020,341,23,81.856,BM,2020-12-06
2020,342,0,0,BM,2020-12-07
2020,342,1,0,BM,2020-12-07
2020,342,2,0,BM,2020-12-07
2020,342,3,0,BM,2020-12-07
2020,342,4,0,BM,2020-12-07
2020,342,5,0,BM,2020-12-07
2020,342,6,0,BM,2020-12-07
2020,342,7,0,BM,2020-12-07
2020,342,8,0,BM,2020-12-07
2020,342,9,0,BM,2020-12-07
2020,342,10,0,BM,2020-12-07
2020,342,11,0,BM,2020-12-07
2020,342,12,0,BM,2020-12-07
2020,342,13,0,BM,2020-12-07
2020,342,14,0,BM,2020-12-07
2020,342,15,0,BM,2020-12-07
2020,342,16,104.72,BM,2020-12-07
2020,342,17,209.55,BM,2020-12-07
2020,342,18,293.42,BM,2020-12-07
2020,342,19,332.07,BM,2020-12-07
2020,342,20,327.25,BM,2020-12-07
2020,342,21,254.02,BM,2020-12-07
2020,342,22,181.89,BM,2020-12-07
2020,342,23,81.232,BM,2020-12-07
2020,343,0,0,BM,2020-12-08
2020,343,1,0,BM,2020-12-08
2020,343,2,0,BM,2020-12-08
2020,343,3,0,BM,2020-12-08
2020,343,4,0,BM,2020-12-08
2020,343,5,0,BM,2020-12-08
2020,343,6,0,BM,2020-12-08
2020,343,7,0,BM,2020-12-08
2020,343,8,0,BM,2020-12-08
2020,343,9,0,BM,2020-12-08
2020,343,10,0,BM,2020-12-08
2020,343,11,0,BM,2020-12-08
2020,343,12,0,BM,2020-12-08
2020,343,13,0,BM,2020-12-08
2020,343,14,0,BM,2020-12-08
2020,343,15,0,BM,2020-12-08
2020,343,16,88.944,BM,2020-12-08
2020,343,17,180.02,BM,2020-12-08
2020,343,18,227.89,BM,2020-12-08
2020,343,19,258.31,BM,2020-12-08
2020,343,20,254.79,BM,2020-12-08
2020,343,21,203.86,BM,2020-12-08
2020,343,22,145.95,BM,2020-12-08
2020,343,23,65.048,BM,2020-12-08
2020,344,0,0,BM,2020-12-09
2020,344,1,0,BM,2020-12-09
2020,344,2,0,BM,2020-12-09
2020,344,3,0,BM,2020-12-09
2020,344,4,0,BM,2020-12-09
2020,344,5,0,BM,2020-12-09
2020,344,6,0,BM,2020-12-09
2020,344,7,0,BM,2020-12-09
2020,344,8,0,BM,2020-12-09
2020,344,9,0,BM,2020-12-09
2020,344,10,0,BM,2020-12-09
2020,344,11,0,BM,2020-12-09
2020,344,12,0,BM,2020-12-09
2020,344,13,0,BM,2020-12-09
2020,344,14,0,BM,2020-12-09
2020,344,15,0,BM,2020-12-09
2020,344,16,51.36,BM,2020-12-09
2020,344,17,105.15,BM,2020-12-09
2020,344,18,126.9,BM,2020-12-09
2020,344,19,144.08,BM,2020-12-09
2020,344,20,142.22,BM,2020-12-09
2020,344,21,72.512,BM,2020-12-09
2020,344,22,51.92,BM,2020-12-09
2020,344,23,23.112,BM,2020-12-09
2020,345,0,0,BM,2020-12-10
2020,345,1,0,BM,2020-12-10
2020,345,2,0,BM,2020-12-10
2020,345,3,0,BM,2020-12-10
2020,345,4,0,BM,2020-12-10
2020,345,5,0,BM,2020-12-10
2020,345,6,0,BM,2020-12-10
2020,345,7,0,BM,2020-12-10
2020,345,8,0,BM,2020-12-10
2020,345,9,0,BM,2020-12-10
2020,345,10,0,BM,2020-12-10
2020,345,11,0,BM,2020-12-10
2020,345,12,0,BM,2020-12-10
2020,345,13,0,BM,2020-12-10
2020,345,14,0,BM,2020-12-10
2020,345,15,0,BM,2020-12-10
2020,345,16,90.688,BM,2020-12-10
2020,345,17,187.76,BM,2020-12-10
2020,345,18,291.39,BM,2020-12-10
2020,345,19,331.32,BM,2020-12-10
2020,345,20,327.34,BM,2020-12-10
2020,345,21,253.06,BM,2020-12-10
2020,345,22,181.23,BM,2020-12-10
2020,345,23,80.592,BM,2020-12-10
2020,346,0,0,BM,2020-12-11
2020,346,1,0,BM,2020-12-11
2020,346,2,0,BM,2020-12-11
2020,346,3,0,BM,2020-12-11
2020,346,4,0,BM,2020-12-11
2020,346,5,0,BM,2020-12-11
2020,346,6,0,BM,2020-12-11
2020,346,7,0,BM,2020-12-11
2020,346,8,0,BM,2020-12-11
2020,346,9,0,BM,2020-12-11
2020,346,10,0,BM,2020-12-11
2020,346,11,0,BM,2020-12-11
2020,346,12,0,BM,2020-12-11
2020,346,13,0,BM,2020-12-11
2020,346,14,0,BM,2020-12-11
2020,346,15,0,BM,2020-12-11
2020,346,16,50.848,BM,2020-12-11
2020,346,17,106.46,BM,2020-12-11
2020,346,18,115.77,BM,2020-12-11
2020,346,19,131.83,BM,2020-12-11
2020,346,20,130.37,BM,2020-12-11
2020,346,21,170.51,BM,2020-12-11
2020,346,22,122.16,BM,2020-12-11
2020,346,23,54.32,BM,2020-12-11
2020,347,0,0,BM,2020-12-12
2020,347,1,0,BM,2020-12-12
2020,347,2,0,BM,2020-12-12
2020,347,3,0,BM,2020-12-12
2020,347,4,0,BM,2020-12-12
2020,347,5,0,BM,2020-12-12
2020,347,6,0,BM,2020-12-12
2020,347,7,0,BM,2020-12-12
2020,347,8,0,BM,2020-12-12
2020,347,9,0,BM,2020-12-12
2020,347,10,0,BM,2020-12-12
2020,347,11,0,BM,2020-12-12
2020,347,12,0,BM,2020-12-12
2020,347,13,0,BM,2020-12-12
2020,347,14,0,BM,2020-12-12
2020,347,15,0,BM,2020-12-12
2020,347,16,51.2,BM,2020-12-12
2020,347,17,108.4,BM,2020-12-12
2020,347,18,203.89,BM,2020-12-12
2020,347,19,232.51,BM,2020-12-12
2020,347,20,230.15,BM,2020-12-12
2020,347,21,197.33,BM,2020-12-12
2020,347,22,141.44,BM,2020-12-12
2020,347,23,62.936,BM,2020-12-12
2020,348,0,0,BM,2020-12-13
2020,348,1,0,BM,2020-12-13
2020,348,2,0,BM,2020-12-13
2020,348,3,0,BM,2020-12-13
2020,348,4,0,BM,2020-12-13
2020,348,5,0,BM,2020-12-13
2020,348,6,0,BM,2020-12-13
2020,348,7,0,BM,2020-12-13
2020,348,8,0,BM,2020-12-13
2020,348,9,0,BM,2020-12-13
2020,348,10,0,BM,2020-12-13
2020,348,11,0,BM,2020-12-13
2020,348,12,0,BM,2020-12-13
2020,348,13,0,BM,2020-12-13
2020,348,14,0,BM,2020-12-13
2020,348,15,0,BM,2020-12-13
2020,348,16,76.512,BM,2020-12-13
2020,348,17,163.76,BM,2020-12-13
2020,348,18,235.68,BM,2020-12-13
2020,348,19,269.17,BM,2020-12-13
2020,348,20,266.68,BM,2020-12-13
2020,348,21,203.7,BM,2020-12-13
2020,348,22,146.11,BM,2020-12-13
2020,348,23,65.096,BM,2020-12-13
2020,349,0,0,BM,2020-12-14
2020,349,1,0,BM,2020-12-14
2020,349,2,0,BM,2020-12-14
2020,349,3,0,BM,2020-12-14
2020,349,4,0,BM,2020-12-14
2020,349,5,0,BM,2020-12-14
2020,349,6,0,BM,2020-12-14
2020,349,7,0,BM,2020-12-14
2020,349,8,0,BM,2020-12-14
2020,349,9,0,BM,2020-12-14
2020,349,10,0,BM,2020-12-14
2020,349,11,0,BM,2020-12-14
2020,349,12,0,BM,2020-12-14
2020,349,13,0,BM,2020-12-14
2020,349,14,0,BM,2020-12-14
2020,349,15,0,BM,2020-12-14
2020,349,16,35.664,BM,2020-12-14
2020,349,17,77.154,BM,2020-12-14
2020,349,18,121.19,BM,2020-12-14
2020,349,19,138.62,BM,2020-12-14
2020,349,20,137.47,BM,2020-12-14
2020,349,21,116.64,BM,2020-12-14
2020,349,22,83.744,BM,2020-12-14
2020,349,23,37.384,BM,2020-12-14
2020,350,0,0,BM,2020-12-15
2020,350,1,0,BM,2020-12-15
2020,350,2,0,BM,2020-12-15
2020,350,3,0,BM,2020-12-15
